band,entry_minute,filter,stop_multiplier,calls,train_2017_2023_calls,val_2024_2025_calls,confirm_2026_calls,win_rate,train_2017_2023_win_rate,val_2024_2025_win_rate,confirm_2026_win_rate,avg_pnl_pts,train_2017_2023_avg_pnl_pts,val_2024_2025_avg_pnl_pts,confirm_2026_avg_pnl_pts,mean_target_distance_pts,ambiguous_rate
0.05-0.15,1,toward_target,4.0,48,28,18,2,85.41666666666666,78.57142857142857,94.44444444444444,100.0,5.159345833332547,-4.030407142857972,16.569444444443636,31.125,13.680210416666531,2.083333333333333
0.05-0.15,1,toward_target,2.5,48,28,18,2,81.25,71.42857142857143,94.44444444444444,100.0,6.3739312499994485,-2.1679035714290484,16.911111111110383,31.125,13.680210416666531,2.083333333333333
0.05-0.15,15,not_away_more_than_0.03pct,4.0,27,12,14,1,85.18518518518519,75.0,92.85714285714286,100.0,6.022162962963126,-0.9209666666676336,9.892857142858182,35.150000000001455,17.23704814814819,0.0
0.05-0.15,15,not_away_more_than_0.03pct,5.0,27,12,14,1,85.18518518518519,75.0,92.85714285714286,100.0,4.53696296296315,-1.766833333334489,7.753571428572676,35.150000000001455,17.23704814814819,0.0
0.05-0.15,1,after_favourable_0.02pct,3.0,33,21,11,1,87.87878787878788,85.71428571428571,90.9090909090909,100.0,8.395454545454193,4.969047619047377,12.804545454544991,31.849999999998545,11.098472727272593,3.0303030303030303
0.05-0.15,1,after_favourable_0.02pct,4.0,33,21,11,1,87.87878787878788,85.71428571428571,90.9090909090909,100.0,7.719699999999593,4.10238571428549,12.43181818181752,31.849999999998545,11.098472727272593,3.0303030303030303
0.05-0.15,1,after_favourable_0.02pct,2.5,33,21,11,1,84.84848484848484,80.95238095238095,90.9090909090909,100.0,7.853028787878484,4.019045238095107,12.990909090908561,31.849999999998545,11.098472727272593,3.0303030303030303
0.05-0.15,1,after_favourable_0.02pct,1.5,33,21,11,1,81.81818181818183,76.19047619047619,90.9090909090909,100.0,8.598480303030197,4.995230952380855,13.363636363636363,31.849999999998545,11.098472727272593,6.0606060606060606
0.05-0.15,1,after_favourable_0.02pct,2.0,33,21,11,1,81.81818181818183,76.19047619047619,90.9090909090909,100.0,8.09848181818162,4.30713809523799,13.177272727272463,31.849999999998545,11.098472727272593,6.0606060606060606
0.03-0.12,5,toward_target,4.0,19,8,10,1,89.47368421052632,87.5,90.0,100.0,7.336836842104515,4.737487499999588,9.094999999998981,10.549999999999272,11.271047368420975,0.0
