family,interval_min,rule,direction,entry_after_bars,target_pct,stop_pct,calls,win_rate,avg_pnl_pts,median_pnl_pts,target_rate,stop_rate,eod_rate,ambiguous_rate,train_jul_aug_calls,confirm_sep_calls,train_jul_aug_win_rate,confirm_sep_win_rate,train_jul_aug_avg_pnl_pts,confirm_sep_avg_pnl_pts
pdf_level_reaction,10,level_first6bars_touch15_buf5_inst,UP,6,0.1,0.1,7,28.57142857142857,-10.4328,-24.190900000000003,28.57142857142857,71.42857142857143,0.0,0.0,6,1,16.666666666666664,100.0,-16.138833333333334,23.8034
pdf_level_reaction,10,level_first6bars_touch15_buf5_inst,UP,6,0.15,0.15,7,28.57142857142857,-15.649199999999997,-36.28635,28.57142857142857,71.42857142857143,0.0,0.0,6,1,16.666666666666664,100.0,-24.208249999999996,35.7051
pdf_level_reaction,10,level_first6bars_touch15_buf5_inst,UP,6,0.2,0.2,7,28.57142857142857,-20.8656,-48.381800000000005,28.57142857142857,71.42857142857143,0.0,0.0,6,1,16.666666666666664,100.0,-32.27766666666667,47.6068
pdf_level_reaction,10,level_first6bars_touch15_buf5_inst,UP,6,0.3,0.3,7,28.57142857142857,-31.298399999999994,-72.5727,28.57142857142857,71.42857142857143,0.0,0.0,6,1,16.666666666666664,100.0,-48.41649999999999,71.4102
pdf_level_reaction,15,level_first1bars_touch10_buf10_all,UP,1,0.3,0.3,6,66.66666666666666,22.221591666666786,66.72807500000036,50.0,33.33333333333333,16.666666666666664,0.0,4,2,50.0,100.0,-1.9729249999998153,70.610625
pdf_level_reaction,15,level_first2bars_touch0_buf10_inst,DOWN,2,0.08,0.08,6,83.33333333333334,12.696093333333335,19.1934,83.33333333333334,16.666666666666664,0.0,0.0,4,2,75.0,100.0,9.62676,18.834760000000003
pdf_level_reaction,15,level_first2bars_touch5_buf10_inst,DOWN,2,0.08,0.08,6,83.33333333333334,12.696093333333335,19.1934,83.33333333333334,16.666666666666664,0.0,0.0,4,2,75.0,100.0,9.62676,18.834760000000003
pdf_level_reaction,15,level_first2bars_touch10_buf10_inst,DOWN,2,0.08,0.08,6,83.33333333333334,12.696093333333335,19.1934,83.33333333333334,16.666666666666664,0.0,0.0,4,2,75.0,100.0,9.62676,18.834760000000003
pdf_level_reaction,15,level_first2bars_touch15_buf10_inst,DOWN,2,0.08,0.08,6,83.33333333333334,12.696093333333335,19.1934,83.33333333333334,16.666666666666664,0.0,0.0,4,2,75.0,100.0,9.62676,18.834760000000003
pdf_level_reaction,15,level_first1bars_touch10_buf10_all,UP,1,0.1,0.1,6,66.66666666666666,7.9953666666666665,23.536875000000002,66.66666666666666,33.33333333333333,0.0,0.0,4,2,50.0,100.0,0.2246125000000001,23.536875000000002
pdf_level_reaction,15,level_first1bars_touch0_buf5_inst,DOWN,1,0.08,0.08,6,66.66666666666666,6.228626666666667,18.834760000000003,66.66666666666666,33.33333333333333,0.0,0.0,4,2,50.0,100.0,-0.07444000000000006,18.834760000000003
pdf_level_reaction,15,level_first1bars_touch5_buf5_inst,DOWN,1,0.08,0.08,6,66.66666666666666,6.228626666666667,18.834760000000003,66.66666666666666,33.33333333333333,0.0,0.0,4,2,50.0,100.0,-0.07444000000000006,18.834760000000003
pdf_level_reaction,15,level_first1bars_touch10_buf5_inst,DOWN,1,0.08,0.08,6,66.66666666666666,6.228626666666667,18.834760000000003,66.66666666666666,33.33333333333333,0.0,0.0,4,2,50.0,100.0,-0.07444000000000006,18.834760000000003
pdf_level_reaction,15,level_first1bars_touch15_buf5_inst,DOWN,1,0.08,0.08,6,66.66666666666666,6.228626666666667,18.834760000000003,66.66666666666666,33.33333333333333,0.0,0.0,4,2,50.0,100.0,-0.07444000000000006,18.834760000000003
pdf_level_reaction,15,level_first4bars_touch15_buf0_inst,UP,4,0.3,0.3,6,50.0,0.003700000000002035,0.17722500000000707,50.0,50.0,0.0,0.0,5,1,40.0,100.0,-14.28858,71.4651
pdf_level_reaction,10,level_first2bars_touch10_buf0_inst,UP,2,0.1,0.1,6,50.0,-0.14828333333333354,-0.025949999999999918,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-12.093150000000001,23.74145
pdf_level_reaction,10,level_first2bars_touch15_buf0_inst,UP,2,0.1,0.1,6,50.0,-0.14828333333333354,-0.025949999999999918,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-12.093150000000001,23.74145
pdf_level_reaction,10,level_first3bars_touch10_buf0_inst,UP,3,0.1,0.1,6,50.0,-0.14828333333333354,-0.025949999999999918,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-12.093150000000001,23.74145
pdf_level_reaction,10,level_first3bars_touch15_buf0_inst,UP,3,0.1,0.1,6,50.0,-0.14828333333333354,-0.025949999999999918,50.0,50.0,0.0,0.0,4,2,25.0,100.0,-12.093150000000001,23.74145
