family,interval_min,rule,direction,entry_after_bars,target_pct,stop_pct,calls,win_rate,avg_pnl_pts,median_pnl_pts,target_rate,stop_rate,eod_rate,ambiguous_rate,train_2017_2024_calls,val_2025_calls,confirm_2026_calls,train_2017_2024_win_rate,val_2025_win_rate,confirm_2026_win_rate,train_2017_2024_avg_pnl_pts,val_2025_avg_pnl_pts,confirm_2026_avg_pnl_pts
generic_first_window,15,first30_trend_lt_-0.15,DOWN,2,0.15,0.15,814,52.33415233415234,1.216560355702937,14.408662499999998,52.08845208845209,47.54299754299755,0.36855036855036855,5.282555282555283,662,87,65,51.51057401812689,54.02298850574713,58.46153846153847,0.5259585793688657,2.616249712643711,6.37664346153844
generic_first_window,10,first30_fade_gt_0.4,DOWN,3,0.2,0.2,160,50.625,0.3613906012500002,18.3512,50.625,49.375,0.0,3.75,126,22,12,50.0,50.0,58.333333333333336,-0.25072383968253964,-0.4498409090909083,8.275849999999998
generic_first_window,15,first30_fade_gt_0.4,DOWN,2,0.2,0.2,160,50.0,-0.0468618887499999,1.3751500000000005,50.0,50.0,0.0,5.0,126,22,12,49.2063492063492,50.0,58.333333333333336,-0.7691396999999998,-0.4498409090909083,8.275849999999998
generic_first_window,15,first30_trend_gt_0.4,UP,2,0.1,0.1,160,40.625,-2.5322859343749995,-9.9243,40.625,59.375,0.0,24.375,126,22,12,38.88888888888889,40.909090909090914,58.333333333333336,-2.8695626944444452,-4.047547727272728,3.7871
generic_first_window,10,first20_fade_gt_0.4,DOWN,2,0.2,0.2,142,46.478873239436616,-2.4661563577464793,-18.8651,46.478873239436616,53.52112676056338,0.0,2.112676056338028,110,20,12,46.36363636363636,40.0,58.333333333333336,-2.2693163890909087,-9.911435,8.138274999999998
generic_first_window,15,first15_trend_lt_-0.05,DOWN,1,0.3,0.3,1112,55.03597122302158,4.67731705840827,28.895400000000002,51.798561151079134,40.647482014388494,7.553956834532374,0.8093525179856115,917,116,79,55.07088331515813,52.58620689655172,58.22784810126582,3.893750293293338,5.049453879310381,13.226213924050649
generic_first_window,15,first15_trend_lt_-0.08,DOWN,1,0.3,0.3,997,55.867602808425275,5.150112106168505,29.42955,52.45737211634904,40.320962888665996,7.221664994984955,0.9027081243731194,833,97,67,55.70228091236494,55.670103092783506,58.2089552238806,3.9631520646458527,9.560984536082495,13.521501492537338
generic_first_window,15,first15_trend_lt_-0.2,DOWN,1,0.2,0.2,558,56.272401433691755,3.5646001602150488,20.5886,56.272401433691755,43.01075268817204,0.7168458781362007,3.584229390681003,464,51,43,57.11206896551724,47.05882352941176,58.139534883720934,3.678047821982754,-1.9402215686274515,8.869395348837193
generic_first_window,10,first60_trend_gt_0.3,UP,6,0.3,0.3,355,53.239436619718305,1.7025819776672753,13.5,46.76056338028169,42.25352112676056,10.985915492957748,0.28169014084507044,282,42,31,53.191489361702125,50.0,58.06451612903226,1.5543948655031152,-2.364230952380918,8.560482258064612
generic_first_window,15,first60_trend_gt_0.3,UP,4,0.3,0.3,355,53.239436619718305,1.7025819776672753,13.5,46.76056338028169,42.25352112676056,10.985915492957748,0.5633802816901409,282,42,31,53.191489361702125,50.0,58.06451612903226,1.5543948655031152,-2.364230952380918,8.560482258064612
