outcome,strategy,feature,orientation,mode,quantile,threshold_high,threshold_low,rho_dev,dev2023_24_n,dev2023_24_coverage_pct,dev2023_24_up_calls,dev2023_24_down_calls,dev2023_24_exact_pct,dev2023_24_sign_n,dev2023_24_sign_pct,val2025_n,val2025_coverage_pct,val2025_up_calls,val2025_down_calls,val2025_exact_pct,val2025_sign_n,val2025_sign_pct,confirm2026_n,confirm2026_coverage_pct,confirm2026_up_calls,confirm2026_down_calls,confirm2026_exact_pct,confirm2026_sign_n,confirm2026_sign_pct,min_holdout_exact_pct,min_holdout_sign_pct,mean_holdout_coverage_pct
close_to_close,vix_direct,vix_z20,1,upper,0.6,0.42072994589455015,,0.033601,137,40.18,137,0,45.26,109,56.88,71,28.74,71,0,46.48,60,55.0,57,36.31,57,0,49.12,50,56.0,46.48,55.0,32.525
close_to_close,v3_vix_gate,vix_z20,1,upper,0.6,0.42072994589455015,,0.033601,137,40.18,61,76,42.34,109,53.21,71,28.74,33,38,46.48,60,55.0,57,36.31,31,26,56.14,50,64.0,46.48,55.0,32.525
close_to_close,v3_vix_agree,vix_open,1,both,0.7,14.43000030517578,12.510000228881836,0.047486,106,31.09,56,50,50.94,83,65.06,99,40.08,40,59,46.46,83,55.42,63,40.13,37,26,50.79,52,61.54,46.46,55.42,40.105000000000004
close_to_close,v3_vix_agree,vix_high,1,lower,0.75,,12.710000038146973,0.032041,41,12.02,0,41,48.78,35,57.14,56,22.67,0,56,46.43,47,55.32,21,13.38,0,21,57.14,17,70.59,46.43,55.32,18.025000000000002
close_to_close,v3_vix_gate,vix_close,1,upper,0.75,14.630000114440918,,0.042152,87,25.51,42,45,48.28,71,59.15,71,28.74,38,33,46.48,58,56.9,69,43.95,36,33,46.38,58,55.17,46.38,55.17,36.345
close_to_close,v3_vix_gate,vix_ret20,1,lower,0.8,,-10.177937976960184,0.028539,69,20.23,42,27,36.23,48,52.08,83,33.6,43,40,46.99,65,60.0,54,34.39,26,28,46.3,41,60.98,46.3,60.0,33.995000000000005
close_to_close,v3_vix_agree,vix_low,1,both,0.6,13.119999885559082,12.100000381469728,0.042187,139,40.76,72,67,45.32,110,57.27,108,43.72,49,59,46.3,90,55.56,75,47.77,42,33,53.33,62,64.52,46.3,55.56,45.745000000000005
close_to_close,v3_vix_agree,vix_range_mean10,1,both,0.6,12.519561445508257,10.147546352673437,0.046729,146,42.82,76,70,46.58,109,62.39,108,43.72,8,100,49.07,93,56.99,54,34.39,21,33,46.3,45,55.56,46.3,55.56,39.055
close_to_close,vix_direct,vix_low,1,upper,0.925,15.775000095367432,,0.042187,26,7.62,26,0,53.85,19,73.68,36,14.57,36,0,47.22,32,53.12,54,34.39,54,0,46.3,46,54.35,46.3,53.12,24.48
close_to_close,v3_vix_gate,vix_high,1,both,0.85,16.260000228881836,12.020000457763672,0.032041,104,30.5,59,45,50.0,82,63.41,121,48.99,64,57,46.28,95,58.95,84,53.5,42,42,47.62,69,57.97,46.28,57.97,51.245000000000005
close_to_close,v3_vix_gate,vix_open,1,upper,0.75,14.68000030517578,,0.047486,86,25.22,46,40,46.51,66,60.61,67,27.13,38,29,46.27,55,56.36,70,44.59,37,33,48.57,59,57.63,46.27,56.36,35.86
close_to_close,v3_vix_agree,vix_high,1,both,0.6,14.550000190734863,13.600000381469728,0.032041,137,40.18,71,66,45.99,105,60.0,106,42.91,43,63,46.23,89,55.06,70,44.59,42,28,55.71,59,66.1,46.23,55.06,43.75
close_to_close,v3_vix_gate,vix_z20,1,both,0.8,1.2354010705169314,-1.070259280510736,0.033601,137,40.18,74,63,43.07,102,57.84,119,48.18,59,60,46.22,97,56.7,74,47.13,37,37,54.05,61,65.57,46.22,56.7,47.655
close_to_close,v3_vix_gate,vix_low,1,both,0.75,13.869999885559082,11.210000038146973,0.042187,172,50.44,89,83,45.93,135,58.52,156,63.16,79,77,46.15,120,60.0,102,64.97,50,52,48.04,83,59.04,46.15,59.04,64.065
close_to_close,v3_vix_agree,vix_close,1,upper,0.6,14.039999961853027,,0.042152,67,19.65,67,0,52.24,50,70.0,42,17.0,42,0,50.0,34,61.76,39,24.84,39,0,46.15,32,56.25,46.15,56.25,20.92
close_to_close,v3_vix_agree,vix_range_mean20,1,both,0.75,13.649613206376092,9.711884785106415,0.030463,88,25.81,44,44,43.18,64,59.38,91,36.84,0,91,46.15,78,53.85,39,24.84,15,24,53.85,33,63.64,46.15,53.85,30.840000000000003
close_to_close,v3_vix_gate,vix_range_mean10,1,both,0.7,13.441320145135773,9.093627136335668,0.046729,206,60.41,105,101,45.63,158,59.49,146,59.11,72,74,48.63,119,59.66,63,40.13,35,28,46.03,51,56.86,46.03,56.86,49.620000000000005
close_to_close,v3_vix_gate,vix_low,1,upper,0.85,14.649999618530272,,0.042187,52,15.25,26,26,46.15,42,57.14,51,20.65,28,23,50.98,44,59.09,63,40.13,34,29,46.03,52,55.77,46.03,55.77,30.39
close_to_close,v3_vix_agree,vix_high,1,lower,0.6,,13.600000381469728,0.032041,66,19.35,0,66,42.42,53,52.83,63,25.51,0,63,46.03,54,53.7,28,17.83,0,28,60.71,24,70.83,46.03,53.7,21.67
close_to_close,v3_vix_agree,vix_close,1,upper,0.7,14.449999809265137,,0.042152,51,14.96,51,0,52.94,39,69.23,39,15.79,39,0,51.28,33,60.61,37,23.57,37,0,45.95,30,56.67,45.95,56.67,19.68
close_to_close,v3_vix_gate,vix_low,1,lower,0.75,,11.210000038146973,0.042187,86,25.22,46,40,46.51,69,57.97,85,34.41,43,42,45.88,64,60.94,35,22.29,14,21,48.57,27,62.96,45.88,60.94,28.349999999999998
close_to_close,v3_vix_gate,vix_ret20,1,both,0.7,8.878503048593787,-5.8671293893291825,0.028539,206,60.41,110,96,39.32,152,53.29,170,68.83,86,84,45.88,134,58.21,112,71.34,58,54,51.79,94,61.7,45.88,58.21,70.08500000000001
close_to_close,v3_vix_gate,vix_range_mean20,1,both,0.85,15.434330244593871,8.526325847320896,0.030463,104,30.5,60,44,45.19,72,65.28,85,34.41,40,45,45.88,68,57.35,30,19.11,15,15,63.33,27,70.37,45.88,57.35,26.759999999999998
close_to_close,v3_vix_agree,vix_open,1,both,0.6,14.020000457763672,13.039999961853027,0.047486,141,41.35,72,69,47.52,109,61.47,109,44.13,45,64,45.87,92,54.35,73,46.5,42,31,49.32,60,60.0,45.87,54.35,45.315
close_to_close,v3_vix_gate,vix_ret5,1,upper,0.7,5.92857088361469,,0.017589,103,30.21,41,62,45.63,84,55.95,48,19.43,21,27,45.83,37,59.46,48,30.57,24,24,52.08,43,58.14,45.83,58.14,25.0
close_to_close,vix_direct,vix_z20,1,both,0.9,1.7522320763577903,-1.6174536113766127,0.033601,69,20.23,35,34,40.58,50,56.0,39,15.79,15,24,46.15,32,56.25,24,15.29,16,8,45.83,21,52.38,45.83,52.38,15.54
close_to_close,v3_vix_gate,vix_close,1,both,0.8,15.199999809265137,11.789999961853027,0.042152,138,40.47,72,66,44.93,110,56.36,142,57.49,76,66,45.77,112,58.04,90,57.32,45,45,47.78,73,58.9,45.77,58.04,57.405
close_to_close,v3_vix_agree,vix_open,1,lower,0.7,,12.510000228881836,0.047486,50,14.66,0,50,48.0,42,57.14,59,23.89,0,59,45.76,50,54.0,26,16.56,0,26,53.85,22,63.64,45.76,54.0,20.225
close_to_close,v3_vix_agree,vix_low,1,upper,0.8,14.18000030517578,,0.042187,34,9.97,34,0,55.88,25,76.0,35,14.17,35,0,54.29,29,65.52,35,22.29,35,0,45.71,28,57.14,45.71,57.14,18.23
close_to_close,v3_vix_agree,vix_open,1,upper,0.8,15.170000076293944,,0.047486,37,10.85,37,0,56.76,28,75.0,32,12.96,32,0,56.25,28,64.29,35,22.29,35,0,45.71,28,57.14,45.71,57.14,17.625
close_to_close,v3_vix_agree,vix_z20,1,lower,0.6,,-0.33229043338582515,0.033601,57,16.72,0,57,35.09,37,54.05,70,28.34,0,70,45.71,55,58.18,42,26.75,0,42,50.0,37,56.76,45.71,56.76,27.545
close_to_close,v3_vix_agree,vix_low,1,lower,0.7,,11.539999961853027,0.042187,50,14.66,0,50,44.0,43,51.16,46,18.62,0,46,45.65,37,56.76,25,15.92,0,25,60.0,21,71.43,45.65,56.76,17.27
close_to_close,v3_vix_agree,vix_z20,1,both,0.6,0.42072994589455015,-0.33229043338582515,0.033601,118,34.6,61,57,41.53,84,58.33,103,41.7,33,70,45.63,79,59.49,73,46.5,31,42,54.79,65,61.54,45.63,59.49,44.1
close_to_close,v3_vix_gate,vix_open,1,both,0.9,16.100000381469727,11.140000343322754,0.047486,71,20.82,42,29,52.11,56,66.07,90,36.44,48,42,50.0,73,61.64,68,43.31,37,31,45.59,56,55.36,45.59,55.36,39.875
close_to_close,v3_vix_gate,vix_open,1,lower,0.8,,11.760000228881836,0.047486,69,20.23,37,32,55.07,59,64.41,79,31.98,38,41,45.57,60,60.0,24,15.29,10,14,50.0,19,63.16,45.57,60.0,23.634999999999998
close_to_close,v3_vix_gate,vix_z20,1,both,0.7,0.8988486260752337,-0.6536074806758934,0.033601,206,60.41,112,94,41.75,154,55.84,167,67.61,81,86,45.51,132,57.58,112,71.34,58,54,48.21,90,60.0,45.51,57.58,69.475
close_to_close,v3_vix_agree,vix_z20,1,upper,0.6,0.42072994589455015,,0.033601,61,17.89,61,0,47.54,47,61.7,33,13.36,33,0,45.45,24,62.5,31,19.75,31,0,61.29,28,67.86,45.45,62.5,16.555
close_to_close,v3_vix_gate,vix_ret20,1,both,0.925,26.756955142680884,-21.30469953339787,0.028539,52,15.25,30,22,48.08,40,62.5,33,13.36,16,17,45.45,25,60.0,51,32.48,30,21,54.9,47,59.57,45.45,59.57,22.919999999999998
close_to_close,v3_vix_gate,vix_ret5,1,upper,0.6,3.228776963733271,,0.017589,137,40.18,63,74,47.45,109,59.63,77,31.17,36,41,45.45,60,58.33,58,36.94,31,27,50.0,50,58.0,45.45,58.0,34.055
close_to_close,v3_vix_gate,vix_z20,1,both,0.85,1.440997075065655,-1.2878419512536217,0.033601,104,30.5,54,50,44.23,78,58.97,88,35.63,44,44,45.45,69,57.97,54,34.39,27,27,55.56,46,65.22,45.45,57.97,35.010000000000005
close_to_close,vix_direct,vix_close,1,upper,0.925,16.645000457763672,,0.042152,26,7.62,26,0,57.69,21,71.43,35,14.17,35,0,51.43,31,58.06,55,35.03,55,0,45.45,47,53.19,45.45,53.19,24.6
close_to_close,v3_vix_gate,vix_ret5,1,both,0.8,8.864699640414342,-7.251631637173884,0.017589,137,40.18,73,64,45.26,105,59.05,70,28.34,38,32,45.71,53,60.38,77,49.04,41,36,45.45,66,53.03,45.45,53.03,38.69
close_to_close,vix_direct,vix_z20,1,upper,0.7,0.8988486260752337,,0.033601,103,30.21,103,0,49.51,82,62.2,54,21.86,54,0,50.0,45,60.0,44,28.03,44,0,45.45,39,51.28,45.45,51.28,24.945
close_to_close,v3_vix_agree,vix_range_mean20,1,both,0.7,13.171467444227357,10.051059140183757,0.030463,104,30.5,51,53,42.31,76,57.89,108,43.72,0,108,45.37,91,53.85,50,31.85,18,32,60.0,44,68.18,45.37,53.85,37.785
close_to_close,v3_vix_gate,vix_open,1,upper,0.7,14.43000030517578,,0.047486,105,30.79,56,49,47.62,81,61.73,75,30.36,40,35,45.33,59,57.63,71,45.22,37,34,47.89,60,56.67,45.33,56.67,37.79
close_to_close,v3_vix_gate,vix_close,1,upper,0.6,14.039999961853027,,0.042152,137,40.18,67,70,44.53,104,58.65,83,33.6,42,41,46.99,67,58.21,75,47.77,39,36,45.33,64,53.12,45.33,53.12,40.685
close_to_close,v3_vix_agree,vix_range_mean20,1,both,0.6,12.054436544143247,10.683494902894452,0.030463,139,40.76,68,71,40.29,104,53.85,117,47.37,3,114,45.3,98,54.08,74,47.13,25,49,56.76,64,65.62,45.3,54.08,47.25
close_to_close,v3_vix_gate,vix_z20,1,lower,0.8,,-1.070259280510736,0.033601,68,19.94,46,22,42.65,46,63.04,81,32.79,41,40,46.91,63,60.32,42,26.75,21,21,45.24,31,61.29,45.24,60.32,29.77
close_to_close,v3_vix_gate,vix_low,1,both,0.7,13.619999885559082,11.539999961853027,0.042187,207,60.7,109,98,46.86,165,58.79,180,72.87,94,86,45.0,136,59.56,108,68.79,52,56,47.22,87,58.62,45.0,58.62,70.83000000000001
close_to_close,v3_vix_gate,vix_open,1,upper,0.9,16.100000381469727,,0.047486,35,10.26,21,14,51.43,26,69.23,41,16.6,22,19,48.78,36,55.56,60,38.22,32,28,45.0,50,54.0,45.0,54.0,27.41
close_to_close,v3_vix_agree,vix_ret5,1,lower,0.75,,-5.608287865806916,0.017589,32,9.38,0,32,37.5,19,63.16,25,10.12,0,25,48.0,18,66.67,20,12.74,0,20,45.0,18,50.0,45.0,50.0,11.43
close_to_close,vix_direct,vix_z20,1,both,0.75,1.0699814120586424,-0.8225159968520314,0.033601,172,50.44,86,86,41.28,130,54.62,149,60.32,48,101,44.97,120,55.83,102,64.97,40,62,46.08,82,57.32,44.97,55.83,62.644999999999996
close_to_close,v3_vix_gate,vix_z20,1,both,0.75,1.0699814120586424,-0.8225159968520314,0.033601,172,50.44,92,80,42.44,130,56.15,149,60.32,71,78,44.97,120,55.83,102,64.97,53,49,49.02,82,60.98,44.97,55.83,62.644999999999996
close_to_close,v3_vix_gate,vix_high,1,both,0.8,15.729999542236328,12.279999732971191,0.032041,139,40.76,75,64,47.48,112,58.93,147,59.51,74,73,44.9,116,56.9,95,60.51,47,48,48.42,78,58.97,44.9,56.9,60.01
close_to_close,v3_vix_agree,vix_low,1,upper,0.6,13.119999885559082,,0.042187,72,21.11,72,0,51.39,56,66.07,49,19.84,49,0,44.9,40,55.0,42,26.75,42,0,52.38,34,64.71,44.9,55.0,23.295
close_to_close,v3_vix_gate,vix_ret5,1,both,0.7,5.92857088361469,-4.470744927484071,0.017589,206,60.41,102,104,45.15,158,58.86,127,51.42,65,62,44.88,99,57.58,103,65.61,57,46,47.57,87,56.32,44.88,56.32,58.515
close_to_close,v3_vix_gate,vix_close,1,both,0.6,14.039999961853027,13.039999961853027,0.042152,274,80.35,138,136,45.99,210,60.0,214,86.64,110,104,44.86,167,57.49,129,82.17,66,63,45.74,105,56.19,44.86,56.19,84.405
close_to_close,v3_vix_gate,vix_open,1,upper,0.6,14.020000457763672,,0.047486,137,40.18,72,65,47.45,106,61.32,87,35.22,45,42,44.83,70,55.71,77,49.04,42,35,46.75,64,56.25,44.83,55.71,42.129999999999995
close_to_close,vix_direct,vix_ret20,1,both,0.75,10.6896499107624,-8.673835517498219,0.028539,172,50.44,86,86,38.95,127,52.76,143,57.89,48,95,44.76,116,55.17,104,66.24,43,61,46.15,88,54.55,44.76,54.55,62.065
close_to_close,v3_vix_agree,vix_high,1,both,0.9,16.860000610351562,11.529999732971191,0.032041,34,9.97,19,15,55.88,25,76.0,45,18.22,23,22,48.89,37,59.46,38,24.2,34,4,44.74,30,56.67,44.74,56.67,21.21
close_to_close,v3_vix_gate,vix_z20,1,upper,0.8,1.2354010705169314,,0.033601,69,20.23,28,41,43.48,56,53.57,38,15.38,18,20,44.74,34,50.0,32,20.38,16,16,65.62,30,70.0,44.74,50.0,17.88
close_to_close,vix_direct,vix_range_mean20,1,both,0.85,15.434330244593871,8.526325847320896,0.030463,104,30.5,52,52,38.46,72,55.56,85,34.41,0,85,44.71,68,55.88,30,19.11,14,16,60.0,27,66.67,44.71,55.88,26.759999999999998
close_to_close,v3_vix_gate,vix_z5,-1,both,0.85,1.1657604156508345,-1.3089022768038188,-0.019482,104,30.5,51,53,48.08,81,61.73,81,32.79,42,39,45.68,65,56.92,47,29.94,25,22,44.68,39,53.85,44.68,53.85,31.365000000000002
close_to_close,v3_vix_agree,vix_ret5,1,both,0.7,5.92857088361469,-4.470744927484071,0.017589,83,24.34,41,42,45.78,60,63.33,56,22.67,21,35,44.64,41,60.98,46,29.3,24,22,54.35,43,58.14,44.64,58.14,25.985
close_to_close,v3_vix_gate,vix_ret20,1,both,0.6,4.613933864391639,-2.208480624909437,0.028539,274,80.35,143,131,43.07,208,56.73,224,90.69,115,109,44.64,177,56.5,135,85.99,69,66,52.59,112,63.39,44.64,56.5,88.34
close_to_close,v3_vix_gate,vix_ret20,1,both,0.9,20.6870225895591,-17.819707309296962,0.028539,70,20.53,39,31,47.14,54,61.11,65,26.32,36,29,44.62,49,59.18,64,40.76,38,26,51.56,56,58.93,44.62,58.93,33.54
close_to_close,vix_direct,vix_high,1,both,0.925,18.494999885559082,11.375,0.032041,52,15.25,26,26,50.0,43,60.47,65,26.32,21,44,44.62,53,54.72,54,34.39,46,8,48.15,45,57.78,44.62,54.72,30.355
close_to_close,v3_vix_gate,vix_high,1,upper,0.85,16.260000228881836,,0.032041,52,15.25,29,23,48.08,40,62.5,50,20.24,28,22,46.0,43,53.49,65,41.4,34,31,44.62,54,53.7,44.62,53.49,30.82
close_to_close,v3_vix_gate,vix_high,1,upper,0.6,14.550000190734863,,0.032041,138,40.47,71,67,43.48,104,57.69,83,33.6,43,40,44.58,66,56.06,77,49.04,42,35,49.35,66,57.58,44.58,56.06,41.32
close_to_close,v3_vix_gate,vix_low,1,both,0.85,14.649999618530272,10.649999618530272,0.042187,104,30.5,51,53,46.15,85,56.47,108,43.72,59,49,50.0,87,62.07,83,52.87,46,37,44.58,67,55.22,44.58,55.22,48.295
close_to_close,v3_vix_agree,vix_ret5,1,upper,0.6,3.228776963733271,,0.017589,63,18.48,63,0,55.56,48,72.92,36,14.57,36,0,44.44,26,61.54,31,19.75,31,0,54.84,28,60.71,44.44,60.71,17.16
close_to_close,v3_vix_gate,vix_ret5,1,upper,0.75,7.060901995780244,,0.017589,86,25.22,35,51,46.51,70,57.14,36,14.57,18,18,44.44,27,59.26,43,27.39,22,21,53.49,38,60.53,44.44,59.26,20.98
close_to_close,v3_vix_gate,vix_low,1,lower,0.8,,10.949999809265137,0.042187,69,20.23,36,33,47.83,58,56.9,79,31.98,40,39,45.57,59,61.02,27,17.2,13,14,44.44,21,57.14,44.44,57.14,24.59
close_to_close,v3_vix_agree,vix_close,1,upper,0.75,14.630000114440918,,0.042152,42,12.32,42,0,59.52,34,73.53,38,15.38,38,0,52.63,32,62.5,36,22.93,36,0,44.44,29,55.17,44.44,55.17,19.155
close_to_close,v3_vix_agree,vix_high,1,upper,0.8,15.729999542236328,,0.032041,38,11.14,38,0,50.0,28,67.86,32,12.96,32,0,56.25,28,64.29,36,22.93,36,0,44.44,29,55.17,44.44,55.17,17.945
close_to_close,v3_vix_gate,vix_ret3,-1,upper,0.7,3.2077029963039045,,-0.040342,103,30.21,63,40,40.78,74,56.76,84,34.01,49,35,47.62,66,60.61,54,34.39,33,21,44.44,44,54.55,44.44,54.55,34.2
close_to_close,v3_vix_agree,vix_open,1,upper,0.6,14.020000457763672,,0.047486,72,21.11,72,0,52.78,54,70.37,45,18.22,45,0,44.44,37,54.05,42,26.75,42,0,47.62,33,60.61,44.44,54.05,22.485
close_to_close,v3_vix_gate,vix_z5,-1,both,0.8,1.0598162756657932,-1.1814375069401377,-0.019482,138,40.47,69,69,48.55,108,62.04,96,38.87,51,45,44.79,77,55.84,54,34.39,27,27,44.44,45,53.33,44.44,53.33,36.629999999999995
close_to_close,v3_vix_agree,vix_ret3,-1,both,0.7,3.2077029963039045,-4.002760061198396,-0.040342,126,36.95,63,63,41.27,94,55.32,82,33.2,49,33,45.12,68,54.41,54,34.39,33,21,44.44,45,53.33,44.44,53.33,33.795
close_to_close,vix_direct,vix_ret5,1,upper,0.75,7.060901995780244,,0.017589,86,25.22,86,0,51.16,70,62.86,36,14.57,36,0,44.44,27,59.26,43,27.39,43,0,46.51,38,52.63,44.44,52.63,20.98
close_to_close,vix_direct,vix_high,1,upper,0.7,15.079999923706056,,0.032041,105,30.79,105,0,48.57,83,61.45,75,30.36,75,0,45.33,60,56.67,72,45.86,72,0,44.44,61,52.46,44.44,52.46,38.11
close_to_close,vix_direct,vix_z20,1,both,0.85,1.440997075065655,-1.2878419512536217,0.033601,104,30.5,52,52,41.35,78,55.13,88,35.63,25,63,45.45,69,57.97,54,34.39,26,28,44.44,46,52.17,44.44,52.17,35.010000000000005
close_to_close,vix_direct,vix_close,1,both,0.8,15.199999809265137,11.789999961853027,0.042152,138,40.47,69,69,44.93,110,56.36,142,57.49,58,84,44.37,112,56.25,90,57.32,66,24,45.56,73,56.16,44.37,56.16,57.405
close_to_close,v3_vix_gate,vix_ret5,1,both,0.75,7.060901995780244,-5.608287865806916,0.017589,172,50.44,89,83,46.51,130,61.54,97,39.27,54,43,44.33,73,58.9,92,58.6,51,41,46.74,77,55.84,44.33,55.84,48.935
close_to_close,v3_vix_gate,vix_z5,-1,upper,0.6,0.3988581416164078,,-0.019482,137,40.18,84,53,45.99,99,63.64,113,45.75,64,49,48.67,88,62.5,70,44.59,39,31,44.29,56,55.36,44.29,55.36,45.17
close_to_close,vix_direct,vix_open,1,upper,0.75,14.68000030517578,,0.047486,86,25.22,86,0,50.0,66,65.15,67,27.13,67,0,44.78,55,54.55,70,44.59,70,0,44.29,59,52.54,44.29,52.54,35.86
close_to_close,v3_vix_gate,vix_low,1,upper,0.6,13.119999885559082,,0.042187,138,40.47,72,66,42.75,105,56.19,104,42.11,49,55,44.23,84,54.76,76,48.41,42,34,50.0,64,59.38,44.23,54.76,45.26
close_to_close,vix_direct,vix_high,1,both,0.8,15.729999542236328,12.279999732971191,0.032041,139,40.76,70,69,43.88,112,54.46,147,59.51,59,88,44.22,116,56.03,95,60.51,68,27,46.32,78,56.41,44.22,56.03,60.01
close_to_close,v3_vix_gate,vix_ret5,1,both,0.9,12.622268646909806,-11.61340436460242,0.017589,70,20.53,35,35,41.43,53,54.72,33,13.36,15,18,48.48,26,61.54,43,27.39,24,19,44.19,37,51.35,44.19,51.35,20.375
close_to_close,v3_vix_agree,vix_low,1,upper,0.85,14.649999618530272,,0.042187,26,7.62,26,0,61.54,20,80.0,28,11.34,28,0,57.14,25,64.0,34,21.66,34,0,44.12,27,55.56,44.12,55.56,16.5
close_to_close,v3_vix_gate,vix_range_mean10,1,both,0.6,12.519561445508257,10.147546352673437,0.046729,274,80.35,143,131,45.99,209,60.29,206,83.4,105,101,45.15,166,56.02,102,64.97,52,50,44.12,83,54.22,44.12,54.22,74.185
close_to_close,vix_direct,vix_open,1,both,0.9,16.100000381469727,11.140000343322754,0.047486,71,20.82,35,36,50.7,56,64.29,90,36.44,41,49,44.44,73,54.79,68,43.31,60,8,44.12,56,53.57,44.12,53.57,39.875
close_to_close,v3_vix_gate,vix_ret3,-1,both,0.925,10.481389528870183,-11.669155198468992,-0.040342,52,15.25,28,24,44.23,42,54.76,24,9.72,14,10,58.33,21,66.67,34,21.66,21,13,44.12,31,48.39,44.12,48.39,15.690000000000001
close_to_close,v3_vix_gate,vix_ret3,-1,both,0.7,3.2077029963039045,-4.002760061198396,-0.040342,206,60.41,103,103,40.29,156,53.21,143,57.89,75,68,44.06,111,56.76,99,63.06,57,42,50.51,85,58.82,44.06,56.76,60.475
close_to_close,v3_vix_gate,vix_close,1,lower,0.8,,11.789999961853027,0.042152,69,20.23,36,33,50.72,56,62.5,84,34.01,44,40,44.05,62,59.68,24,15.29,10,14,54.17,18,72.22,44.05,59.68,24.65
close_to_close,v3_vix_gate,vix_high,1,both,0.75,15.5,12.710000038146973,0.032041,172,50.44,89,83,46.51,137,58.39,180,72.87,92,88,43.89,139,56.83,108,68.79,55,53,47.22,86,59.3,43.89,56.83,70.83000000000001
close_to_close,v3_vix_gate,vix_low,1,both,0.6,13.119999885559082,12.100000381469728,0.042187,275,80.65,142,133,44.36,212,57.55,228,92.31,114,114,43.86,179,55.87,132,84.08,65,67,47.73,108,58.33,43.86,55.87,88.195
close_to_close,vix_direct,vix_low,1,upper,0.9,15.239999771118164,,0.042187,35,10.26,35,0,57.14,27,74.07,41,16.6,41,0,46.34,36,52.78,57,36.31,57,0,43.86,47,53.19,43.86,52.78,26.455000000000002
close_to_close,v3_vix_agree,vix_ret5,1,both,0.6,3.228776963733271,-1.9254683992026123,0.017589,120,35.19,63,57,45.83,88,62.5,89,36.03,36,53,43.82,69,56.52,66,42.04,31,35,56.06,59,62.71,43.82,56.52,39.035
close_to_close,vix_direct,vix_ret20,1,both,0.8,12.952901359754708,-10.177937976960184,0.028539,138,40.47,69,69,39.13,103,52.43,128,51.82,45,83,43.75,104,53.85,96,61.15,42,54,45.83,81,54.32,43.75,53.85,56.485
close_to_close,v3_vix_agree,vix_open,1,upper,0.9,16.100000381469727,,0.047486,21,6.16,21,0,61.9,15,86.67,22,8.91,22,0,54.55,19,63.16,32,20.38,32,0,43.75,26,53.85,43.75,53.85,14.645
close_to_close,v3_vix_gate,vix_z20,1,both,0.6,0.42072994589455015,-0.33229043338582515,0.033601,274,80.35,141,133,44.16,206,58.74,206,83.4,98,108,43.69,164,54.88,139,88.54,71,68,48.2,114,58.77,43.69,54.88,85.97
close_to_close,v3_vix_gate,vix_ret5,1,both,0.6,3.228776963733271,-1.9254683992026123,0.017589,274,80.35,143,131,44.53,207,58.94,190,76.92,96,94,43.68,150,55.33,132,84.08,70,62,50.0,110,60.0,43.68,55.33,80.5
close_to_close,v3_vix_gate,vix_ret3,-1,upper,0.6,1.4014845399016762,,-0.040342,137,40.18,79,58,44.53,99,61.62,109,44.13,62,47,49.54,86,62.79,71,45.22,40,31,43.66,56,55.36,43.66,55.36,44.675
close_to_close,v3_vix_gate,vix_range_mean20,1,both,0.75,13.649613206376092,9.711884785106415,0.030463,172,50.44,86,86,43.02,129,57.36,181,73.28,90,91,43.65,142,55.63,64,40.76,32,32,54.69,53,66.04,43.65,55.63,57.019999999999996
close_to_close,v3_vix_gate,vix_range_mean10,1,lower,0.6,,10.147546352673437,0.046729,137,40.18,67,70,42.34,106,54.72,197,79.76,97,100,43.65,158,54.43,64,40.76,31,33,45.31,49,59.18,43.65,54.43,60.260000000000005
close_to_close,v3_vix_gate,vix_ret5,1,lower,0.7,,-4.470744927484071,0.017589,103,30.21,61,42,44.66,74,62.16,79,31.98,44,35,44.3,62,56.45,55,35.03,33,22,43.64,44,54.55,43.64,54.55,33.505
close_to_close,vix_direct,vix_open,1,upper,0.925,16.645000457763672,,0.047486,26,7.62,26,0,57.69,21,71.43,35,14.17,35,0,48.57,31,54.84,55,35.03,55,0,43.64,45,53.33,43.64,53.33,24.6
close_to_close,v3_vix_gate,vix_close,1,both,0.7,14.449999809265137,12.550000190734863,0.042152,206,60.41,106,100,47.09,161,60.25,195,78.95,102,93,43.59,152,55.92,113,71.97,58,55,46.02,90,57.78,43.59,55.92,75.46000000000001
close_to_close,v3_vix_gate,vix_low,1,lower,0.6,,12.100000381469728,0.042187,137,40.18,70,67,45.99,107,58.88,124,50.2,65,59,43.55,95,56.84,56,35.67,23,33,44.64,44,56.82,43.55,56.82,42.935
close_to_close,v3_vix_gate,vix_close,1,both,0.925,16.645000457763672,10.984999656677246,0.042152,52,15.25,29,23,55.77,44,65.91,82,33.2,46,36,47.56,66,59.09,62,39.49,36,26,43.55,52,51.92,43.55,51.92,36.345
close_to_close,v3_vix_gate,vix_close,1,lower,0.6,,13.039999961853027,0.042152,137,40.18,71,66,47.45,106,61.32,131,53.04,68,63,43.51,100,57.0,54,34.39,27,27,46.3,41,60.98,43.51,57.0,43.715
close_to_close,v3_vix_gate,vix_ret3,-1,both,0.9,9.217875160299883,-10.44913253223525,-0.040342,70,20.53,36,34,41.43,54,53.7,29,11.74,17,12,55.17,26,61.54,46,29.3,29,17,43.48,41,48.78,43.48,48.78,20.52
