date,timestamp,bar_index,open,high,low,close,volume,minute_count,first_timestamp,last_timestamp
2022-12-08,2022-12-08T10:35:00,8,18593.1992,18593.5,18574.5996,18579.1992,,10,2022-12-08 10:35:00,2022-12-08 10:44:00
2022-12-08,2022-12-08T10:45:00,9,18578.9492,18585.8496,18566.5508,18575.3008,,10,2022-12-08 10:45:00,2022-12-08 10:54:00
2022-12-08,2022-12-08T10:55:00,10,18575.6504,18584.6992,18570.5508,18574.3496,,10,2022-12-08 10:55:00,2022-12-08 11:04:00
2022-12-08,2022-12-08T11:05:00,11,18574.5508,18580.9492,18572.4492,18576.6992,,10,2022-12-08 11:05:00,2022-12-08 11:14:00
2022-12-08,2022-12-08T11:15:00,12,18577.3496,18587.9004,18571.5,18583.1992,,10,2022-12-08 11:15:00,2022-12-08 11:24:00
2022-12-08,2022-12-08T11:25:00,13,18583.3496,18588.8496,18576.9004,18578.3008,,10,2022-12-08 11:25:00,2022-12-08 11:34:00
2022-12-08,2022-12-08T11:35:00,14,18578.5996,18582.4492,18570.0,18572.1504,,10,2022-12-08 11:35:00,2022-12-08 11:44:00
2022-12-08,2022-12-08T11:45:00,15,18572.6992,18587.0,18571.6992,18576.4004,,10,2022-12-08 11:45:00,2022-12-08 11:54:00
2022-12-08,2022-12-08T11:55:00,16,18576.3496,18581.0996,18568.4004,18580.4492,,10,2022-12-08 11:55:00,2022-12-08 12:04:00
2022-12-08,2022-12-08T12:05:00,17,18581.5508,18585.5996,18577.5,18579.6992,,10,2022-12-08 12:05:00,2022-12-08 12:14:00
2022-12-08,2022-12-08T12:15:00,18,18579.5996,18595.8496,18568.6992,18573.9492,,10,2022-12-08 12:15:00,2022-12-08 12:24:00
