date,ClientType,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
2024-04-05,DII,37069,47490,88035,2281024,0,46037,0,0,48,147,99443,0,171336,2427957
2024-04-05,FII,102506,137696,1664391,1493080,941307,1234691,797052,995918,68687,72975,88450,56118,4084557,3568314
2024-04-05,Pro,52495,35557,521122,181541,1630416,1624733,1215514,1654341,379814,449035,695489,308258,4657615,4090700
2024-04-05,TOTAL,409436,409436,4162638,4162638,6347768,7569039,6347768,7569039,1569301,950487,1569301,950487,21008669,21008669
2024-04-08,Client,222675,200613,1890446,200244,4162661,5450708,4299932,5399570,1186052,476543,721555,611994,13389084,11433908
2024-04-08,DII,37991,50990,85371,2285405,0,46037,0,0,48,147,117914,0,169594,2454309
2024-04-08,FII,112855,136491,1654562,1475978,1040061,1237367,968513,1155916,73494,77426,94401,63353,4195765,3894652
2024-04-08,Pro,51164,36591,524647,193399,1609011,1717286,1543288,1895912,404876,468460,730600,347229,4775444,4747019
2024-04-08,TOTAL,424685,424685,4155026,4155026,6811733,8451397,6811733,8451397,1664470,1022576,1664470,1022576,22529887,22529887
2024-04-09,Client,226596,222375,1907477,207333,4584812,5167049,4696946,5283868,1248946,501403,754484,634435,13636282,11799441
2024-04-09,DII,37089,53234,85216,2289145,24,46051,0,0,92,87,120389,0,168559,2462768
2024-04-09,FII,133230,129207,1663791,1471570,1173761,1411672,934312,1167826,76758,82907,103836,66553,4542119,3873304
2024-04-09,Pro,49295,41394,518852,207288,1575592,1586264,1702931,1759342,421570,484309,768657,367718,4635882,4847330
2024-04-09,TOTAL,446210,446210,4175336,4175336,7334189,8211035,7334189,8211035,1747366,1068706,1747366,1068706,22982842,22982842
2024-04-10,Client,217475,233563,1874985,219834,2199113,2660327,2429688,2915283,1299184,533742,793432,646362,8784825,7238162
2024-04-10,DII,36919,56340,86010,2275792,0,51047,0,0,92,87,131081,0,174155,2463213
2024-04-10,FII,174756,123474,1684471,1445169,520337,668388,378248,482898,83387,87924,114661,73076,3219263,2617526
2024-04-10,Pro,34342,50115,512297,216968,987004,1066429,898518,1048010,445572,486030,789061,388345,3531674,3391017
2024-04-10,TOTAL,463492,463492,4157763,4157763,3706454,4446190,3706454,4446190,1828235,1107783,1828235,1107783,15709917,15709917
2024-04-12,Client,224162,220348,1945216,211834,4603622,3246367,4572489,3678976,1532652,526812,877636,684569,12078830,10245852
2024-04-12,DII,36919,53540,86394,2313813,0,50447,0,0,92,87,134754,0,173939,2502107
2024-04-12,FII,158405,124957,1643995,1493222,885513,945747,843926,786727,86368,96068,126379,77370,3816096,3452581
2024-04-12,Pro,28290,48931,564228,220964,1394318,1381953,1467038,1158811,463207,545016,943550,406044,4377012,4245338
2024-04-12,TOTAL,447776,447776,4239833,4239833,6883453,5624513,6883453,5624513,2082319,1167983,2082319,1167983,20445877,20445877
2024-04-15,Client,252885,208784,1963335,214452,6258020,3616332,5754432,3856819,1634133,503512,910411,686050,14228216,11630948
2024-04-15,DII,35086,53870,85779,2338917,0,47559,0,0,78,87,145479,0,168589,2538266
2024-04-15,FII,138553,143560,1657154,1491791,1143574,1127796,1247948,1049215,84018,100634,124010,78588,4251729,4135112
2024-04-15,Pro,35978,56288,582370,243478,1707024,1458062,2106238,1343715,467787,566705,1006116,406300,4817926,5162135
2024-04-15,TOTAL,462502,462502,4288638,4288638,9108618,6249748,9108618,6249748,2186016,1170938,2186016,1170938,23466460,23466460
2024-04-16,Client,267164,185350,1990979,221631,3834418,2582079,3895870,2988977,1708509,502595,947817,702949,10885743,8942594
2024-04-16,DII,35086,54267,89770,2341304,0,43025,0,0,78,87,151319,0,168046,2546890
2024-04-16,FII,125923,162314,1634803,1516902,828645,919998,720957,662563,86360,110013,124968,80275,3705742,3267979
2024-04-16,Pro,30442,56684,621884,257599,1189939,1095078,1236175,988640,480074,588554,1050917,418025,4005971,4008040
2024-04-16,TOTAL,458615,458615,4337436,4337436,5853002,4640179,5853002,4640179,2275021,1201249,2275021,1201249,18765502,18765502
2024-04-18,Client,313344,181466,2008184,215335,3539439,2248483,3669414,2840147,1776766,488750,971455,713580,10374965,8591397
2024-04-18,DII,34833,54767,95452,2346040,0,49775,0,0,136,150,167906,0,180346,2568713
2024-04-18,FII,99564,207050,1653985,1592125,831834,984380,606357,634617,90239,118170,126287,83765,3778172,3250201
2024-04-18,Pro,56991,61449,683001,287122,1260303,1203563,1355805,1011437,495247,613910,1096740,423635,4313015,4236188
2024-04-18,TOTAL,504732,504732,4440622,4440622,5631576,4486200,5631576,4486200,2362388,1220980,2362388,1220980,18646498,18646498
2024-04-19,Client,290747,167098,1979713,214300,3623771,3336657,3942067,3784520,1689052,501881,953324,699698,11421820,9761007
2024-04-19,DII,34408,54369,97045,2334615,0,53941,0,0,107,87,169427,0,185588,2558411
2024-04-19,FII,124179,227211,1673940,1558334,1067630,1266032,785878,845876,90499,113074,125739,84480,4335354,3627518
2024-04-19,Pro,41635,42291,670003,313452,1378492,1445172,1341948,1471406,498950,579481,1030118,410345,4613733,4609560
2024-04-19,TOTAL,490969,490969,4420701,4420701,6069893,6101801,6069893,6101801,2278608,1194523,2278608,1194523,20556495,20556495
2024-04-22,Client,294233,167897,1971217,211099,4350497,4579545,4591514,4843240,1608687,529448,935439,696624,13333626,11445813
2024-04-22,DII,33959,55762,101730,2353543,0,59662,0,0,126,0,168112,0,195477,2577417
2024-04-22,FII,116259,225192,1719748,1562809,1186449,1309047,958034,994819,92721,110257,116954,82547,4534481,3940355
2024-04-22,Pro,51452,47052,636290,301534,1484383,1617115,1471781,1727310,508444,569160,989473,429694,4866844,4966844
2024-04-22,TOTAL,495903,495903,4428985,4428985,7021329,7565368,7021329,7565368,2209978,1208865,2209978,1208865,22930428,22930428
2024-04-23,Client,301502,173447,1977130,213001,5069729,4576545,5057926,4912812,1522255,523002,902086,688682,13970162,11947954
2024-04-23,DII,33949,55747,109457,2369768,0,65742,0,0,136,0,167340,0,209284,2592855
2024-04-23,FII,119088,228043,1708155,1517828,1248939,1351477,1105200,987649,78971,104805,104863,74790,4611435,4018373
2024-04-23,Pro,52392,49694,604722,298867,1418489,1534846,1574031,1628149,535648,581341,962721,445676,4727438,4959138
2024-04-23,TOTAL,506931,506931,4399464,4399464,7737157,7528609,7737157,7528609,2137010,1209148,2137010,1209148,23518319,23518319
2024-04-24,Client,284383,154440,1973261,220201,3508951,3336755,3708979,3771940,1332215,502166,840932,677559,10937730,9374051
2024-04-24,DII,38096,54897,119306,2382916,0,71894,0,0,214,0,160267,0,229510,2598080
2024-04-24,FII,105760,230153,1720531,1484073,875386,1037442,633080,662598,61248,95382,85556,60838,3895749,3156298
2024-04-24,Pro,53312,42061,591122,317030,1084215,1094844,1126493,1106397,560040,601192,866962,460343,3984725,3919286
2024-04-24,TOTAL,481551,481551,4404220,4404220,5468552,5540934,5468552,5540934,1953717,1198740,1953717,1198740,19047714,19047714
2024-04-25,Client,240078,169431,1880880,200713,2350609,2806394,2700489,3228203,633072,278569,431555,437759,8189601,7168150
2024-04-25,DII,37997,51219,85993,2371893,100,72141,0,0,267,0,0,0,196498,2423112
2024-04-25,FII,93833,147355,1731484,1408899,678707,901922,422214,554486,7617,16457,15660,14408,3430020,2563022
2024-04-25,Pro,40808,44711,466766,183618,1133230,1288781,1039943,1286549,218519,339039,412260,181898,3487143,3148979
2024-04-25,TOTAL,412716,412716,4165123,4165123,4162646,5069237,4162646,5069237,859475,634065,859475,634065,15303262,15303262
2024-04-26,Client,390292,239336,2289175,234236,5834939,4395432,6228722,5532679,970550,382833,641143,617065,14263221,13493181
2024-04-26,DII,63364,102432,104510,2879429,696,157746,0,0,134,0,21358,0,326450,3003219
2024-04-26,FII,116391,215468,1976109,1633779,1318039,1737493,935063,1075326,33531,53497,47125,36343,5235060,3943104
2024-04-26,Pro,51426,64237,598324,220674,2061386,2164347,2051275,1847013,349541,500182,644130,283104,5725206,5110433
2024-04-26,TOTAL,621473,621473,4968118,4968118,9215060,8455018,9215060,8455018,1353756,936512,1353756,936512,25549937,25549937
2024-04-29,Client,397453,293392,2289902,236615,5545670,7422648,6225819,7993292,1077148,426665,716100,664267,17159486,16129485
2024-04-29,DII,63021,102465,103591,2884709,718,199216,0,0,87,0,42153,0,366633,3029327
2024-04-29,FII,153681,199665,2003084,1665679,1543233,2116981,1105447,1483871,43888,64317,58256,42346,5925184,4555264
2024-04-29,Pro,51816,70449,609995,219569,2377661,3000937,2136016,3262619,400866,535882,705480,320251,6977157,6714384
2024-04-29,TOTAL,665971,665971,5006572,5006572,9467282,12739782,9467282,12739782,1521989,1026864,1521989,1026864,30428460,30428460
2024-04-30,Client,365401,314933,2252062,238578,4901747,4709994,5477939,5697314,1132434,455265,767084,698979,13816903,13194827
2024-04-30,DII,62497,102572,101566,2895233,1518,199249,0,0,86,0,54558,0,364916,3052363
2024-04-30,FII,201097,184671,2103311,1676399,1305267,1835752,768143,1053033,50421,70984,67330,47181,5566832,3796757
2024-04-30,Pro,49181,76000,590021,236750,1763450,1871565,1725900,1866213,439459,562221,733428,342310,5275897,4980601
2024-04-30,TOTAL,678176,678176,5046960,5046960,7971982,8616560,7971982,8616560,1622400,1088470,1622400,1088470,25024548,25024548
2024-05-02,Client,360641,321595,2267979,259964,4181197,3947572,4565459,4834755,1262200,513422,830727,744119,12533011,11556619
2024-05-02,DII,62597,102642,95173,2932295,1678,204337,0,0,150,0,108174,0,363935,3143111
2024-05-02,FII,214437,188822,2154520,1663893,1074551,1379918,662305,705324,63167,89218,83699,55862,4975811,3359905
2024-05-02,Pro,48085,72701,588546,250066,1758115,1904258,1787777,1896006,502042,591342,804959,394001,5392388,5205510
2024-05-02,TOTAL,685760,685760,5106218,5106218,7015541,7436085,7015541,7436085,1827559,1193982,1827559,1193982,23265145,23265145
2024-05-03,Client,373547,271463,2325170,239288,6758983,4307395,6926867,5536853,1461055,496700,885082,794662,15722850,14654215
2024-05-03,DII,62597,102878,93392,2959942,2078,192243,0,0,140,0,153115,0,350450,3215935
2024-05-03,FII,161677,208396,2054967,1679828,1542542,1612735,1222722,961518,81648,107228,95202,64258,5560797,4231924
2024-05-03,Pro,53818,68902,647021,241492,2290789,2352226,2444803,1966228,523036,671260,932480,416268,6538150,6070173
2024-05-03,TOTAL,651639,651639,5120550,5120550,10594392,8464599,10594392,8464599,2065879,1275188,2065879,1275188,28172247,28172247
2024-05-06,Client,386459,293334,2321077,239578,8026534,5164241,8111350,6272860,1561763,508397,936468,823099,17968471,16676689
2024-05-06,DII,62456,103496,89390,2979419,2078,201066,0,0,313,174,169893,0,355477,3252808
2024-05-06,FII,175857,210895,2082915,1696377,1672117,1640980,1393515,1056602,96784,128479,107328,69476,5797132,4534193
2024-05-06,Pro,55592,72639,669703,247711,2602351,2495115,2798215,2171940,550304,700691,995475,445166,7073756,6731146
2024-05-06,TOTAL,680364,680364,5163085,5163085,12303080,9501402,12303080,9501402,2209164,1337741,2209164,1337741,31194836,31194836
2024-05-07,Client,397731,274209,2297169,238170,9461618,5064610,9207802,6218931,1683930,493356,982914,844407,19398414,17766433
2024-05-07,DII,66512,103078,96227,2986575,2078,208262,0,0,349,322,195691,0,373750,3285344
2024-05-07,FII,163876,228594,2102826,1716152,1929256,1854636,1678582,1170295,111031,141748,119539,77464,6303373,4990626
2024-05-07,Pro,53015,75253,692240,247565,2751701,2533272,3258269,2271554,566539,744543,1063705,458098,7341310,7374444
2024-05-07,TOTAL,681134,681134,5188462,5188462,14144653,9660780,14144653,9660780,2361849,1379969,2361849,1379969,33416847,33416847
2024-05-08,Client,431018,267123,2310644,240722,7249996,4515823,7293982,5529332,1736783,529876,1020910,862403,16774140,15214472
2024-05-08,DII,66455,101868,106161,3023623,2078,205422,0,0,306,148,206048,0,380570,3331539
2024-05-08,FII,152860,244108,2094189,1710195,1497195,1641664,1262975,1070865,115075,142747,126551,81465,5643730,4496159
2024-05-08,Pro,52954,90188,713129,249583,2203897,2168267,2396209,1930979,582588,747347,1081243,476250,6468182,6224452
2024-05-08,TOTAL,703287,703287,5224123,5224123,10953166,8531176,10953166,8531176,2434752,1420118,2434752,1420118,29266622,29266622
2024-05-09,Client,509673,295231,2340717,248450,5802476,3378003,5539929,4430584,1911986,513762,1059552,882542,14456617,12456288
2024-05-09,DII,72899,100701,113922,3048527,2304,197092,0,0,517,148,219647,0,386882,3368875
2024-05-09,FII,150955,307817,2080569,1745941,1006214,1318799,950979,790446,111948,139897,138130,86879,4808382,4020192
2024-05-09,Pro,83083,112861,765030,257320,2136707,2120019,2456793,1792883,564041,788661,1171163,473047,6457541,6264067
2024-05-09,TOTAL,816610,816610,5300238,5300238,8947701,7013913,8947701,7013913,2588492,1442468,2588492,1442468,26109422,26109422
2024-05-10,Client,498810,268736,2322839,242145,6856531,4357649,6693614,5313385,1919475,544309,1088130,893432,16499613,14499442
2024-05-10,DII,73143,102701,119168,3047643,2078,205283,0,0,386,148,221872,0,400206,3372216
2024-05-10,FII,171136,330010,2086359,1722680,1257504,1547332,1249827,1083290,111325,142845,141612,90717,5316501,4618136
2024-05-10,Pro,67579,109221,740990,256888,2156310,2247539,2328982,1961128,586299,791180,1165871,494333,6589897,6316423
2024-05-10,TOTAL,810668,810668,5269356,5269356,10272423,8357803,10272423,8357803,2617485,1478482,2617485,1478482,28806217,28806217
2024-05-13,Client,498301,250160,2322681,233701,6964696,5670605,6933252,6276643,1943934,562457,1104780,899353,17962674,15697889
2024-05-13,DII,76687,102084,134526,3070895,2078,199169,0,0,386,148,235803,0,412994,3408782
2024-05-13,FII,187660,361361,2087699,1706825,1314150,1608992,1328729,1274097,116063,146332,143120,93356,5460896,4907488
2024-05-13,Pro,63571,112614,730237,263722,2163476,2279547,2182419,2207573,600752,788395,1177432,504623,6625978,6448383
2024-05-13,TOTAL,826219,826219,5275143,5275143,10444400,9758313,10444400,9758313,2661135,1497332,2661135,1497332,30462542,30462542
2024-05-14,Client,512031,241298,2345215,237245,7174425,6112281,7263873,6792162,1942092,602634,1131388,919741,18688678,16585707
2024-05-14,DII,76668,102036,142941,3072869,2078,202729,0,0,386,148,242249,0,424950,3417154
2024-05-14,FII,166242,379466,2053382,1685365,1506844,1601985,1341945,1127189,122406,152075,148820,96215,5602934,4779000
2024-05-14,Pro,65246,97387,725509,271568,2243694,2277780,2321223,2275424,614523,779214,1156950,518115,6705966,6640667
2024-05-14,TOTAL,820187,820187,5267047,5267047,10927041,10194775,10927041,10194775,2679407,1534071,2679407,1534071,31422528,31422528
2024-05-15,Client,521444,237879,2358354,245312,6330014,4956492,6456899,5791092,2035664,620720,1170361,946850,16822688,14848393
2024-05-15,DII,76887,101833,143057,3051861,2078,202729,0,0,250,148,245539,0,425149,3399233
2024-05-15,FII,150948,396280,2039531,1708980,1293160,1425736,1164167,981172,124147,151360,157476,97723,5184882,4505798
2024-05-15,Pro,75413,88700,742782,277571,2158496,2154648,2162682,1967341,612028,789085,1198713,516740,6532452,6211747
2024-05-15,TOTAL,824692,824692,5283724,5283724,9783748,8739605,9783748,8739605,2772089,1561313,2772089,1561313,28965171,28965171
2024-05-16,Client,520776,239455,2358343,240268,4164458,3979324,4364943,4808182,2016529,639857,1174324,941874,13679287,11769046
2024-05-16,DII,78251,101433,148877,3012499,2078,202541,0,0,250,247,252176,0,432244,3366108
2024-05-16,FII,143255,402871,2020581,1734580,1021935,1383384,902968,934268,126416,152746,162612,101019,4848317,4238318
2024-05-16,Pro,90049,88572,744894,285348,1756624,1946672,1677184,1769471,615177,772866,1169260,522823,5926282,5512658
2024-05-16,TOTAL,832331,832331,5272695,5272695,6945095,7511921,6945095,7511921,2758372,1565716,2758372,1565716,24886130,24886130
2024-05-17,Client,523361,245164,2360979,245112,5184361,5364530,5425262,6040002,2054372,688446,1208587,965653,16176049,14129780
2024-05-17,DII,78398,101147,152919,2993224,2558,199561,0,0,250,247,253824,0,433933,3348195
2024-05-17,FII,158679,407526,2013900,1741333,1147916,1568169,1015544,1168397,137169,157397,170143,103775,5183230,4606718
2024-05-17,Pro,79429,86030,741747,289876,1900216,2097390,1794245,2021251,623771,764591,1183008,541253,6207144,5915663
2024-05-17,TOTAL,839867,839867,5269545,5269545,8235051,9229650,8235051,9229650,2815562,1610681,2815562,1610681,28000356,28000356
2024-05-21,Client,506134,264226,2369808,253841,6873094,6123377,7044479,6890099,2084829,722558,1226486,993166,18679800,16672297
2024-05-21,DII,78297,101147,159646,2989943,2558,201672,0,0,67,247,255268,0,442487,3346358
2024-05-21,FII,182230,394215,2048464,1752066,1560146,1776866,1419447,1347767,145924,166775,170861,108877,5880405,5193233
2024-05-21,Pro,82001,89074,746910,328978,2180075,2252746,2151947,2116795,650987,775598,1229192,563135,6688317,6479121
2024-05-21,TOTAL,848662,848662,5324828,5324828,10615873,10354661,10615873,10354661,2881807,1665178,2881807,1665178,31691009,31691009
2024-05-22,Client,512846,280138,2385309,252033,5217969,5508553,5602355,6223422,2117266,712878,1240879,996245,16454821,14595072
2024-05-22,DII,82448,101093,164106,2972181,2558,201672,0,0,67,247,258373,0,451098,3331647
2024-05-22,FII,176282,396048,2056274,1813869,1323087,1592632,1094988,1153170,156597,177938,181879,115363,5482810,4755317
2024-05-22,Pro,82276,76573,766931,334537,1918624,1995145,1764895,1921410,646595,777310,1239394,556765,6186881,5893574
2024-05-22,TOTAL,853852,853852,5372620,5372620,8462238,9298002,8462238,9298002,2920525,1668373,2920525,1668373,28575610,28575610
2024-05-23,Client,457281,332539,2297787,256170,3589649,4833487,3954222,5294156,1924452,747566,1186764,987938,13850222,12011789
2024-05-23,DII,82254,104093,175355,2946202,3533,206716,0,0,67,247,262664,0,468172,3312959
2024-05-23,FII,262404,360755,2127408,1752169,984877,1311766,810547,951194,176164,187490,193650,119355,5050109,4187670
2024-05-23,Pro,88788,93340,707041,353050,1696947,1864193,1510237,1970812,695450,762943,1153055,590953,5815362,5671447
2024-05-23,TOTAL,890727,890727,5307591,5307591,6275006,8216162,6275006,8216162,2796133,1698246,2796133,1698246,25183865,25183865
2024-05-24,Client,451108,384277,2315558,256317,5493748,5992710,5644209,6404462,1921559,746118,1180649,997075,16920801,14866989
2024-05-24,DII,89098,104093,201162,2959298,3533,207548,0,0,44,247,270794,0,501632,3334185
2024-05-24,FII,310192,326050,2148508,1778444,1384163,1633526,1244272,1322569,188135,198172,202491,120728,5862696,4994554
2024-05-24,Pro,79698,115676,705698,376867,1805585,1899713,1798548,2006466,710777,771481,1166581,598215,5972952,6062353
2024-05-24,TOTAL,930096,930096,5370926,5370926,8687029,9733497,8687029,9733497,2820515,1716018,2820515,1716018,29258081,29258081
2024-05-27,Client,419134,374789,2245450,257303,6861058,6418956,6771452,6774194,1820215,713430,1139029,961624,18478243,16278391
2024-05-27,DII,89445,104093,211245,2978844,3533,213103,0,0,44,247,269897,0,517617,3352834
2024-05-27,FII,312846,290784,2235375,1733888,1571919,1796911,1568816,1603806,192252,202291,199436,116692,6311594,5513422
2024-05-27,Pro,66854,118613,658936,380971,2110094,2060007,2206336,2110977,724739,767790,1128888,605442,6388420,6551227
2024-05-27,TOTAL,888279,888279,5351006,5351006,10546604,10488977,10546604,10488977,2737250,1683758,2737250,1683758,31695874,31695874
2024-05-28,Client,421645,375850,2217534,255566,7902446,6468304,7727113,6831436,1816400,677581,1122087,938444,19503910,17250496
2024-05-28,DII,94975,104075,209664,2982040,3533,219102,0,0,44,247,271332,0,527565,3357447
2024-05-28,FII,323480,276021,2247895,1684311,1810060,1930746,1749475,1692617,176216,200130,189602,111015,6688527,5703041
2024-05-28,Pro,61107,145261,608447,361623,2129645,1940166,2369096,2034265,708923,758284,1118562,586783,6206572,6615590
2024-05-28,TOTAL,901207,901207,5283540,5283540,11845684,10558318,11845684,10558318,2701583,1636242,2701583,1636242,32926574,32926574
2024-05-29,Client,433858,334944,2220710,230434,6575264,4463426,6628992,5192917,1627759,579419,1029466,883482,15900436,14300235
2024-05-29,DII,105943,110245,211326,3025952,3253,215847,0,0,0,247,259918,0,536616,3396115
2024-05-29,FII,257730,262936,2251152,1688670,1630768,1574948,1403055,1101688,150507,189057,167318,94422,6054162,4718089
2024-05-29,Pro,57593,146999,595245,333377,1682008,1662788,1859246,1622404,686773,752538,1008337,543357,5436945,5513720
2024-05-29,TOTAL,855124,855124,5278433,5278433,9891293,7917009,9891293,7917009,2465039,1521261,2465039,1521261,27928159,27928159
2024-05-30,Client,535897,239763,2174235,166763,2963580,2260048,2506230,2744009,666720,215425,426572,469542,8815905,6552879
2024-05-30,DII,110659,111725,128806,2931291,3253,233164,0,0,0,211,34693,0,476093,3077709
2024-05-30,FII,51620,349418,2039149,1613871,622980,1039355,940907,960190,22182,31908,19291,7812,3807194,3891489
2024-05-30,Pro,78180,75450,539153,169418,1079573,1247467,1222249,1075835,215682,396687,424028,166877,3556742,3133857
2024-05-30,TOTAL,776356,776356,4881343,4881343,4669386,4780034,4669386,4780034,904584,644231,904584,644231,16655934,16655934
2024-05-31,Client,561745,247842,2186756,171542,4288712,3247626,3492490,3398591,854565,272435,508142,507899,11411839,8326506
2024-05-31,DII,111487,113711,128826,2978798,3853,230575,0,0,0,211,124026,0,474952,3216535
2024-05-31,FII,62284,380651,2068556,1574688,1125866,1370781,1683013,1571635,54974,64356,61688,33842,4746817,5305517
2024-05-31,Pro,75973,69285,524967,184077,1512182,1566644,1755110,1445400,308878,425783,524561,221044,4414427,4199477
2024-05-31,TOTAL,811489,811489,4909105,4909105,6930613,6415626,6930613,6415626,1218417,762785,1218417,762785,21048035,21048035
2024-06-03,Client,464652,276055,2138879,187914,5862933,4597223,4825069,4256252,967326,343649,589687,523184,14374662,10658161
2024-06-03,DII,121487,112569,132501,2950223,3853,190735,0,0,0,211,150402,0,448787,3213194
2024-06-03,FII,128017,324961,2130913,1562202,1351442,1618005,2039835,2019800,76581,86059,91347,58472,5391017,6096617
2024-06-03,Pro,77478,78049,501642,203596,1884352,1876192,2237676,2006103,389904,445255,602375,293518,5174823,5421317
2024-06-03,TOTAL,791634,791634,4903935,4903935,9102580,8282155,9102580,8282155,1433811,875174,1433811,875174,25389289,25389289
2024-06-04,Client,562838,229474,1959601,169601,8186513,3952871,6553362,3803877,1250912,277953,628737,582311,16190688,11967362
2024-06-04,DII,112913,102567,143981,2894195,2078,195633,0,0,0,950,189758,0,455555,3186520
2024-06-04,FII,60817,416196,2149257,1558884,1633676,1721699,2388365,1981018,112768,108027,129724,96456,5786244,6570643
2024-06-04,Pro,95610,83941,554693,184852,2499998,1797598,3380538,1882906,378585,582027,794046,290190,5908511,6616473
2024-06-04,TOTAL,832178,832178,4807532,4807532,12322265,7667801,12322265,7667801,1742265,968957,1742265,968957,28340998,28340998
2024-06-05,Client,485284,238517,1948690,175834,7121709,4264373,6336088,4466277,1372592,334330,707853,589879,15526978,12514448
2024-06-05,DII,111286,102061,145470,2891264,2078,231811,0,0,0,517,197118,0,491162,3190443
2024-06-05,FII,83806,395413,2159759,1543886,1451573,1651253,1735897,1613493,125086,116812,153142,106363,5588289,5548194
2024-06-05,Pro,111417,55802,548815,191750,1866857,1835252,2370232,1902919,420512,579143,860077,334560,5361996,5715340
2024-06-05,TOTAL,791793,791793,4802734,4802734,10442217,7982689,10442217,7982689,1918190,1030802,1918190,1030802,26968425,26968425
2024-06-06,Client,475273,266373,2015286,175883,4325266,3142356,4075319,3581909,1485737,389725,788135,637475,11833643,9525094
2024-06-06,DII,110407,102061,158720,2912585,2078,239811,0,0,0,85,221829,0,511101,3236475
2024-06-06,FII,75079,362505,2164751,1611792,899539,1012162,897052,901055,139041,129979,166998,116140,4420551,4055542
2024-06-06,Pro,142343,72163,559173,197670,1516035,1595139,1770547,1506504,447338,590240,895154,356414,4850268,4798452
2024-06-06,TOTAL,803102,803102,4897930,4897930,6742918,5989468,6742918,5989468,2072116,1110029,2072116,1110029,21615563,21615563
2024-06-07,Client,424213,301205,1969331,205414,5373262,4895835,5298415,5231353,1474955,475945,838883,675356,14613541,12550626
2024-06-07,DII,109544,102061,170658,2865828,2078,247311,0,0,0,85,237897,0,529676,3205786
2024-06-07,FII,139931,332773,2177792,1562694,1330767,1551868,1308006,1377851,150657,138895,183451,126472,5489910,4891247
2024-06-07,Pro,126237,63886,540022,223867,1812191,1904135,1911877,1989945,513338,594062,878719,407159,5489985,5475453
2024-06-07,TOTAL,799925,799925,4857803,4857803,8518298,8599149,8518298,8599149,2138950,1208987,2138950,1208987,26123112,26123112
2024-06-10,Client,390178,302988,2030499,221594,7548573,5900080,7218965,6126602,1656963,513687,904174,726972,18039980,15501295
2024-06-10,DII,112816,101145,180136,2830562,2078,209611,0,0,0,85,264475,0,504726,3196182
2024-06-10,FII,156437,300341,2113362,1568119,1480794,1534068,1488909,1452118,157318,146233,192190,129953,5588212,5131630
2024-06-10,Pro,99874,54831,542383,246105,2151864,2042973,2475435,2108012,534993,628257,988435,431337,6000344,6304155
2024-06-10,TOTAL,759305,759305,4866380,4866380,11183309,9686732,11183309,9686732,2349274,1288262,2349274,1288262,30133262,30133262
2024-06-11,Client,394362,313523,2063065,226746,7873401,6923851,7591134,6966805,1744782,564690,946717,759815,19564151,16804740
2024-06-11,DII,108667,100237,183939,2846325,2078,189611,0,0,233,85,305356,0,484613,3251918
2024-06-11,FII,171885,297649,2118183,1599939,1493482,1536069,1508785,1539181,165739,150928,203962,138183,5636286,5287699
2024-06-11,Pro,93171,56676,548606,240783,2127549,2121926,2396591,2265471,559031,636804,1013750,454509,6087087,6427780
2024-06-11,TOTAL,768085,768085,4913793,4913793,11496510,10771457,11496510,10771457,2469785,1352507,2469785,1352507,31772137,31772137
2024-06-12,Client,392234,333479,2084805,241676,6123184,5844500,6162539,6042603,1794783,606354,987227,791654,16845860,14559178
2024-06-12,DII,108722,119243,186215,2837961,2078,165241,0,0,180,85,312694,0,462521,3269898
2024-06-12,FII,193118,273156,2095456,1581162,1435073,1610072,1287707,1454627,169400,157159,213180,141068,5660278,4950900
2024-06-12,Pro,93623,61819,554394,260071,1892305,1883022,2002394,2005605,577866,646164,1029128,477040,5647374,5836057
2024-06-12,TOTAL,787697,787697,4920870,4920870,9452640,9502835,9452640,9502835,2542229,1409762,2542229,1409762,28616033,28616033
2024-06-13,Client,372405,343105,2088411,259772,4556290,4504579,4679623,4808154,1854876,647080,1025972,818646,14023641,11935272
2024-06-13,DII,109045,118946,188594,2816408,2078,166581,0,0,177,85,312859,0,466560,3248213
2024-06-13,FII,220308,255148,2089235,1583036,1040603,1186857,865071,1029040,175368,161076,221958,145925,4873447,4100178
2024-06-13,Pro,79882,64441,556747,263771,1647684,1725500,1701961,1746323,594452,654671,1064084,498341,5258936,5338921
2024-06-13,TOTAL,781640,781640,4922987,4922987,7246655,7583517,7246655,7583517,2624873,1462912,2624873,1462912,24622584,24622584
2024-06-14,Client,377551,352468,2109707,259759,5151450,5845540,5496170,6239434,1925325,677390,1074945,849905,16086963,14272681
2024-06-14,DII,109027,131866,190661,2802978,2078,159038,0,0,1286,85,312859,0,462175,3247703
2024-06-14,FII,231456,255871,2086515,1629581,1312268,1626605,999056,1326464,181867,164598,231239,149258,5603309,4591469
2024-06-14,Pro,86540,64369,574896,269461,1652077,1891662,1622647,1956947,612907,666019,1102342,508929,5484101,5524695
2024-06-14,TOTAL,804574,804574,4961779,4961779,8117873,9522845,8117873,9522845,2721385,1508092,2721385,1508092,27636548,27636548
2024-06-18,Client,381387,365642,2124409,264367,5725289,7259066,6374291,7707152,2013108,704299,1114152,873947,18207558,16699551
2024-06-18,DII,108651,131923,192081,2818744,2078,170510,0,0,1286,85,313176,0,474691,3263843
