date,ClientType,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
2024-11-21,Client,523696,242639,2461768,299236,5488051,4259949,5566407,5060028,2383525,756879,1187061,914267,15873868,13269638
2024-11-21,DII,142027,168911,140819,3769831,2078,183303,0,0,92,0,269116,0,468319,4207858
2024-11-21,FII,99807,300868,2999364,2016374,1297482,1729509,1126962,1175517,180627,207777,416399,249459,6514566,5285579
2024-11-21,Pro,60905,114017,802655,319165,2035194,1994167,2129436,1931383,742180,901010,1433848,701940,6536111,6629789
2024-11-21,TOTAL,826435,826435,6404606,6404606,8822805,8166928,8822805,8166928,3306424,1865666,3306424,1865666,29392864,29392864
2024-11-22,Client,467349,229464,2385335,283250,5319995,6068295,6064513,6805551,2057211,849109,1139223,915726,17147294,15437727
2024-11-22,DII,142886,168411,145500,3785943,2376,202915,0,0,92,0,265910,0,493769,4220264
2024-11-22,FII,129293,283642,3102622,1928869,1823355,2376013,1298411,1676479,191144,221549,405096,244461,7843976,5836958
2024-11-22,Pro,53962,111973,735978,371373,2317882,2639484,2100684,2804677,828218,874441,1266436,784912,7449965,7440055
2024-11-22,TOTAL,793490,793490,6369435,6369435,9463608,11286707,9463608,11286707,3076665,1945099,3076665,1945099,32935004,32935004
2024-11-25,Client,406347,227383,2351912,303898,6971418,7770183,7487797,8141639,1972569,911452,1105588,900849,20383881,18167154
2024-11-25,DII,144437,164311,184072,3781707,2094,222915,0,0,228,0,291590,0,553746,4237608
2024-11-25,FII,150611,259298,3237846,1994232,2111627,2524494,1564740,1934527,203072,219709,405951,257642,8447359,6416390
2024-11-25,Pro,53092,103495,719132,413125,2587788,2998553,2620390,3439979,912129,881592,1284869,854262,8152286,8716120
2024-11-25,TOTAL,754487,754487,6492962,6492962,11672927,13516145,11672927,13516145,3087998,2012753,3087998,2012753,37537272,37537272
2024-11-26,Client,392573,218813,2366304,302503,7410304,7668519,7881039,8263106,2009151,917286,1117150,919639,20764137,18702250
2024-11-26,DII,145301,164311,186701,3789283,1494,247915,0,0,228,0,296426,0,581639,4250020
2024-11-26,FII,142108,265172,3171031,1929768,2156037,2492606,1642418,1847060,197092,218448,390164,249062,8377322,6323644
2024-11-26,Pro,59460,91146,694512,396994,2598373,2788866,2642751,3087740,908286,897458,1311017,864491,7946955,8394139
2024-11-26,TOTAL,739442,739442,6418548,6418548,12166208,13197906,12166208,13197906,3114757,2033192,3114757,2033192,37670053,37670053
2024-11-27,Client,379753,203234,2377531,299921,5783296,6172587,6383636,6955077,1830966,868153,1050336,886790,17412286,15778994
2024-11-27,DII,144615,163911,200026,3812836,196,252915,0,0,228,0,296952,0,597980,4273699
2024-11-27,FII,156979,292902,3153318,1896809,1859911,1985360,1293467,1331794,188742,217701,387382,252651,7562011,5455005
2024-11-27,Pro,60689,81989,695890,417199,2045084,2397744,2011384,2521735,910474,905014,1195740,851427,7014895,7079474
2024-11-27,TOTAL,742036,742036,6426765,6426765,9688487,10808606,9688487,10808606,2930410,1990868,2930410,1990868,32587172,32587172
2024-11-28,Client,409800,226466,2393265,243877,4560546,3387882,4548874,4249066,869728,418772,523880,549462,12039993,10341625
2024-11-28,DII,143977,155211,98688,3804907,164,222906,0,0,92,0,10604,0,465827,3970722
2024-11-28,FII,112880,231385,2928170,1834884,927334,1296235,849332,802764,21454,48443,79579,49924,5334516,3847868
2024-11-28,Pro,45951,99546,655933,192388,1665846,1776772,1755684,1631965,328451,472901,605662,340730,4945854,4625975
2024-11-28,TOTAL,712608,712608,6076056,6076056,7153890,6683795,7153890,6683795,1219725,940116,1219725,940116,22786190,22786190
2024-11-29,Client,404075,222300,2432298,266331,5232213,5096249,5603860,5776537,1006048,511753,652091,630424,14682636,13151543
2024-11-29,DII,143472,155211,103430,3876030,0,222906,0,0,92,0,58972,0,469900,4090213
2024-11-29,FII,112318,227331,2990584,1837651,1145458,1401211,1002731,955894,64260,96722,149073,106320,5810553,4279000
2024-11-29,Pro,45673,100696,670989,217289,2107124,2090295,1878204,2078230,467752,550907,678016,422638,5932740,5375073
2024-11-29,TOTAL,705538,705538,6197301,6197301,8484795,8810661,8484795,8810661,1538152,1159382,1538152,1159382,26895829,26895829
2024-12-02,Client,409503,228922,2475089,283217,6112451,6823264,6842743,7755677,1145331,594524,741675,701374,17560162,16553608
2024-12-02,DII,144473,155211,105665,3913065,0,232906,0,0,92,0,106597,0,483136,4174873
2024-12-02,FII,116731,241085,3013704,1836310,1585098,1923448,1071006,1141685,86469,117313,189749,138410,6842763,4618245
2024-12-02,Pro,59704,105193,684891,246757,2569804,2919481,2353604,3001737,562353,610954,756224,483007,7407187,6946522
2024-12-02,TOTAL,730411,730411,6279349,6279349,10267353,11899099,10267353,11899099,1794245,1322791,1794245,1322791,32293248,32293248
2024-12-03,Client,391364,232267,2492231,307209,6189749,7826092,7087686,8677704,1266382,674251,800920,748908,18840069,17854694
2024-12-03,DII,143657,155230,109095,3895445,0,252906,0,0,92,0,146262,0,505750,4196937
2024-12-03,FII,123612,220999,3013372,1839316,1758658,2055146,1176768,1255627,102206,126560,251442,184106,7179554,4928258
2024-12-03,Pro,61857,111994,688554,261282,2792671,3177655,2476624,3378468,650285,664454,820341,532251,8035476,7580960
2024-12-03,TOTAL,720490,720490,6303252,6303252,10741078,13311799,10741078,13311799,2018965,1465265,2018965,1465265,34560849,34560849
2024-12-04,Client,387226,248644,2539279,320036,6952479,7883704,7872529,8789178,1400447,710599,869554,797353,19873734,18897294
2024-12-04,DII,143766,155230,118937,3856982,0,262906,0,0,92,0,168536,0,525701,4180748
2024-12-04,FII,132697,215260,2945000,1848526,2035183,2296439,1377383,1453937,119898,144332,292742,201944,7673549,5389792
2024-12-04,Pro,63890,108445,733367,311039,3083340,3282185,2821090,3482119,703494,715206,893099,570840,8581482,8186632
2024-12-04,TOTAL,727579,727579,6336583,6336583,12071002,13725234,12071002,13725234,2223931,1570137,2223931,1570137,36654466,36654466
2024-12-05,Client,341307,242291,2490270,333398,3941314,4639650,4270182,5159388,1421129,763871,901324,815556,13597541,11722139
2024-12-05,DII,146768,156230,125464,3843948,0,262906,0,0,584,0,203646,0,535722,4203824
2024-12-05,FII,160638,206035,3052220,1858140,1231275,1562527,944281,1030221,144881,163558,321963,231900,6315099,4592540
2024-12-05,Pro,58668,102825,694152,326620,1867629,1986438,1825755,2261912,781776,739289,921437,619262,6127952,6057811
2024-12-05,TOTAL,707381,707381,6362106,6362106,7040218,8451521,7040218,8451521,2348370,1666718,2348370,1666718,26576314,26576314
2024-12-06,Client,357851,251072,2540140,342523,6534731,6272021,6725059,6825493,1542554,828077,943645,860512,18075374,15948304
2024-12-06,DII,147600,154230,141203,3875716,0,262906,0,0,419,0,218487,0,552128,4248433
2024-12-06,FII,163290,202731,3065987,1896276,1664875,1842955,1370665,1285021,157617,174142,353743,255272,7068866,5363708
2024-12-06,Pro,59953,120661,709695,342510,2165036,2305157,2268918,2572525,806798,775057,991513,661492,6821696,6957619
2024-12-06,TOTAL,728694,728694,6457025,6457025,10364642,10683039,10364642,10683039,2507388,1777276,2507388,1777276,32518064,32518064
2024-12-09,Client,368817,250399,2610214,344065,8576026,7090063,8468099,7629129,1808316,866200,1019903,909557,21319636,18621152
2024-12-09,DII,145217,153747,142983,3870756,0,262906,0,0,419,0,243169,0,551525,4267672
2024-12-09,FII,162875,200569,3009969,1952784,2023370,2082961,1802218,1553914,165592,181104,403316,289407,7625871,6202208
2024-12-09,Pro,52567,124761,748294,343855,2499283,2494501,2828362,2747388,823362,839065,1131301,687405,7457072,7863072
2024-12-09,TOTAL,729476,729476,6511460,6511460,13098679,11930431,13098679,11930431,2797689,1886369,2797689,1886369,36954104,36954104
2024-12-10,Client,375004,251696,2634837,348968,9357441,7393792,9154414,7846036,1937768,899892,1071258,934573,22598734,19606945
2024-12-10,DII,146510,153847,147266,3873717,0,262906,0,0,567,0,258838,0,557249,4286402
2024-12-10,FII,156406,203158,2992704,1963319,2095794,2176958,2010235,1805920,174546,184751,444958,318523,7781159,6746113
2024-12-10,Pro,51806,121025,761173,349976,2705119,2649175,2993705,2830875,841916,870749,1179743,702296,7879938,8177620
2024-12-10,TOTAL,729726,729726,6535980,6535980,14158354,12482831,14158354,12482831,2954797,1955392,2954797,1955392,38817080,38817080
2024-12-11,Client,377791,253616,2655663,351000,9742231,8175138,9218256,8238508,2036283,948668,1112971,947126,23935774,20121477
2024-12-11,DII,145400,153407,151382,3880497,0,262906,0,0,530,0,280398,0,560218,4314302
2024-12-11,FII,156850,204618,2978937,1975872,2643963,2166226,2532816,1827336,179090,188661,482721,343479,8313727,7366842
2024-12-11,Pro,49572,117972,773542,352155,2826544,2762609,3461666,3301035,863831,872038,1203644,718762,8148136,9155234
2024-12-11,TOTAL,729613,729613,6559524,6559524,15212738,13366879,15212738,13366879,3079734,2009367,3079734,2009367,40957855,40957855
2024-12-12,Client,390151,254606,2700124,335745,5271630,4582661,5349372,5245798,2223925,949831,1163389,969596,16118322,13318506
2024-12-12,DII,144748,152967,156307,3897145,0,261254,0,0,544,0,287800,0,562853,4337912
2024-12-12,FII,135205,203286,2951016,2027822,1278105,1530963,1162745,1144661,186347,196250,514222,377832,6277886,5430568
2024-12-12,Pro,54017,113262,800260,346995,2103047,2023716,2140665,2008135,847439,916473,1292844,715126,6744952,6617027
2024-12-12,TOTAL,724121,724121,6607707,6607707,8652782,8398594,8652782,8398594,3258255,2062554,3258255,2062554,29704013,29704013
2024-12-13,Client,364059,244826,2656090,341285,5680424,6119200,6407416,6886421,2199594,956453,1159999,957697,17975820,15997644
2024-12-13,DII,143883,152647,160225,3916388,500,259290,0,0,523,0,309150,0,564421,4378185
2024-12-13,FII,139706,200264,3027265,1992295,2148762,2161479,1530969,1467338,198136,207259,540306,385489,7882607,6116661
2024-12-13,Pro,60018,109929,779680,373292,2322371,2276572,2213672,2462782,871449,912961,1260247,733487,7223051,7153409
2024-12-13,TOTAL,707666,707666,6623260,6623260,10152057,10816541,10152057,10816541,3269702,2076673,3269702,2076673,33645899,33645899
2024-12-16,Client,389326,242328,2694694,342158,7570928,6356756,8101612,7414212,2410234,983081,1211714,983271,20405019,18295295
2024-12-16,DII,145027,152627,161901,3925273,500,249310,0,0,208,0,314299,0,556946,4392199
2024-12-16,FII,128318,203356,2994911,2013311,2309301,2245395,1840026,1532955,205795,216641,562780,391592,8100361,6544020
2024-12-16,Pro,53096,117456,806981,377745,2902861,2710867,2841952,2615161,849251,925268,1376695,750127,8248324,8079136
2024-12-16,TOTAL,715767,715767,6658487,6658487,12783590,11562328,12783590,11562328,3465488,2124990,3465488,2124990,37310650,37310650
2024-12-17,Client,422750,254504,2737370,338566,10821694,6312599,10451061,7112397,2667513,939931,1256002,1004624,23901857,20417154
2024-12-17,DII,145199,153758,164739,3948755,500,236310,0,0,219,0,315760,0,546967,4418273
2024-12-17,FII,119667,210765,2943712,2056697,3186744,2158102,3062468,1620141,207733,226464,602172,425877,8842422,7978120
2024-12-17,Pro,56110,124699,870794,372597,3561132,2803272,4056541,2777745,828398,995210,1529929,731104,9114916,9592615
2024-12-17,TOTAL,743726,743726,6716615,6716615,17570070,11510283,17570070,11510283,3703863,2161605,3703863,2161605,42406162,42406162
2024-12-18,Client,452257,250395,2723056,331349,12429119,6394677,11681565,6977934,2760059,902331,1257513,1000665,25661499,21499421
2024-12-18,DII,145376,153398,169043,3960564,500,232310,0,0,219,0,316847,0,547448,4430809
2024-12-18,FII,116654,217996,2967110,2093154,4026246,2093082,4081167,1654261,208412,237546,642627,422508,9649050,9111713
2024-12-18,Pro,49237,141735,899956,374098,4334330,2558702,5027463,2646576,818266,1003278,1569969,719982,9663769,10479823
2024-12-18,TOTAL,763524,763524,6759165,6759165,20790195,11278771,20790195,11278771,3786956,2143155,3786956,2143155,45521766,45521766
2024-12-19,Client,470416,258448,2745755,333101,7026340,4384290,6806232,5189710,2792707,863474,1250245,1004600,18282982,14842336
2024-12-19,DII,145594,153017,169750,3982935,500,223822,0,0,219,0,317110,0,539885,4453062
2024-12-19,FII,116414,241758,2958839,2124731,1802082,1722562,1855767,1267357,216903,243149,657641,424283,7059949,6571537
2024-12-19,Pro,51712,130913,956439,390016,2626628,2002499,2793551,1876106,836585,1030507,1621418,708247,7504370,7520251
2024-12-19,TOTAL,784136,784136,6830783,6830783,11455550,8333173,11455550,8333173,3846414,2137130,3846414,2137130,33387186,33387186
2024-12-20,Client,487217,262525,2716657,317595,8921942,4844458,8599350,5701012,2840174,739745,1220778,976194,20550193,17077454
2024-12-20,DII,145622,155714,176714,4002110,500,227902,0,0,219,0,312830,0,550957,4470654
2024-12-20,FII,123125,271503,2983127,2148707,2016330,2135422,2174820,1743739,224631,248857,649731,421059,7731492,7409559
2024-12-20,Pro,66759,132981,977501,385587,2957422,2231150,3122024,1994181,823963,1081093,1705648,672442,8137888,8012863
2024-12-20,TOTAL,822723,822723,6853999,6853999,13896194,9438932,13896194,9438932,3888987,2069695,3888987,2069695,36970530,36970530
2024-12-23,Client,461574,248155,2670142,317630,9938738,6440961,9307389,6727434,2680117,758599,1179074,946481,22950131,18726163
2024-12-23,DII,145573,155974,178815,4006159,500,220322,0,0,219,0,313595,0,545429,4475728
2024-12-23,FII,122450,279437,3081283,2143084,2367008,2230530,2620359,2040680,230078,260214,635569,386647,8291563,8105776
2024-12-23,Pro,69320,115351,924965,388332,2836927,2369842,3215425,2493541,838351,1029532,1620527,715217,8068937,8548393
2024-12-23,TOTAL,798917,798917,6855205,6855205,15143173,11261655,15143173,11261655,3748765,2048345,3748765,2048345,39856060,39856060
2024-12-24,Client,449623,241537,2669541,312042,6484898,5405591,6560284,6084625,2334888,698667,1078513,897971,18043208,15174972
2024-12-24,DII,140538,155744,183592,4022478,500,189322,0,0,219,0,317993,0,514171,4496215
2024-12-24,FII,78880,251313,3121221,2145069,2019150,2310375,1786817,1731569,227644,263929,625740,366108,8021199,6906616
2024-12-24,Pro,66770,87217,889045,383810,2036385,1977096,2193832,2066190,865322,1015168,1405827,713685,6849786,6850561
2024-12-24,TOTAL,735811,735811,6863399,6863399,10540933,9882384,10540933,9882384,3428073,1977764,3428073,1977764,33428364,33428364
2024-12-26,Client,441007,211022,2536941,263193,2747576,2225574,2631721,2892809,778971,343834,459349,562304,9073903,7020398
2024-12-26,DII,121224,154568,133430,3936847,0,174079,0,0,0,0,8831,0,428733,4100246
2024-12-26,FII,45149,200027,3070623,1997533,577155,969612,584240,652583,15357,58069,81307,30722,4735965,3546412
2024-12-26,Pro,43892,85655,638941,182362,1062777,1427546,1171547,1251419,294542,471260,539383,280137,3938958,3510503
2024-12-26,TOTAL,651272,651272,6379935,6379935,4387508,4796811,4387508,4796811,1088870,873163,1088870,873163,18177559,18177559
2024-12-27,Client,435712,208221,2574007,268231,3180036,2590261,3120232,3207234,946112,399431,593922,658219,10125559,8056059
2024-12-27,DII,147128,154638,136747,3961889,0,167277,0,0,0,0,50786,0,451152,4167313
2024-12-27,FII,45536,220084,3105408,2014662,680357,1027180,632088,704122,61542,133525,156114,70434,5053548,3797504
2024-12-27,Pro,40018,85451,635692,207072,1264034,1489943,1372107,1363306,449995,584298,656827,388601,4463980,4073364
2024-12-27,TOTAL,668394,668394,6451854,6451854,5124427,5274661,5124427,5274661,1457649,1117254,1457649,1117254,20094239,20094239
2024-12-30,Client,456512,224141,2594598,282637,3871226,2787257,3835779,3508974,1089067,422163,687500,730090,11220823,9269121
2024-12-30,DII,150352,154638,141308,3998595,0,163276,0,0,0,0,62430,0,454936,4215663
2024-12-30,FII,39562,236829,3157837,2035763,784230,1090101,636482,696848,95466,180731,200835,92301,5347926,3899058
2024-12-30,Pro,52668,83486,658084,234832,1436049,1614511,1619244,1449322,523655,663273,757423,443776,4948240,4588083
2024-12-30,TOTAL,699094,699094,6551827,6551827,6091504,5655144,6091504,5655144,1708188,1266167,1708188,1266167,21971925,21971925
2024-12-31,Client,481310,237584,2622810,286682,3751265,2829212,3889809,3782505,1174267,459158,756753,779984,11318022,9733317
2024-12-31,DII,150405,153854,149959,4021545,0,173276,0,0,0,0,84701,0,473640,4260100
2024-12-31,FII,41776,263838,3126066,2047045,1003029,1398048,666062,687490,111809,207896,231592,103307,5888624,3999334
2024-12-31,Pro,70324,88539,684685,228248,1346902,1689009,1545326,1619549,581851,701617,794881,485380,5074388,4761923
2024-12-31,TOTAL,743815,743815,6583520,6583520,6101197,6089544,6101197,6089544,1867927,1368671,1867927,1368671,22754674,22754674
2025-01-01,Client,488759,228827,2640198,292590,3802525,3190614,4061975,4118006,1251203,499031,815258,817903,11872330,10334559
2025-01-01,DII,150492,153654,152792,4015584,0,173276,0,0,0,0,134575,0,476560,4303813
2025-01-01,FII,43499,277695,3108566,2040552,1094329,1467525,692546,784836,129100,231330,257350,116858,6074349,4169838
2025-01-01,Pro,63304,85878,680380,233210,1480306,1845533,1622639,1774105,649723,727030,822843,522630,5446276,5061305
2025-01-01,TOTAL,746054,746054,6581936,6581936,6377160,6676948,6377160,6676948,2030026,1457391,2030026,1457391,23869515,23869515
2025-01-02,Client,439460,218618,2590307,311441,2421452,2373614,2558277,3018568,1254290,593158,860311,850371,9672281,7817586
2025-01-02,DII,153937,153724,154219,4016210,0,193276,0,0,0,0,181138,0,501432,4351072
2025-01-02,FII,64885,267231,3244099,2005431,719961,1046469,620019,686244,152705,251652,294181,138535,5479771,4011641
2025-01-02,Pro,58839,77548,624568,280111,1243536,1460951,1206653,1369498,762497,740667,833862,596571,4891057,4364242
2025-01-02,TOTAL,717121,717121,6613193,6613193,4384949,5074309,4384949,5074309,2169492,1585477,2169492,1585477,20544542,20544542
2025-01-03,Client,462771,211431,2616362,315163,3823984,2626682,3952263,3492254,1397508,598347,912289,896596,11525654,9779996
2025-01-03,DII,154319,153324,152983,4015793,70,193276,0,0,0,0,185119,0,500648,4354236
2025-01-03,FII,60264,290258,3257556,2035717,956105,1231911,922546,874269,168315,277965,322079,151655,5952116,4596524
2025-01-03,Pro,56415,78756,623513,283741,1517443,1671614,1422793,1356961,773401,798067,919737,626128,5440453,4688116
2025-01-03,TOTAL,733769,733769,6650414,6650414,6297602,5723484,6297602,5723484,2339224,1674379,2339224,1674379,23418871,23418871
2025-01-06,Client,462533,220895,2605966,322566,4713580,2664028,4558452,3517749,1572154,544495,949017,917195,12562756,10485873
2025-01-06,DII,154781,154099,155408,3994640,70,177076,0,0,0,0,193751,0,487335,4342490
2025-01-06,FII,62822,285299,3241505,2076510,1174890,1288557,1043964,897466,191418,306480,335774,166327,6265672,4805340
2025-01-06,Pro,55573,75416,664008,273171,1605378,1736108,1891502,1450554,745586,854243,1030616,621696,5660896,5342955
2025-01-06,TOTAL,735709,735709,6666887,6666887,7493918,5865769,7493918,5865769,2509158,1705218,2509158,1705218,24976659,24976659
2025-01-07,Client,449651,213456,2592485,336701,4786182,3137327,4572262,3816069,1623466,584083,990143,940533,13173194,10869163
2025-01-07,DII,152336,154104,163508,3993786,70,175956,0,0,0,0,202843,0,491870,4350733
2025-01-07,FII,72461,293478,3268746,2069741,1161717,1256928,1092098,931818,209741,327211,352860,171574,6296804,4911569
2025-01-07,Pro,63473,76883,660560,285071,1518393,1709073,1802002,1531397,787354,862033,1074715,661220,5600886,5431288
2025-01-07,TOTAL,737921,737921,6685299,6685299,7466361,6279284,7466361,6279284,2620561,1773327,2620561,1773327,25562753,25562753
2025-01-08,Client,467032,201899,2615586,342298,5160381,3384516,4769205,4000199,1769302,609766,1028418,959679,14006583,11301698
2025-01-08,DII,151298,154034,171459,4004616,70,170956,0,0,0,0,214378,0,493783,4373028
2025-01-08,FII,74043,312364,3248241,2086824,1232669,1327306,1231714,1031742,213575,315478,404903,202664,6411311,5270211
2025-01-08,Pro,66753,90829,693990,295538,1603077,1768235,1995278,1619071,811287,915930,1146465,678831,5859272,5826012
2025-01-08,TOTAL,759126,759126,6729276,6729276,7996197,6651012,7996197,6651012,2794164,1841174,2794164,1841174,26770949,26770949
2025-01-09,Client,502036,213533,2653979,350020,4062526,2476846,3732381,3142987,1953613,646331,1089312,988274,12295331,9516507
2025-01-09,DII,150468,154109,174362,4021971,70,165198,0,0,0,0,232192,0,490098,4408272
2025-01-09,FII,64037,331866,3210373,2108602,855704,1083977,858878,790972,220306,321795,470253,230319,5756192,4790890
2025-01-09,Pro,84409,101442,745071,303192,1357851,1530496,1684892,1322559,851073,962299,1233235,711832,5531199,5357152
2025-01-09,TOTAL,800950,800950,6783785,6783785,6276151,5256517,6276151,5256517,3024992,1930425,3024992,1930425,24072820,24072820
2025-01-10,Client,519826,205748,2599609,346453,4958128,2737500,4586620,3448562,2056602,638185,1124840,986604,13509850,10698826
2025-01-10,DII,147869,150458,180688,4020241,70,159470,0,0,0,0,241322,0,488097,4412021
2025-01-10,FII,64563,342373,3266583,2106723,1028141,1328826,1042729,1011454,234829,340000,496713,243258,6262942,5243250
2025-01-10,Pro,85412,119091,751889,325352,1663419,1697621,2020409,1463401,847660,967925,1276216,716248,6013926,5920717
2025-01-10,TOTAL,817670,817670,6798769,6798769,7649757,5923417,7649757,5923417,3139091,1946110,3139091,1946110,26274814,26274814
2025-01-13,Client,532439,208205,2539424,340272,5767268,2814082,5223701,3524981,2233630,637231,1127469,964618,14524075,11389247
2025-01-13,DII,148051,149738,188192,4048054,70,154930,0,0,165,45,259161,0,491453,4456953
2025-01-13,FII,66012,361222,3348464,2147874,1377906,1585139,1315385,1099050,245862,346398,544615,275296,6969781,5743442
2025-01-13,Pro,90426,117763,788035,327915,1887185,1712451,2493343,1642571,861846,1005378,1410258,749138,6345321,6740988
2025-01-13,TOTAL,836928,836928,6864115,6864115,9032430,6266602,9032430,6266602,3341503,1989052,3341503,1989052,28330630,28330630
2025-01-14,Client,524445,204901,2535856,336966,5727624,3395829,5404973,4076420,2226731,683525,1167137,972936,15094010,12163333
2025-01-14,DII,149971,149738,189850,4101120,70,161430,0,0,790,59,266059,0,502170,4516917
2025-01-14,FII,73366,368203,3395666,2125640,1480455,1632758,1274977,1104814,263173,366653,570276,264498,7212071,5708408
2025-01-14,Pro,82368,107308,781473,339119,1744450,1741098,2272649,1749881,924519,995527,1411741,808330,6269435,6689028
2025-01-14,TOTAL,830150,830150,6902845,6902845,8952599,6931115,8952599,6931115,3415213,2045764,3415213,2045764,29077686,29077686
2025-01-15,Client,519216,206343,2553886,353504,6030562,3600773,5560831,4082830,2270367,730240,1202585,994949,15705044,12401042
2025-01-15,DII,150054,149738,195250,4092156,70,161430,0,0,1415,59,277565,0,508278,4519459
2025-01-15,FII,76241,366445,3442354,2142663,1463331,1543010,1436608,1198981,279111,372881,573490,284551,7176929,6002738
2025-01-15,Pro,77493,100478,762093,365260,1855842,1708243,2352366,1731646,949787,1009102,1447040,832782,6362560,6829572
2025-01-15,TOTAL,823004,823004,6953583,6953583,9349805,7013457,9349805,7013457,3500680,2112282,3500680,2112282,29752811,29752811
2025-01-16,Client,510103,202961,2593301,351898,4411618,2724119,4260792,3389106,2297947,785588,1239549,1032243,13322676,10476549
2025-01-16,DII,169145,152948,199438,4081482,70,161274,0,0,1415,0,280570,0,531342,4515000
2025-01-16,FII,75660,373156,3375036,2144061,1223173,1249862,1015277,735664,294604,385472,584731,304696,6603807,5157585
2025-01-16,Pro,74108,99951,781278,371612,1487979,1481678,1846771,1492163,981832,1026982,1470948,861103,5833857,6142548
2025-01-16,TOTAL,829016,829016,6949053,6949053,7122839,5616933,7122839,5616933,3575798,2198042,3575798,2198042,26291682,26291682
2025-01-17,Client,524698,209131,2591046,351525,5151637,2958821,4907178,3600039,2356638,808127,1279667,1051684,14390967,11399224
2025-01-17,DII,179935,152948,211693,4073134,70,156274,0,0,2165,0,290858,0,550137,4516940
2025-01-17,FII,75904,402742,3371180,2148229,1355420,1322284,1208725,884346,309561,398254,600714,326904,6832603,5571661
2025-01-17,Pro,82066,97782,780033,381064,1657263,1564668,2048487,1517661,999097,1046357,1496222,874150,6129484,6415366
2025-01-17,TOTAL,862603,862603,6953952,6953952,8164390,6002047,8164390,6002047,3667461,2252738,3667461,2252738,27903191,27903191
2025-01-20,Client,518427,199997,2598676,349555,5016747,3573282,4957202,4099293,2415033,867941,1312066,1069248,14990106,11987361
2025-01-20,DII,180045,152298,226736,4004567,70,155274,0,0,2165,0,294263,0,564290,4451128
2025-01-20,FII,86413,419552,3397849,2174477,1435542,1480698,1235584,1030471,318971,408424,614972,345520,7127897,5820576
2025-01-20,Pro,82258,95296,793669,488331,1758933,1630692,2018506,1710181,1020501,1045757,1535369,907354,6331810,6755037
2025-01-20,TOTAL,867143,867143,7016930,7016930,8211291,6839946,8211291,6839946,3756670,2322122,3756670,2322122,29014102,29014102
2025-01-21,Client,526487,210506,2638181,361596,5965964,3167647,5679756,3860257,2605223,797118,1349204,1066902,15700620,12528220
2025-01-21,DII,182751,152798,235521,4100880,70,140274,0,0,2165,0,304833,0,560781,4558511
2025-01-21,FII,91228,441205,3376423,2235022,1635318,1561029,1452484,1121913,329543,418408,640507,366951,7411949,6258081
2025-01-21,Pro,101624,97581,865899,418526,1922473,1719442,2391585,1606223,1014512,1086644,1656899,868317,6710594,7039131
2025-01-21,TOTAL,902090,902090,7116024,7116024,9523824,6588392,9523824,6588392,3951443,2302170,3951443,2302170,30383944,30383944
2025-01-22,Client,517096,206389,2633843,368040,6366314,3862072,6123873,4321779,2649580,843970,1380116,1064376,16872876,13464573
2025-01-22,DII,191556,152041,245295,4116482,70,140274,0,0,3048,0,319129,0,580243,4587652
2025-01-22,FII,94786,445114,3424507,2259003,1796763,1574613,1660574,1406716,341609,426501,672329,385702,7658779,6829439
2025-01-22,Pro,88647,88541,882538,442658,2092481,1981331,2471181,1829796,1048788,1089994,1671451,910387,7183780,7414014
2025-01-22,TOTAL,892085,892085,7186183,7186183,10255629,7558290,10255629,7558290,4043025,2360465,4043025,2360465,32295677,32295677
2025-01-23,Client,511175,206868,2656305,364332,5862799,3680296,6024848,4194995,2635247,909369,1393317,1081917,16255191,13266278
2025-01-23,DII,191808,151091,252283,4161728,70,140370,0,0,3248,0,320223,0,587779,4633042
2025-01-23,FII,98795,427306,3436627,2233917,1752320,1409174,1370112,1093695,356180,433521,686637,382667,7486617,6194335
2025-01-23,Pro,78359,94872,887698,472936,2015428,1861086,2235657,1802235,1079650,1085128,1674148,963434,7007349,7243282
2025-01-23,TOTAL,880137,880137,7232913,7232913,9630618,7090925,9630618,7090925,4074325,2428018,4074325,2428018,31336936,31336936
2025-01-24,Client,489841,200621,2659491,370641,6970939,3946642,7030202,4591750,2680495,862607,1397743,1085362,17610015,14676319
2025-01-24,DII,191756,150576,257407,4175447,70,140370,0,0,3248,0,324112,0,592851,4650135
2025-01-24,FII,105790,415460,3446700,2239423,1876574,1617940,1716075,1301178,363834,443274,690832,397391,7854112,6760360
2025-01-24,Pro,82037,102767,917280,495367,2300008,1931350,2401314,1743374,1086195,1114641,1721085,937769,7431512,7401676
2025-01-24,TOTAL,869424,869424,7280878,7280878,11147591,7636302,11147591,7636302,4133772,2420522,4133772,2420522,33488489,33488489
2025-01-27,Client,470098,194192,2581475,357212,7890776,4189658,7832496,4747834,2700867,796575,1354654,1030985,18629450,15517373
2025-01-27,DII,180357,146212,263449,4168096,70,134370,0,0,3248,0,329140,0,581494,4643448
2025-01-27,FII,113308,384508,3486885,2240461,2076538,1717472,1906013,1471682,376338,453888,691609,409450,8224428,7103722
2025-01-27,Pro,74796,113647,894627,460667,2553187,2085810,2782062,1907795,1064776,1123503,1769826,933531,7796699,7967528
