date,ClientType,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
2023-11-30,Pro,204777,209158,1098146,1063804,271420402,239065809,271818502,238800721,2041422,955949,2006390,914710,514786505,514813285
2023-11-30,TOTAL,668203,668203,3357233,3357233,433903043,392648073,433903043,392648073,3274774,1375636,3274774,1375636,835226962,835226962
2023-12-01,Client,148094,152453,421422,466159,29799954,21822474,29717606,21724196,1253267,366026,1205322,363176,53811237,53628912
2023-12-01,DII,0,53,36345,39537,0,5656,0,248,0,0,12350,0,42001,52188
2023-12-01,FII,40628,30841,244782,180887,6229056,5507291,6338782,5580443,182258,111590,190236,109524,12315605,12430713
2023-12-01,Pro,84870,90245,473587,489553,38136645,31756405,38109267,31786939,2124375,1008507,2151992,1013423,73584389,73641419
2023-12-01,TOTAL,273592,273592,1176136,1176136,74165655,59091826,74165655,59091826,3559900,1486123,3559900,1486123,139753232,139753232
2023-12-04,Client,209942,233033,481559,516478,84071913,57576100,84179176,56928277,1388014,454628,1410885,420301,144182156,143688150
2023-12-04,DII,21128,1079,54025,44594,0,7573,0,27989,0,0,1719,0,82726,75381
2023-12-04,FII,72950,51147,309353,267138,14280551,11063651,14124908,11129916,231833,149315,233440,151976,26107653,25958525
2023-12-04,Pro,153273,172034,546659,563386,118130103,96723455,118178483,97284597,2467852,1226895,2441655,1258561,219248237,219898716
2023-12-04,TOTAL,457293,457293,1391596,1391596,216482567,165370779,216482567,165370779,4087699,1830838,4087699,1830838,389620772,389620772
2023-12-05,Client,180260,203640,470074,491155,115384597,94311662,114923752,94081391,1521886,433994,1493434,438682,212302473,211632054
2023-12-05,DII,1136,2450,46696,31005,0,6709,0,0,0,0,5354,0,54541,38809
2023-12-05,FII,69077,47437,236836,228140,17750482,15389852,18083263,15620631,278887,154690,280444,155755,33879824,34415670
2023-12-05,Pro,170936,167882,552571,555877,192417662,172565983,192545726,172572184,2680726,1318117,2702267,1312364,369705995,369856300
2023-12-05,TOTAL,421409,421409,1306177,1306177,325552741,282274206,325552741,282274206,4481499,1906801,4481499,1906801,615942833,615942833
2023-12-06,Client,137959,151184,455804,443792,131539628,123744870,131263569,123696696,1531459,429281,1465094,440666,257839001,257461001
2023-12-06,DII,240,1922,41068,53627,0,5321,0,0,6,0,2279,0,46635,57828
2023-12-06,FII,80810,54138,218114,223584,21199559,19010261,21361582,19183041,256132,142553,270102,141998,40907429,41234445
2023-12-06,Pro,113985,125750,525884,519867,245458493,220877470,245572529,220758185,2617620,1218691,2667742,1207861,470812143,470851934
2023-12-06,TOTAL,332994,332994,1240870,1240870,398197680,363637922,398197680,363637922,4405217,1790525,4405217,1790525,769605208,769605208
2023-12-07,Client,120348,120639,419618,385218,80455156,74422150,80125902,73857725,1408748,371402,1363791,386112,157197422,156239387
2023-12-07,DII,432,5839,23349,45340,0,213,0,0,0,0,3570,0,23994,54749
2023-12-07,FII,50007,41412,203384,234512,11299388,10935123,11734608,11393418,209489,112112,217924,112521,22809503,23734395
2023-12-07,Pro,74228,77125,482194,463475,116633251,113605348,116527285,113711691,2365708,1063630,2398660,1048511,234224359,234226747
2023-12-07,TOTAL,245015,245015,1128545,1128545,208387795,198962834,208387795,198962834,3983945,1547144,3983945,1547144,414255278,414255278
2023-12-08,Client,183642,181389,438742,458287,40672701,33622621,40811006,33729388,1508597,427740,1446366,444552,76854043,77070988
2023-12-08,DII,325,4,38968,36557,0,7084,0,1084,0,0,6644,0,46377,44289
2023-12-08,FII,47622,43119,206200,204390,9808566,8744053,9763728,8658333,262326,128509,264740,128422,19197276,19062732
2023-12-08,Pro,114810,121887,528237,512913,59784558,51392980,59691091,51377933,2461475,1135828,2514648,1119103,115417888,115337575
2023-12-08,TOTAL,346399,346399,1212147,1212147,110265825,93766738,110265825,93766738,4232398,1692077,4232398,1692077,211515584,211515584
2023-12-11,Client,114153,103390,324964,327681,60683502,54368150,60348304,54194131,1229024,376872,1190601,369391,117096665,116533498
2023-12-11,DII,451,6266,24417,25555,0,0,0,0,0,0,1457,0,24868,33278
2023-12-11,FII,32342,35200,159320,157588,9923326,9597365,10079883,9723058,178366,96719,182288,95603,19987438,20273620
2023-12-11,Pro,76103,78193,398841,396718,90953784,81812136,91132425,81860462,2021077,973615,2054121,982212,176235556,176504131
2023-12-11,TOTAL,223049,223049,907542,907542,161560612,145777651,161560612,145777651,3428467,1447206,3428467,1447206,313344527,313344527
2023-12-12,Client,117683,121576,356930,360737,81348694,91154785,81027267,91126463,1360322,428605,1303462,438724,174767019,174378229
2023-12-12,DII,325,7347,25873,33264,0,636,0,3000,0,0,1383,0,26834,44994
2023-12-12,FII,43934,26900,175512,162491,11331644,13339485,11455012,13555468,193200,100283,199628,102177,25184058,25501676
2023-12-12,Pro,72046,78165,435035,436858,127858980,136374234,128057039,136184209,2242421,1109459,2291470,1097446,268092175,268145187
2023-12-12,TOTAL,233988,233988,993350,993350,220539318,240869140,220539318,240869140,3795943,1638347,3795943,1638347,468070086,468070086
2023-12-13,Client,163544,152149,399843,365527,133403210,130091737,133092338,129534317,1296012,452124,1278527,460916,265806470,264883774
2023-12-13,DII,207,4,25500,40834,0,5914,0,0,0,0,2909,0,31621,43747
2023-12-13,FII,33684,45217,165016,200293,22096910,21059853,22427420,21426575,212185,121265,213578,112991,43688913,44426074
2023-12-13,Pro,88636,88701,464419,448124,234729247,221973834,234709609,222170446,2261877,1131052,2275060,1130534,460649065,460822474
2023-12-13,TOTAL,286071,286071,1054778,1054778,390229367,373131338,390229367,373131338,3770074,1704441,3770074,1704441,770176069,770176069
2023-12-14,Client,182961,197833,502294,465164,84784003,70656056,84708013,70256036,1614662,468987,1671374,438557,158208963,157736977
2023-12-14,DII,16187,7437,42136,46926,0,6384,0,3000,0,0,1200,0,64707,58563
2023-12-14,FII,43571,46903,214094,234382,12567077,10970981,12773782,11188025,247822,140220,241106,137647,24183765,24621845
2023-12-14,Pro,118063,108609,550182,562234,122233682,113216075,122102967,113402435,2769700,1317903,2718504,1350906,240205605,240245655
2023-12-14,TOTAL,360782,360782,1308706,1308706,219584762,194849496,219584762,194849496,4632184,1927110,4632184,1927110,422663040,422663040
2023-12-15,Client,186095,195317,504406,555754,37430915,31920561,37625360,31875810,2039518,579681,2056249,565554,72661176,72874044
2023-12-15,DII,3566,154,74315,48981,0,18351,0,10839,20,0,7150,0,96252,67124
2023-12-15,FII,70499,55651,283483,236346,8989344,8306767,9030148,8340577,348348,181640,345130,177485,18180081,18185337
2023-12-15,Pro,101172,110210,605769,626892,54944437,46448371,54709188,46466824,3496495,1571287,3475852,1589569,107167531,106978535
2023-12-15,TOTAL,361332,361332,1467973,1467973,101364696,86694050,101364696,86694050,5884381,2332608,5884381,2332608,198105040,198105040
2023-12-18,Client,130005,129366,401295,400687,63772106,57866010,63172398,57942211,1693255,443027,1601558,465408,124305698,123711628
2023-12-18,DII,26,0,44523,42848,0,11167,0,4624,20,0,7080,0,55736,54552
2023-12-18,FII,36954,35760,177462,199289,9796498,8725839,9967890,8827383,259768,131670,262903,122411,19128191,19415636
2023-12-18,Pro,80549,82408,504550,485006,109819752,89654496,110248068,89483294,2757286,1235603,2838788,1222481,204052236,204360045
2023-12-18,TOTAL,247534,247534,1127830,1127830,183388356,156257512,183388356,156257512,4710329,1810300,4710329,1810300,347541861,347541861
2023-12-19,Client,153141,163645,438943,427881,103636870,91799754,103744165,91761232,1797564,483106,1767717,497999,198309378,198362639
2023-12-19,DII,5189,11173,48665,56345,0,14695,0,21000,28,0,8957,0,68577,97475
2023-12-19,FII,50503,36500,179401,188897,15691991,14750341,15575953,14698848,317819,151209,316508,152725,31141264,30969431
2023-12-19,Pro,91038,88553,517834,511720,170058229,149908085,170066972,149991795,2953146,1255680,2975375,1239271,324784012,324873686
2023-12-19,TOTAL,299871,299871,1184843,1184843,289387090,256472875,289387090,256472875,5068557,1889995,5068557,1889995,554303231,554303231
2023-12-20,Client,285624,306344,629246,696337,139122095,150394820,138483872,150622486,2156329,754650,2101210,828387,293342764,293038636
2023-12-20,DII,6870,1688,83194,77004,0,82,0,0,0,0,13095,0,90146,91787
2023-12-20,FII,76400,56359,341806,254930,23042576,26006387,23442436,26270036,468839,249980,473874,245756,50185988,50743391
2023-12-20,Pro,172024,176527,821708,847683,270491753,268345427,270730116,267854194,3992290,2123587,4029279,2054074,545946789,545691873
2023-12-20,TOTAL,540918,540918,1875954,1875954,432656424,444746716,432656424,444746716,6617458,3128217,6617458,3128217,889565687,889565687
2023-12-21,Client,293523,305950,567403,517301,100280109,90107537,100605872,89452392,1494558,619693,1530280,580921,193362823,192992716
2023-12-21,DII,3088,872,74196,96770,0,371,0,351,41,0,5792,0,77696,103785
2023-12-21,FII,79049,74716,321741,351349,14787079,15373499,14806693,15500779,405080,247720,398336,245610,31214168,31377483
2023-12-21,Pro,206255,200377,679339,677259,188373836,175877296,188028459,176405181,3148694,1634404,3113965,1675286,369919824,370100527
2023-12-21,TOTAL,581915,581915,1642679,1642679,303441024,281358703,303441024,281358703,5048373,2501817,5048373,2501817,594574511,594574511
2023-12-22,Client,261525,249341,746138,773342,48609976,47068624,48590043,47206037,1712007,615518,1796311,605540,99013788,99220614
2023-12-22,DII,7285,15266,274321,286021,0,280,0,280,0,0,7625,0,281886,309192
2023-12-22,FII,88183,93007,977515,894672,9773999,9564738,9725003,9504426,407549,237439,406605,225317,21049423,20849030
2023-12-22,Pro,166340,165719,750685,794624,86040855,82160844,86109784,82083743,3403695,1580578,3312710,1602678,174102997,174069258
2023-12-22,TOTAL,523333,523333,2748659,2748659,144424830,138794486,144424830,138794486,5523251,2433535,5523251,2433535,294448094,294448094
2023-12-26,Client,165729,163901,755745,754684,77404971,69459045,77683404,69273364,1557561,588913,1587898,562091,149931964,150025342
2023-12-26,DII,72982,73270,470741,476382,0,1369,0,1369,795,0,1359,0,545887,552380
2023-12-26,FII,81904,90140,1098773,1081393,12672813,11886988,12456346,11789366,225092,110377,221029,114636,26075947,25752910
2023-12-26,Pro,116707,110011,717314,730114,133098268,126415036,133036302,126698339,2970997,1392393,2944159,1414956,264710715,264933881
2023-12-26,TOTAL,437322,437322,3042573,3042573,223176052,207762438,223176052,207762438,4754445,2091683,4754445,2091683,441264513,441264513
2023-12-27,Client,264679,259589,812312,830469,76868681,60609601,77018358,60455083,1363042,497985,1490233,499088,140416300,140552820
2023-12-27,DII,48733,48922,494453,491563,0,0,0,0,2099,0,2129,0,545285,542614
2023-12-27,FII,80875,84199,672129,633763,14397728,12926778,14338755,12782945,130657,70509,125501,73624,28278676,28038787
2023-12-27,Pro,147294,148871,778141,801240,119178221,105124937,119087517,105423288,2659863,1189702,2537798,1185484,229078158,229184198
2023-12-27,TOTAL,541581,541581,2757035,2757035,210444630,178661316,210444630,178661316,4155661,1758196,4155661,1758196,398318419,398318419
2023-12-28,Client,314613,285155,931399,1018242,119136247,109501693,118579571,108894070,1115558,371826,1230196,387635,231371336,230394869
2023-12-28,DII,15251,17840,602999,606941,0,2360,0,0,12786,0,1950,0,633396,626731
2023-12-28,FII,65609,73094,556419,464123,19872870,21503807,20555925,22272372,21221,14019,21378,29886,42033945,43416778
2023-12-28,Pro,164093,183477,969930,971441,214587875,234366675,214461496,234208093,1958199,900465,1854240,868789,452947237,452547536
2023-12-28,TOTAL,559566,559566,3060747,3060747,353596992,365374535,353596992,365374535,3107764,1286310,3107764,1286310,726985914,726985914
2023-12-29,Client,146448,144222,442236,409863,28412119,27704934,28494994,27904280,1031832,291000,955948,314410,58028569,58223717
2023-12-29,DII,4208,13457,23535,56873,0,10946,0,0,0,0,10434,0,38689,80764
2023-12-29,FII,44284,41833,185567,203709,6253441,5967457,6069380,5810527,144385,79893,154434,76634,12675027,12356517
2023-12-29,Pro,90213,85641,487661,468554,40629086,34624435,40730272,34592965,1733376,839506,1788777,819355,78404277,78485564
2023-12-29,TOTAL,285153,285153,1138999,1138999,75294646,68307772,75294646,68307772,2909593,1210399,2909593,1210399,149146562,149146562
2024-01-01,Client,143537,139076,378685,366285,55397911,46331493,55368706,46413235,885790,237716,831165,254401,103375132,103372868
2024-01-01,DII,0,4427,17307,25222,0,200,0,0,0,0,19619,0,17507,49268
2024-01-01,FII,24872,27604,97768,115247,9521041,8523181,9363797,8371717,120538,66836,129691,69795,18354236,18077851
2024-01-01,Pro,85810,83112,383000,370006,83900519,67154116,84086968,67224038,1435566,664618,1461419,644974,153623629,153870517
2024-01-01,TOTAL,254219,254219,876760,876760,148819471,122008990,148819471,122008990,2441894,969170,2441894,969170,275370504,275370504
2024-01-02,Client,205756,189189,459463,463602,84689846,89010191,84141961,89001480,1026694,321262,967112,338874,175713212,175102218
2024-01-02,DII,28,14565,26218,28995,0,10645,0,0,0,0,27515,0,36891,71075
2024-01-02,FII,46855,48747,242748,240469,13981725,15820869,14225451,16020959,162985,90143,167611,90772,30345325,30794009
2024-01-02,Pro,129282,129420,529638,525001,154016851,150816796,154321010,150636062,1822118,873839,1849559,855598,308188524,308316650
2024-01-02,TOTAL,381921,381921,1258067,1258067,252688422,255658501,252688422,255658501,3011797,1285244,3011797,1285244,514283952,514283952
2024-01-03,Client,174853,163674,474309,452949,131949380,127630791,131885577,126982160,1168100,375422,1107057,389000,261772855,260980417
2024-01-03,DII,33,6433,35979,44430,0,11459,0,10000,84,0,18517,0,47555,79380
2024-01-03,FII,45517,54384,231354,270589,24360932,24671442,24905015,25311818,187918,104349,193861,102092,49601512,50837759
2024-01-03,Pro,114621,110533,542975,516649,244951011,229329867,244470731,229339581,2100540,1071918,2137207,1060597,478110932,477635298
2024-01-03,TOTAL,335024,335024,1284617,1284617,401261323,381643559,401261323,381643559,3456642,1551689,3456642,1551689,789532854,789532854
2024-01-04,Client,171466,172289,425605,410964,76417598,69880954,76518571,69062429,1118541,340599,1106105,323563,148354763,147593921
2024-01-04,DII,275,814,31812,52994,0,2368,0,0,0,430,17992,0,34885,71800
2024-01-04,FII,33610,32141,201995,210891,10342423,9658873,10699934,10157451,164362,86374,161266,87058,20487637,21348741
2024-01-04,Pro,98150,98257,472707,457270,107374223,103321556,106915739,103643871,1914821,889130,1912361,905912,214070587,213933410
2024-01-04,TOTAL,303501,303501,1132119,1132119,194134244,182863751,194134244,182863751,3197724,1316533,3197724,1316533,382947872,382947872
2024-01-05,Client,184693,188357,459772,471002,37534438,35976231,37682206,36381467,1202774,344413,1151117,365976,75702321,76240125
2024-01-05,DII,1131,0,43008,33631,0,570,0,0,5,236,14986,0,44950,48617
2024-01-05,FII,39443,35257,218100,220384,8754997,8538798,8683399,8317493,200905,111976,210509,109504,17864219,17576546
2024-01-05,Pro,115404,117057,520864,516727,55114318,50898011,55038148,50714650,1980815,964831,2007887,945976,109594243,109340445
2024-01-05,TOTAL,340671,340671,1241744,1241744,101403753,95413610,101403753,95413610,3384499,1421456,3384499,1421456,203205733,203205733
2024-01-08,Client,198245,199515,378140,363421,66177586,69892849,65277224,69693535,943321,330151,859540,350934,137920292,136744169
2024-01-08,DII,25,1040,38328,27337,0,5914,0,0,298,0,3933,0,44565,32310
2024-01-08,FII,42266,59537,210454,252118,12257940,12827866,12529121,13101644,197726,106149,205632,107294,25642401,26255346
2024-01-08,Pro,134182,114626,452596,436642,116029687,114460016,116658868,114391466,1684635,884920,1756875,862992,233646036,234221469
2024-01-08,TOTAL,374718,374718,1079518,1079518,194465213,197186645,194465213,197186645,2825980,1321220,2825980,1321220,397253294,397253294
2024-01-09,Client,214098,224569,372808,376150,104122347,103316067,104095955,103334118,1053535,386748,1052077,373903,209465603,209456772
2024-01-09,DII,5000,5015,32941,31079,0,28,0,0,32,0,839,0,38001,36933
2024-01-09,FII,48816,33910,212730,202317,17971332,17985845,17923616,18005684,223389,128718,228268,131124,36570830,36524919
2024-01-09,Pro,129240,133660,440248,449181,184222755,187209857,184296863,187171995,1906252,1008071,1902024,1018510,374916423,374972233
2024-01-09,TOTAL,397154,397154,1058727,1058727,306316434,308511797,306316434,308511797,3183208,1523537,3183208,1523537,620990857,620990857
2024-01-10,Client,174523,168428,367180,333326,131499945,131478842,131255088,130691091,990750,371942,984817,354999,264883182,263787749
2024-01-10,DII,2000,1582,24060,47281,0,0,0,4,13,0,6802,0,26073,55669
2024-01-10,FII,36708,44609,186797,202367,26236189,27836829,26740603,28276677,227804,123344,232587,125106,54647671,55621949
2024-01-10,Pro,108269,106881,422610,417673,241987077,247648155,241727520,247996054,1795612,891187,1789973,906368,492852910,492944469
2024-01-10,TOTAL,321500,321500,1000647,1000647,399723211,406963826,399723211,406963826,3014179,1386473,3014179,1386473,812409836,812409836
2024-01-11,Client,126545,125264,406478,406265,78688375,76657012,78147648,76438740,1358907,521608,1330897,490060,157758925,156938874
2024-01-11,DII,0,7300,54138,55375,0,4,0,0,447,0,5990,0,54589,68665
2024-01-11,FII,35129,34496,236845,215249,12170456,12886639,12551758,13226555,246516,153818,251586,153417,25729403,26433061
2024-01-11,Pro,85265,79879,479052,499624,118992443,127278007,119151868,127156367,2276219,1164684,2293616,1196633,250275670,250377987
2024-01-11,TOTAL,246939,246939,1176513,1176513,209851274,216821662,209851274,216821662,3882089,1840110,3882089,1840110,433818587,433818587
2024-01-12,Client,196738,198427,410811,417368,35347105,28309701,35659487,28183112,1491347,571698,1512020,533176,66327400,66503590
2024-01-12,DII,100,230,42865,44269,0,6930,0,0,1240,0,3212,0,51135,47711
2024-01-12,FII,32741,32742,242532,230614,8220956,7221315,8050105,7126012,304311,176763,305706,180880,16198618,15926059
2024-01-12,Pro,119362,117542,491583,495540,47683364,42317334,47541833,42546156,2510860,1283485,2486820,1317890,94405988,94505781
2024-01-12,TOTAL,348941,348941,1187791,1187791,91251425,77855280,91251425,77855280,4307758,2031946,4307758,2031946,176983141,176983141
2024-01-15,Client,145183,154090,385669,388770,64039232,52889018,63849544,52449651,1511780,500631,1466067,484763,119471513,118792885
2024-01-15,DII,1280,4454,43802,41401,0,300,0,358,57,0,4283,0,45439,50496
2024-01-15,FII,40304,25228,222647,221929,11207624,9851528,11209514,9905349,292771,183359,299296,183755,21798233,21845071
2024-01-15,Pro,86739,89734,488398,488416,88837806,85415743,89025604,85801231,2455803,1263177,2490765,1278649,178547666,179174399
2024-01-15,TOTAL,273506,273506,1140516,1140516,164084662,148156589,164084662,148156589,4260411,1947167,4260411,1947167,319862851,319862851
2024-01-16,Client,140032,142735,413524,420635,85196210,82017133,84900399,82324472,1508849,473481,1438833,501670,169749229,169728744
2024-01-16,DII,269,39,51710,39973,0,0,0,2500,17,0,3864,0,51996,46376
2024-01-16,FII,37469,39565,231411,241208,14536008,14629846,14630033,14594352,325167,183342,327061,177287,29943243,30009506
2024-01-16,Pro,95412,90843,516035,510864,135875338,139358447,136077124,139084102,2516959,1257298,2581234,1235164,279619489,279579331
2024-01-16,TOTAL,273182,273182,1212680,1212680,235607556,236005426,235607556,236005426,4350992,1914121,4350992,1914121,479363957,479363957
2024-01-17,Client,403088,330003,530186,466089,117320800,137199698,116380628,137262057,1409163,615191,1327158,680538,257478126,256446473
2024-01-17,DII,268,1668,86397,108550,0,21,0,7500,2187,0,12519,430,88873,130667
2024-01-17,FII,82335,141280,300673,380177,26067585,29771049,26409458,30083380,332356,218873,335992,206317,56772871,57556604
2024-01-17,Pro,273650,286390,689836,652276,255092242,243960154,255690541,243577985,2762146,1644822,2830183,1591601,504422850,504628976
2024-01-17,TOTAL,759341,759341,1607092,1607092,398480627,410930922,398480627,410930922,4505852,2478886,4505852,2478886,818762720,818762720
2024-01-18,Client,329352,293491,603835,545684,89899184,90739037,89771391,90207600,1451350,665976,1428413,658001,183688734,182904580
2024-01-18,DII,175,1442,102508,128334,0,843,0,6054,692,978,14526,0,105196,150356
2024-01-18,FII,89378,114691,324864,351229,17638287,18057220,17844475,18282095,365990,231071,363464,229511,36706810,37185465
2024-01-18,Pro,210242,219523,728623,734583,168877950,176090029,168799555,176391380,3099745,1717975,3111374,1728488,350724564,350984903
2024-01-18,TOTAL,629147,629147,1759830,1759830,276415421,284887129,276415421,284887129,4917777,2616000,4917777,2616000,571225304,571225304
2024-01-19,Client,206425,198395,544945,554622,27356947,26484753,27310291,26513087,1696082,621798,1747848,599144,56910950,56923387
2024-01-19,DII,793,3021,98076,103095,0,0,0,1514,196,0,3658,0,99065,111288
2024-01-19,FII,52164,63745,411845,352347,6598045,7331227,6585405,7313634,352904,215793,348697,213031,14961978,14876859
2024-01-19,Pro,153896,148117,624427,669229,38889130,38954830,38948426,38942575,3097977,1513168,3046956,1538584,83233428,83293887
2024-01-19,TOTAL,413278,413278,1679293,1679293,72844122,72770810,72844122,72770810,5147159,2350759,5147159,2350759,155205421,155205421
2024-01-23,Client,356764,352370,978254,1021607,84597483,96226519,84297868,96160284,1718828,825425,1697348,866560,184703273,184396037
2024-01-23,DII,52409,50048,511645,475585,0,1847,0,2894,2339,0,1400,0,568240,529927
2024-01-23,FII,117301,113566,1632592,1623508,17842268,18533362,17835337,18569526,378787,272329,379093,268357,38776639,38789387
2024-01-23,Pro,257428,267918,1150201,1151992,200235358,174104851,200541904,174133875,3732175,2034718,3754288,1997555,381514731,381847532
2024-01-23,TOTAL,783902,783902,4272692,4272692,302675109,288866579,302675109,288866579,5832129,3132472,5832129,3132472,605562883,605562883
2024-01-24,Client,385238,396347,1053081,1035229,73562435,72414901,73642162,72188927,1261263,604409,1443291,563239,149281327,149269195
2024-01-24,DII,53535,58475,551555,610718,0,38,0,8000,3801,7,2197,0,608936,679390
2024-01-24,FII,180574,170301,1257529,1183512,16218485,16225160,16246038,16287924,199509,143618,196111,144058,34224875,34227944
2024-01-24,Pro,304264,298488,1189960,1222666,131315116,120623140,131207836,120778388,3003133,1415612,2826107,1456349,257851225,257789834
2024-01-24,TOTAL,923611,923611,4052125,4052125,221096036,209263239,221096036,209263239,4467706,2163646,4467706,2163646,441966363,441966363
2024-01-25,Client,419260,366385,1114449,1014836,111352063,110007852,111491657,110090459,968725,470213,1077060,474678,224332562,224515075
2024-01-25,DII,38175,35739,701657,706572,0,5516,0,3643,6330,40,261,0,751718,746215
2024-01-25,FII,102181,187339,737853,885367,25795195,26905602,25987648,27053073,30279,26845,35172,35422,53597955,54184021
2024-01-25,Pro,277570,247723,1240652,1187836,280381203,234538403,280049156,234310198,1913832,1007765,1806673,994763,519359425,518596349
2024-01-25,TOTAL,837186,837186,3794611,3794611,417528461,371457373,417528461,371457373,2919166,1504863,2919166,1504863,798041660,798041660
2024-01-29,Client,252999,245995,457173,508376,63520896,54337513,63431883,54023275,1046569,362270,1043551,348349,119977420,119601429
2024-01-29,DII,152,5142,39701,65292,0,990,0,0,0,0,16944,0,40843,87378
2024-01-29,FII,70812,62557,358057,260874,11803912,10720937,11889814,10858325,221320,128097,223624,124222,23303135,23419416
2024-01-29,Pro,179906,190175,560794,581183,104079421,95618230,104082532,95796070,1901063,854002,1884833,871798,203193416,203406591
2024-01-29,TOTAL,503869,503869,1415725,1415725,179404229,160677670,179404229,160677670,3168952,1344369,3168952,1344369,346514814,346514814
2024-01-30,Client,198491,185778,461522,442994,85693352,87125967,85143095,87201098,976106,361984,903473,389375,174817422,174265813
2024-01-30,DII,1761,1500,37555,56345,0,3177,0,0,42,0,15718,7,42535,73570
2024-01-30,FII,31083,31919,259036,261469,14607927,15558083,14942391,15763282,198158,123284,207607,120084,30777571,31326752
2024-01-30,Pro,133499,145637,537563,534868,152578864,147299546,152794657,147022393,1699266,877454,1746774,853256,303126192,303097585
2024-01-30,TOTAL,364834,364834,1295676,1295676,252880143,249986773,252880143,249986773,2873572,1362722,2873572,1362722,508763720,508763720
2024-01-31,Client,212560,235399,420992,459123,152749924,131909622,152267254,131104144,998431,366635,1000771,346217,286658164,285412908
2024-01-31,DII,6000,1547,45719,60363,0,3000,0,38,5,0,5660,0,54724,67608
2024-01-31,FII,55396,42791,315543,256883,27647558,25497432,28004821,25948447,211691,114141,216571,118659,53841761,54588172
2024-01-31,Pro,163502,157721,545667,551552,269018961,258999560,269144368,259356985,1787948,857623,1775073,873523,531373261,531859222
2024-01-31,TOTAL,437458,437458,1327921,1327921,449416443,416409614,449416443,416409614,2998075,1338399,2998075,1338399,871927910,871927910
2024-02-01,Client,237931,244561,491664,468905,90551726,73126888,90188717,72957147,1198409,408421,1098903,409755,166015039,165367988
2024-02-01,DII,2503,528,59919,61337,0,0,0,0,5,0,34835,0,62427,96700
2024-02-01,FII,51389,44378,286286,309971,18066147,16614030,18248425,16865164,233957,129530,237839,126453,35381339,35832230
2024-02-01,Pro,200639,202995,619830,617486,154451530,132364363,154632261,132282970,2059331,1002898,2120125,1004641,290698591,290860478
2024-02-01,TOTAL,492462,492462,1457699,1457699,263069403,222105281,263069403,222105281,3491702,1540849,3491702,1540849,492157396,492157396
2024-02-02,Client,311740,306642,523006,563609,38174370,35621400,38171309,35655753,1234653,479406,1248788,460855,76344575,76406956
2024-02-02,DII,15,1342,46666,64114,0,0,0,26,20,0,18828,0,46701,84310
2024-02-02,FII,48407,42964,339051,255175,9568453,9590291,9575038,9671203,246548,156657,241439,158101,19949407,19943920
2024-02-02,Pro,221485,230699,610656,636481,55304157,54080231,55300633,53964940,2184738,1079370,2156904,1096477,113480637,113386134
2024-02-02,TOTAL,581647,581647,1519379,1519379,103046980,99291922,103046980,99291922,3665959,1715433,3665959,1715433,209821320,209821320
2024-02-05,Client,195345,200515,480876,476124,60564027,58994833,60240065,58903009,1184766,473012,1110266,478275,121892859,121408254
2024-02-05,DII,4,43,54379,38196,0,0,0,0,0,0,15413,0,54383,53652
2024-02-05,FII,43952,31053,267679,282029,12331312,12352281,12487101,12457716,253052,162164,253719,160204,25410440,25671822
2024-02-05,Pro,151449,159139,586453,593038,95860873,102598990,96029046,102585379,2013859,1086332,2072279,1083029,202297956,202521910
2024-02-05,TOTAL,390750,390750,1389387,1389387,168756212,173946104,168756212,173946104,3451677,1721508,3451677,1721508,349655638,349655638
2024-02-06,Client,159250,175195,411159,397140,90764851,83039130,90876488,82652848,1203687,419295,1207618,397145,175997372,175706434
2024-02-06,DII,89,42,48563,56726,0,0,0,0,0,0,6686,0,48652,63454
2024-02-06,FII,40973,39250,235198,254027,14929884,14467180,14959320,14611842,242117,132356,236314,134419,30047708,30235172
2024-02-06,Pro,131653,117478,509368,496395,159660868,149571442,159519795,149813062,1983813,881690,1978999,901777,312738834,312827506
2024-02-06,TOTAL,331965,331965,1204288,1204288,265355603,247077752,265355603,247077752,3429617,1433341,3429617,1433341,518832566,518832566
2024-02-07,Client,167666,161289,442333,404297,122754010,114460146,122713445,114361315,1207552,381679,1152406,395507,239413386,239188259
2024-02-07,DII,2049,4,42074,46840,0,0,0,0,24,0,15402,0,44147,62246
2024-02-07,FII,40061,60137,240536,292101,22724708,22755014,22823714,22864565,222571,125308,228357,123826,46108198,46392700
2024-02-07,Pro,127861,116207,524401,506106,232867029,209529667,232808588,209518947,1982921,938490,2016903,926144,445970369,445892895
2024-02-07,TOTAL,337637,337637,1249344,1249344,378345747,346744827,378345747,346744827,3413068,1445477,3413068,1445477,731536100,731536100
2024-02-08,Client,274557,265812,529927,469889,90324136,90747377,89999991,90813457,1374770,492016,1302290,514700,183742783,183366139
2024-02-08,DII,5544,8,57022,58746,0,0,0,0,2517,0,11064,0,65083,69818
2024-02-08,FII,52874,65283,276354,357623,16228828,18762016,16437537,18867134,304740,187061,316638,188483,35811873,36232698
2024-02-08,Pro,202319,204191,605714,582759,154585580,166972868,154701016,166801670,2249301,1183783,2301336,1159677,325799565,325750649
