date,open,high,low,close,bars,first15_open,first15_close,first15_high,first15_low,first30_close,first30_high,first30_low,first60_close,first60_high,first60_low,prev_close,gap_pct,oc_ret_pct,cc_ret_pct,first15_ret_pct,first30_ret_pct,first60_ret_pct,first15_range_pct,day_range_pct,oc_ret_sign,cc_ret_sign,first15_ret_sign,first30_ret_sign,first60_ret_sign
2017-05-02,9337.93,9352.55,9269.9,9317.75,25,9337.93,9337.65,9343.5,9322.1,9340.85,9344.45,9322.1,9345.75,9352.55,9322.1,9303.7,0.3679181400947963,-0.21610785259688486,0.15101518750603815,-0.002998523227317562,0.03127031365623937,0.0837444701341701,0.22917284665873094,0.8850998026329138,DOWN,UP,FLAT,FLAT,FLAT
2017-05-03,9346.54,9347.2,9298.4,9303.85,25,9346.54,9336.05,9347.2,9322.1,9326.35,9347.2,9322.1,9329.85,9347.2,9313.1,9317.75,0.3089801722518942,-0.456746560759388,-0.14917764481768278,-0.1122340459678298,-0.21601576626217303,-0.17856875378482848,0.26854857519467484,0.5221183453984157,DOWN,DOWN,DOWN,DOWN,DOWN
2017-05-04,9355.74,9365.65,9323.25,9357.35,25,9355.74,9349.05,9362.1,9341.25,9350.45,9362.1,9341.25,9349.7,9362.1,9341.25,9303.85,0.5577261026349244,0.017208686859623953,0.5750307668330852,-0.07150690378313751,-0.05654282825301958,-0.06455929728700299,0.22285783914474283,0.4531977160545252,FLAT,UP,FLAT,FLAT,FLAT
2017-05-05,9376.96,9377.11,9272.0,9277.25,25,9376.96,9334.95,9377.11,9321.35,9325.2,9377.11,9320.3,9324.25,9377.11,9315.05,9357.35,0.20956787979501423,-1.0633510220796414,-0.856011584476378,-0.44801300208168104,-0.5519912636931202,-0.5621224789270631,0.5946490120465505,1.1209389823567615,DOWN,DOWN,DOWN,DOWN,DOWN
2017-05-08,9311.54,9338.7,9297.95,9310.75,25,9311.54,9305.9,9317.65,9302.0,9308.1,9317.65,9297.95,9318.8,9324.2,9297.95,9277.25,0.3696138403082904,-0.00848409607863869,0.36109838583632003,-0.06057000238415167,-0.036943405709479946,0.07796776902637371,0.16807101725385526,0.4376290065875247,FLAT,UP,FLAT,FLAT,FLAT
2017-05-09,9340.15,9341.9,9307.7,9317.35,25,9340.15,9327.3,9341.9,9317.4,9314.5,9341.9,9308.1,9319.0,9341.9,9307.7,9310.75,0.31576403619471727,-0.24410742868154445,0.07088580404371682,-0.1375780902876331,-0.2746208572667424,-0.22644175950064654,0.26230842117096625,0.36616114302231667,DOWN,FLAT,DOWN,DOWN,DOWN
2017-05-10,9339.83,9414.75,9336.0,9409.85,25,9339.83,9356.85,9359.4,9336.0,9359.35,9366.55,9336.0,9382.2,9390.15,9336.0,9317.35,0.24127031827718784,0.7496924462222593,0.9927715498505476,0.1822302975536004,0.2089973800379711,0.4536485139451232,0.25053989205370586,0.8431630982576771,UP,UP,UP,UP,UP
2017-05-11,9447.74,9450.8,9411.3,9412.4,25,9447.74,9435.25,9450.8,9426.85,9433.45,9450.8,9426.85,9438.55,9450.8,9426.65,9409.85,0.4026631667879872,-0.3740577111563204,0.027099263006310114,-0.13220092847601417,-0.15125310391690558,-0.09727194016770688,0.2534997787830625,0.418089405508619,DOWN,FLAT,DOWN,DOWN,FLAT
2017-05-12,9436.03,9437.75,9372.55,9408.6,25,9436.03,9418.45,9437.75,9408.95,9397.55,9437.75,9396.35,9407.95,9437.75,9384.05,9412.4,0.2510518040032406,-0.2906942856264794,-0.04037227487143845,-0.18630716519553164,-0.4077986186987682,-0.2975827758071978,0.3052131033919908,0.6909685535124488,DOWN,FLAT,DOWN,DOWN,DOWN
2017-05-15,9432.27,9449.25,9423.1,9445.95,25,9432.27,9433.2,9443.55,9426.7,9428.65,9443.55,9425.45,9437.4,9443.55,9423.1,9408.6,0.2515783432179078,0.14503401620182935,0.3969772335948001,0.009859768645302679,-0.03837888440429292,0.05438775607567637,0.17864204480998258,0.2772397312629901,UP,UP,FLAT,FLAT,FLAT
2017-05-16,9461.08,9517.2,9456.3,9510.05,25,9461.08,9482.0,9486.15,9456.3,9486.15,9492.6,9456.3,9469.75,9492.6,9456.3,9445.95,0.1601744663056569,0.517594185864609,0.6785977058951036,0.22111640531525018,0.26498031937156974,0.09163858671525948,0.3155030926701852,0.6436897267542548,UP,UP,UP,UP,FLAT
2017-05-17,9517.18,9532.6,9486.1,9517.5,25,9517.18,9499.65,9521.0,9489.75,9505.55,9521.0,9489.75,9514.2,9521.0,9489.75,9510.05,0.07497331770075888,0.0033623405252365614,0.0783381790842396,-0.18419321689828977,-0.12220006346418812,-0.031311796141289365,0.32835356691793155,0.4885901075738821,FLAT,FLAT,DOWN,DOWN,FLAT
2017-05-18,9461.58,9489.1,9418.1,9422.45,25,9461.58,9487.15,9489.1,9448.7,9479.5,9489.1,9448.7,9465.35,9489.1,9448.7,9517.5,-0.5875492513790394,-0.4135672900297751,-0.998686629892296,0.27025084605319316,0.1893975424823346,0.039845353524468816,0.4269899953284719,0.7504032096119253,DOWN,DOWN,UP,UP,FLAT
2017-05-19,9471.18,9505.75,9390.75,9434.95,25,9471.18,9478.65,9492.1,9465.15,9491.4,9497.65,9465.15,9493.6,9505.75,9465.15,9422.45,0.5171691014545002,-0.3825288929151337,0.1326618873010735,0.07887084819419908,0.21348976579475148,0.2367181280474035,0.2845474375949008,1.2142098450245904,DOWN,UP,FLAT,UP,UP
2017-05-22,9488.45,9498.65,9427.85,9439.3,25,9488.45,9472.2,9498.65,9466.95,9473.3,9498.65,9457.1,9457.45,9498.65,9452.6,9434.95,0.5670406308459504,-0.5179981978089303,0.04610517278839363,-0.17126084871607059,-0.15966780664915192,-0.32671300370450385,0.3340903941107231,0.7461703439444721,DOWN,FLAT,DOWN,DOWN,DOWN
2017-05-23,9447.29,9448.05,9370.0,9379.45,25,9447.29,9408.35,9448.05,9401.1,9402.5,9448.05,9394.65,9394.65,9448.05,9374.2,9439.3,0.0846461072325448,-0.7180895262027538,-0.6340512538005842,-0.41218169443301206,-0.47410421401270486,-0.557196825756394,0.4969679135498,0.8261628466999453,DOWN,DOWN,DOWN,DOWN,DOWN
2017-05-24,9412.93,9431.9,9341.65,9370.0,25,9412.93,9411.3,9416.0,9386.3,9398.1,9416.0,9386.3,9408.45,9416.0,9386.3,9379.45,0.3569505674639724,-0.4560747822410269,-0.10075217630032386,-0.017316605987731968,-0.15754924343429652,-0.0475941072545909,0.31552343425480406,0.9587875401176891,DOWN,DOWN,FLAT,DOWN,FLAT
2017-05-25,9385.34,9523.3,9379.2,9500.85,25,9385.34,9385.05,9397.05,9379.65,9407.95,9407.95,9379.2,9399.8,9410.3,9379.2,9370.0,0.16371398078975608,1.2307492323133762,1.3964781216648918,-0.0030899253516747725,0.2409076282798554,0.15407007098303446,0.1853955210999243,1.5353732523275507,UP,UP,FLAT,UP,UP
2017-05-26,9507.14,9604.95,9495.4,9581.25,25,9507.14,9530.5,9534.75,9495.4,9536.65,9542.05,9495.4,9541.7,9547.1,9495.4,9500.85,0.06620460274606013,0.7795193927932121,0.8462400732565994,0.24571006632910197,0.310398290127212,0.36351626251429253,0.41389944820419566,1.152291856436332,UP,UP,UP,UP,UP
2017-05-29,9563.29,9637.75,9547.7,9598.4,25,9563.29,9616.75,9619.25,9547.7,9613.15,9622.3,9547.7,9563.4,9622.3,9547.7,9581.25,-0.1874494455316282,0.3671330682223248,0.17899543378995053,0.5590126410471619,0.5213686921550926,0.001150231771689064,0.7481734842297919,0.9416215549251279,UP,UP,UP,UP,FLAT
2017-05-30,9591.93,9635.25,9581.2,9625.75,25,9591.93,9602.5,9607.4,9581.2,9618.05,9620.05,9581.2,9606.1,9631.6,9581.2,9598.4,-0.06740706784463395,0.3525880610054463,0.28494332388731836,0.11019680085238018,0.2723122458149609,0.14772835081156838,0.2731462802584976,0.5634945209149699,UP,UP,UP,UP,UP
2017-05-31,9636.84,9649.6,9609.25,9625.6,25,9636.84,9624.05,9640.91,9610.8,9623.1,9640.91,9610.8,9626.15,9640.91,9610.8,9625.75,0.11521180167779285,-0.1166357436670089,-0.0015583201308951116,-0.13271985422608318,-0.14257785747194912,-0.11092847862992962,0.3124468186667059,0.41870571681173874,DOWN,FLAT,DOWN,DOWN,DOWN
2017-06-01,9601.98,9634.65,9589.9,9616.5,25,9601.98,9611.05,9630.75,9598.45,9626.6,9630.75,9598.45,9617.35,9630.75,9598.45,9625.6,-0.2453873005319232,0.15121881112021102,-0.09453956117021654,0.09445968435676505,0.25640544970933915,0.16007115199157673,0.3363889531117465,0.4660497105805261,UP,FLAT,FLAT,UP,UP
2017-06-02,9655.56,9673.5,9637.45,9641.5,25,9655.56,9657.6,9673.5,9651.8,9649.1,9673.5,9645.25,9638.6,9673.5,9637.45,9616.5,0.4061768834815109,-0.1456155831458713,0.2599698434981542,0.02112772330140223,-0.06690445712106939,-0.17565009176059312,0.22474097825502332,0.3733600122623574,DOWN,UP,FLAT,FLAT,DOWN
2017-06-05,9655.65,9687.2,9640.7,9677.45,25,9655.65,9653.45,9662.7,9640.7,9655.6,9662.7,9640.7,9663.25,9670.7,9640.7,9641.5,0.14676139604832894,0.22577454650905007,0.3728672924337575,-0.022784587262368754,-0.0005178315286829204,0.07871039236095306,0.22784587262380057,0.4815833216821239,UP,UP,FLAT,FLAT,FLAT
2017-06-06,9704.73,9709.3,9630.2,9637.85,25,9704.73,9686.7,9709.3,9678.65,9655.25,9709.3,9654.6,9666.75,9709.3,9652.55,9677.45,0.2818924406739258,-0.68914848738707,-0.40919870420410714,-0.1857856941924076,-0.509854473025005,-0.3913555554868561,0.3158253758734106,0.8150664675884702,DOWN,DOWN,DOWN,DOWN,DOWN
2017-06-07,9662.61,9678.55,9630.55,9661.6,25,9662.61,9659.5,9666.4,9647.95,9662.2,9666.4,9647.95,9675.85,9676.1,9647.95,9637.85,0.2569037700317002,-0.010452662375902765,0.24642425437208507,-0.03218592078124422,-0.004243159974373948,0.13702301966031727,0.1909421988468841,0.49676019212200423,FLAT,UP,FLAT,FLAT,UP
2017-06-08,9684.46,9688.7,9641.5,9642.35,25,9684.46,9674.55,9688.7,9670.5,9647.65,9688.7,9645.5,9657.5,9688.7,9643.05,9661.6,0.2366067732052534,-0.43482032038955987,-0.19924236151362096,-0.10232888565805275,-0.38009346933127397,-0.27838413293047964,0.18792994136999616,0.4873787490474506,DOWN,DOWN,DOWN,DOWN,DOWN
2017-06-09,9637.34,9676.25,9608.15,9666.8,25,9637.34,9636.2,9640.66,9615.3,9615.3,9644.1,9614.7,9624.95,9644.1,9608.15,9642.35,-0.051958288176639694,0.30568600879494884,0.25356889140094385,-0.011828990157028992,-0.22869380970268635,-0.12856244565408523,0.263143149458259,0.7066265172755175,UP,UP,FLAT,DOWN,DOWN
2017-06-12,9649.93,9649.97,9598.5,9618.05,25,9649.93,9634.1,9649.97,9622.9,9630.9,9649.97,9622.9,9621.95,9649.97,9606.35,9666.8,-0.17451483427813735,-0.33036509073123865,-0.5043033889187736,-0.16404264072381797,-0.1972035030305987,-0.2899502897948437,0.2805201695763566,0.5333717446654985,DOWN,DOWN,DOWN,DOWN,DOWN
2017-06-13,9613.62,9654.1,9595.4,9596.8,25,9613.62,9641.45,9642.05,9612.96,9638.3,9646.75,9612.96,9632.95,9646.75,9612.96,9618.05,-0.046059232380768166,-0.17496010867916068,-0.22093875577689864,0.2894851263103797,0.25671911309161866,0.20106890016455742,0.3025915315978803,0.6105920558540979,DOWN,DOWN,UP,UP,UP
2017-06-14,9621.95,9627.4,9580.45,9615.25,25,9621.95,9606.1,9627.4,9594.75,9606.25,9627.4,9594.75,9599.45,9627.4,9585.15,9596.8,0.2620665221740732,-0.06963245495976103,0.1922515838612947,-0.16472752404658478,-0.1631685884877881,-0.23384033382006764,0.3393283066322277,0.48794682990452976,FLAT,UP,DOWN,DOWN,DOWN
2017-06-15,9618.02,9621.4,9560.8,9574.1,25,9618.02,9603.0,9621.4,9599.1,9605.1,9621.4,9589.4,9604.85,9621.4,9589.4,9615.25,0.028808403317650985,-0.456642843329501,-0.42796599152387754,-0.15616519824247024,-0.13433118250949855,-0.13693047009675663,0.23185645278341352,0.6300673111513634,DOWN,DOWN,DOWN,DOWN,DOWN
2017-06-16,9595.47,9615.85,9565.5,9577.1,25,9595.47,9597.65,9608.15,9593.7,9595.9,9608.15,9592.95,9609.65,9610.7,9592.95,9574.1,0.22320635882222853,-0.19144450454223694,0.0313345379722376,0.022719053886889242,0.004481281271269579,0.1477780661082812,0.15059189388324815,0.5247267721122609,DOWN,FLAT,FLAT,FLAT,UP
2017-06-19,9624.02,9673.3,9614.9,9654.85,25,9624.02,9637.5,9638.75,9621.6,9631.45,9638.75,9621.6,9623.1,9638.75,9614.9,9577.1,0.48991866013720303,0.32034430518639745,0.8118323918513954,0.14006620933871256,0.07720266582987452,-0.009559414880684711,0.17819996217796344,0.6068150315564559,UP,UP,UP,FLAT,FLAT
2017-06-20,9674.77,9676.5,9643.75,9651.05,25,9674.77,9667.0,9674.92,9655.6,9665.35,9674.92,9655.6,9668.0,9674.92,9655.6,9654.85,0.20632117536782107,-0.24517378707712084,-0.03935845714849108,-0.08031198674490904,-0.09736665574478848,-0.0699758237146768,0.19969466974408392,0.33850933924010596,DOWN,FLAT,FLAT,FLAT,FLAT
2017-06-21,9648.38,9650.45,9608.6,9636.65,25,9648.38,9627.35,9650.45,9622.65,9617.5,9650.45,9609.35,9624.4,9650.45,9609.35,9651.05,-0.027665383559302596,-0.12157481359564574,-0.14920656301645557,-0.21796405199628163,-0.3200537292270744,-0.24853913299434272,0.28813127177827874,0.4337515728028992,DOWN,DOWN,DOWN,DOWN,DOWN
2017-06-22,9646.64,9698.85,9617.75,9622.3,25,9646.64,9668.75,9672.1,9642.45,9665.1,9672.1,9642.45,9668.8,9672.1,9642.45,9636.65,0.10366673065847345,-0.25231583224832843,-0.1489106691640805,0.22919897497989541,0.19136196644635797,0.22971729016527886,0.30736090493684476,0.8407072307041661,DOWN,DOWN,UP,UP,UP
2017-06-23,9642.4,9647.65,9565.3,9575.5,25,9642.4,9616.05,9647.65,9614.3,9605.3,9647.65,9600.4,9598.75,9647.65,9585.1,9622.3,0.20888976647995142,-0.6938106695428486,-0.4863702025503183,-0.2732722143864636,-0.38475898116651835,-0.4526881274371488,0.3458682485688248,0.8540404878453536,DOWN,DOWN,DOWN,DOWN,DOWN
2017-06-27,9592.81,9615.4,9473.45,9509.35,25,9592.81,9595.2,9615.4,9587.95,9558.35,9615.4,9557.95,9545.0,9615.4,9535.05,9575.5,0.18077384992950227,-0.8700266136825303,-0.6908255443579931,0.024914493250687102,-0.35922737967289176,-0.49839410975511345,0.2861518157870208,1.4797541075034208,DOWN,DOWN,FLAT,DOWN,DOWN
2017-06-28,9523.35,9523.38,9474.35,9492.65,25,9523.35,9513.9,9523.38,9479.8,9499.05,9523.38,9479.8,9498.6,9523.38,9479.8,9509.35,0.1472235221124472,-0.3223655541379948,-0.17561662994842683,-0.09922978783727078,-0.25516231158154523,-0.25988753957378447,0.4576120797828488,0.5148398410223171,DOWN,DOWN,FLAT,DOWN,DOWN
2017-06-29,9522.97,9575.8,9493.8,9494.0,25,9522.97,9541.4,9545.2,9522.5,9551.45,9557.95,9522.5,9559.9,9562.75,9522.5,9492.65,0.31940501335243277,-0.3042118162715975,0.014221529288453317,0.19353205985107894,0.2990663626998865,0.3877991844981166,0.23837101240475111,0.8610759038409237,DOWN,FLAT,UP,UP,UP
2017-06-30,9478.78,9535.8,9448.75,9524.25,25,9478.78,9455.6,9479.12,9448.95,9465.7,9479.12,9448.75,9470.25,9479.12,9448.75,9494.0,-0.16031177585843,0.479703084152173,0.31862228776069096,-0.2445462390729639,-0.13799244206532832,-0.08999048400744246,0.31828990650695627,0.9183671316350761,UP,UP,DOWN,DOWN,FLAT
2017-07-03,9587.51,9624.0,9543.55,9615.85,25,9587.51,9551.45,9612.75,9543.55,9554.4,9612.75,9543.55,9568.5,9612.75,9543.55,9524.25,0.6641992807832661,0.29559291202825494,0.9617555188072591,-0.37611434042832276,-0.3453451417521398,-0.19827880231676648,0.721772389285651,0.8391125537287651,UP,UP,DOWN,DOWN,DOWN
2017-07-04,9649.47,9650.65,9595.5,9610.9,25,9649.47,9629.5,9650.65,9624.15,9637.5,9650.65,9622.65,9631.45,9650.65,9622.65,9615.85,0.34963107785582115,-0.3997110722143259,-0.05147750848859672,-0.206954371587241,-0.12404826379064701,-0.1867460078118137,0.2746264820762177,0.5715339806227663,DOWN,FLAT,DOWN,DOWN,DOWN
2017-07-05,9619.15,9643.65,9607.35,9641.25,25,9619.15,9610.9,9624.75,9609.0,9612.05,9624.75,9607.35,9627.3,9629.7,9607.35,9610.9,0.08584003579269371,0.2297500298882995,0.31578728318888305,-0.0857664138723276,-0.07381109557497663,0.08472682097690167,0.16373588102898906,0.37737222103823387,UP,UP,FLAT,FLAT,FLAT
2017-07-06,9655.18,9700.7,9639.95,9669.35,25,9655.18,9650.1,9655.25,9639.95,9657.15,9660.05,9639.95,9662.85,9668.8,9639.95,9641.25,0.14448333981589825,0.14676059897381585,0.2914559834046453,-0.05261424437452152,0.02040355539719969,0.07943922329775387,0.15846416120672294,0.6291959342031945,UP,UP,FLAT,FLAT,FLAT
2017-07-07,9670.92,9684.25,9642.65,9664.15,25,9670.92,9660.3,9672.75,9653.0,9660.8,9672.75,9653.0,9652.05,9672.75,9642.65,9669.35,0.0162368721785819,-0.07000368113892408,-0.05377817536856901,-0.10981375091512287,-0.1046436119831495,-0.19512104329268365,0.20422048781294852,0.43015555914018894,FLAT,FLAT,DOWN,DOWN,DOWN
2017-07-10,9701.86,9782.15,9646.6,9763.1,25,9701.86,9684.2,9766.0,9646.6,9684.2,9766.0,9646.6,9698.13,9766.0,9646.6,9664.15,0.39020503613872864,0.6312191682831929,1.0238872534056356,-0.1820269515330035,-0.1820269515330035,-0.038446236082579854,1.230691846718048,1.3971547723838447,UP,UP,DOWN,DOWN,FLAT
2017-07-11,9796.31,9830.05,9778.85,9785.5,25,9796.31,9793.2,9799.35,9783.75,9802.65,9803.55,9783.75,9802.05,9814.6,9783.75,9763.1,0.3401583513433144,-0.11034767172536895,0.22943532279705867,-0.03174664746214404,0.06471824595179354,0.05859349081439626,0.15924363357223653,0.5226457717242401,DOWN,UP,FLAT,FLAT,FLAT
2017-07-12,9810.1,9824.95,9787.7,9822.85,25,9810.1,9819.7,9822.15,9801.55,9818.65,9823.0,9801.55,9795.0,9823.0,9791.2,9785.5,0.2513923662561991,0.1299680941070937,0.3816871902304467,0.09785832968063897,0.08715507487180836,-0.15392299772683626,0.20998766577303354,0.3797107063128816,UP,UP,FLAT,FLAT,DOWN
2017-07-13,9854.87,9897.25,9853.95,9886.3,25,9854.87,9874.05,9881.25,9853.95,9868.05,9881.25,9853.95,9879.9,9884.9,9853.95,9822.85,0.325974640761087,0.31892861093041786,0.6459428780852696,0.19462458662568324,0.13374098288458874,0.2539861002732541,0.27702039702197256,0.43937667366489125,UP,UP,UP,UP,UP
2017-07-14,9913.56,9913.79,9845.45,9885.35,25,9913.56,9879.3,9913.79,9864.1,9883.45,9913.79,9864.1,9871.15,9913.79,9860.9,9886.3,0.2757351081800089,-0.2845597343436579,-0.009609257254978189,-0.3455872562429664,-0.3037254023781443,-0.4277978849172231,0.501232655070434,0.6893588176195045,DOWN,FLAT,DOWN,DOWN,DOWN
2017-07-17,9909.02,9928.2,9894.7,9912.75,25,9909.02,9911.9,9914.0,9899.4,9898.7,9915.35,9894.7,9915.4,9916.7,9894.7,9885.35,0.23944523967284995,0.03764247120300053,0.2771778439812413,0.029064428167459543,-0.10414753426675603,0.06438578184320144,0.14734050390452702,0.3380758137535296,FLAT,UP,FLAT,DOWN,FLAT
2017-07-18,9833.79,9885.35,9792.25,9828.4,25,9833.79,9871.85,9874.25,9792.25,9872.05,9879.4,9792.25,9873.6,9885.35,9792.25,9912.75,-0.7965498978588094,-0.05481101386140273,-0.8509243146452837,0.3870328733885866,0.3890666772424304,0.40482865710981714,0.8338595800805182,0.9467356939694702,FLAT,DOWN,UP,UP,UP
2017-07-19,9861.29,9905.05,9851.65,9902.1,25,9861.29,9856.95,9870.55,9851.65,9863.3,9875.6,9851.65,9863.6,9875.6,9851.65,9828.4,0.33464246469416425,0.41384037990972267,0.7498677302511165,-0.0440104692185317,0.020382728831607216,0.023424927164696407,0.1916584949839183,0.5415113032879029,UP,UP,FLAT,FLAT,FLAT
2017-07-20,9920.32,9922.55,9863.45,9871.25,25,9920.32,9910.9,9922.55,9906.35,9903.2,9922.55,9900.75,9894.75,9922.55,9893.85,9902.1,0.1840013734460301,-0.4946413018934843,-0.31155007523656963,-0.09495661430276517,-0.17257507822327287,-0.2577537821360572,0.1633011838327686,0.5957469113899405,DOWN,DOWN,FLAT,DOWN,DOWN
