session_date,option_captures,manifest_count,failed_sources,day_of_week,month,month_end_proximity,decision_ist,quality_ok,missing_sources,fii_index_futures_net,fii_total_net,dii_index_futures_net,dii_total_net,client_index_futures_net,client_total_net,pro_index_futures_net,pro_total_net,fii_index_futures_volume,dii_index_futures_volume,client_index_futures_volume,pro_index_futures_volume,india_vix_close,india_vix_change_pct,dii_cash_net_cr,fii_cash_net_cr,cash_source_date,asia_instruments,asia_advances,asia_declines,asia_unchanged,asia_mean_return,asia_median_return,asia_dispersion,india_heavyweight_instruments,india_heavyweight_advances,india_heavyweight_declines,india_heavyweight_unchanged,india_heavyweight_mean_return,india_heavyweight_median_return,india_heavyweight_dispersion,india_sector_instruments,india_sector_advances,india_sector_declines,india_sector_unchanged,india_sector_mean_return,india_sector_median_return,india_sector_dispersion,prior_global_instruments,prior_global_advances,prior_global_declines,prior_global_unchanged,prior_global_mean_return,prior_global_median_return,prior_global_dispersion,asset_nsebank_return_1d,asset_nsebank_source_date,asset_cnxit_return_1d,asset_cnxit_source_date,asset_cnxpharma_return_1d,asset_cnxpharma_source_date,asset_hdfcbank_ns_return_1d,asset_hdfcbank_ns_source_date,asset_icicibank_ns_return_1d,asset_icicibank_ns_source_date,asset_reliance_ns_return_1d,asset_reliance_ns_source_date,asset_infy_ns_return_1d,asset_infy_ns_source_date,asset_tcs_ns_return_1d,asset_tcs_ns_source_date,asset_bhartiartl_ns_return_1d,asset_bhartiartl_ns_source_date,asset_sbin_ns_return_1d,asset_sbin_ns_source_date,asset_itc_ns_return_1d,asset_itc_ns_source_date,asset_lt_ns_return_1d,asset_lt_ns_source_date,asset_axisbank_ns_return_1d,asset_axisbank_ns_source_date,asset_n225_return_1d,asset_n225_source_date,asset_hsi_return_1d,asset_hsi_source_date,asset_spy_return_1d,asset_spy_source_date,asset_qqq_return_1d,asset_qqq_source_date,asset_vix_return_1d,asset_vix_source_date,asset_dx_y_nyb_return_1d,asset_dx_y_nyb_source_date,asset_cl_f_return_1d,asset_cl_f_source_date,asset_gc_f_return_1d,asset_gc_f_source_date,asset_usdinr_x_return_1d,asset_usdinr_x_source_date,nifty_future_near_expiry,nifty_future_close,nifty_future_basis_pct,nifty_future_open_interest,nifty_future_change_oi,nifty_future_volume,nifty_future_near_oi_share
2026-09-18,0,5,1,4,9,12,2026-09-20T03:35:37.561897+05:30,True,,-288428.0,514035.0,12967.0,-4535129.0,241420.0,3875161.0,34041.0,145932.0,17607.0,245.0,56406.0,25806.0,11.39,-7.32,1019.69,599.54,2026-09-18,2.0,2.0,0.0,0.0,0.0098583624656585,0.0098583624656585,0.0039045129558075,10.0,5.0,5.0,0.0,0.0009681504078679,0.0005649165023609,0.0200405415599541,3.0,2.0,1.0,0.0,6.11221177485947e-07,0.0049229985562044,0.0073043730823215,7.0,4.0,3.0,0.0,-0.0144663354573203,0.0014543049947324,0.0469481374187596,0.0054044271774083,2026-09-18,-0.0103255920700803,2026-09-18,0.0049229985562044,2026-09-18,0.0252454417952314,2026-09-18,-0.0064558855220313,2026-09-18,-0.0140686547604526,2026-09-18,-0.00680138989035,2026-09-18,-0.0388127853881278,2026-09-18,0.0312091769216367,2026-09-18,0.0075857185267531,2026-09-18,-0.0146507296589804,2026-09-18,0.0127209346356458,2026-09-18,0.0137096774193548,2026-09-18,0.013762875421466,2026-09-18,0.005953849509851,2026-09-18,0.0113387546334875,2026-09-17,0.0173118582049816,2026-09-17,-0.1281761502788326,2026-09-17,-0.0008971821361879,2026-09-17,-0.0050766049157194,2026-09-17,0.0027806712962963,2026-09-17,0.0014543049947324,2026-09-17,29-Sep-2026,23378.5,0.0013749443168966,17421625.0,-245375.0,1508520.0,0.7778919353481177
