w_pro,w_fii,w_contra,dev_exact,dev_cov,dev_sign,val_exact,val_sign,conf_exact,conf_sign,conf_sign_n,dev_score
1.0,0.45,-0.05,35.28,67.64,56.25,36.29,55.56,34.94,52.81,89,47.862
0.95,0.0,-0.25,34.99,62.1,56.44,34.27,52.25,31.93,49.35,77,47.86
0.75,0.0,-0.2,34.99,62.1,56.44,34.27,52.29,31.93,48.72,78,47.86
0.65,0.25,-0.25,31.49,44.02,58.77,31.45,50.63,28.31,50.88,57,47.858000000000004
0.0,0.3,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.1,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.6,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.4,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.75,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.55,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.2,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.35,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.05,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.25,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.9,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.7,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,1.0,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.45,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.15,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.85,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.95,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.5,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.8,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.0,0.65,-0.0,37.9,65.01,54.49,39.92,54.01,37.95,53.47,101,47.854
0.2,0.05,0.25,37.61,76.68,54.68,38.31,54.3,39.76,53.7,108,47.852000000000004
0.4,0.2,0.25,37.32,73.47,54.87,37.9,54.11,38.55,51.92,104,47.849999999999994
0.5,0.25,0.3,37.32,73.47,54.87,37.9,54.11,37.95,51.46,103,47.849999999999994
0.45,0.25,0.2,36.73,72.01,55.26,37.5,54.55,37.95,53.0,100,47.848
0.7,0.4,0.3,36.73,72.01,55.26,37.5,54.55,37.95,53.0,100,47.848
0.6,0.35,0.25,36.73,72.01,55.26,37.5,54.55,37.95,53.0,100,47.848
0.35,0.2,0.15,36.73,72.01,55.26,37.5,54.55,37.95,53.0,100,47.848
0.5,1.0,0.2,35.57,62.68,56.02,36.69,53.68,39.16,54.08,98,47.84
0.25,0.5,0.1,35.57,62.68,56.02,36.69,53.68,39.16,54.08,98,47.84
0.0,0.05,0.1,38.19,74.05,54.27,39.52,54.09,43.37,54.78,115,47.837999999999994
0.6,0.8,-0.3,28.86,31.78,60.49,34.68,56.96,28.31,50.82,61,47.837999999999994
0.0,0.15,0.3,38.19,74.05,54.27,39.52,54.09,43.37,54.78,115,47.837999999999994
0.3,0.4,-0.15,28.86,31.78,60.49,34.68,56.96,28.31,50.82,61,47.837999999999994
0.0,0.1,0.2,38.19,74.05,54.27,39.52,54.09,43.37,54.78,115,47.837999999999994
0.55,0.85,-0.15,31.78,47.81,58.54,35.89,56.19,32.53,51.25,80,47.836
0.55,0.8,-0.15,31.78,47.81,58.54,36.29,56.19,32.53,51.25,80,47.836
0.65,0.1,-0.1,34.99,66.18,56.4,37.5,53.91,32.53,53.09,81,47.836
0.95,0.15,-0.15,34.99,66.18,56.4,36.69,54.03,32.53,53.09,81,47.836
0.6,0.45,0.15,36.44,69.68,55.43,36.69,52.86,34.94,51.61,93,47.833999999999996
0.2,0.15,0.05,36.44,69.68,55.43,36.69,52.86,34.94,51.61,93,47.833999999999996
0.4,0.3,0.1,36.44,69.68,55.43,36.69,52.86,34.94,51.61,93,47.833999999999996
0.55,0.4,0.15,36.44,69.68,55.43,37.1,53.19,35.54,52.13,94,47.833999999999996
0.75,0.55,0.2,36.44,69.68,55.43,37.1,53.19,35.54,52.13,94,47.833999999999996
0.8,0.6,0.2,36.44,69.68,55.43,36.69,52.86,34.94,51.61,93,47.833999999999996
0.95,0.7,0.25,36.44,69.68,55.43,37.1,53.19,35.54,52.13,94,47.833999999999996
0.9,0.65,0.25,36.44,69.68,55.43,37.1,53.19,35.54,51.58,95,47.833999999999996
1.0,0.75,0.25,36.44,69.68,55.43,36.69,52.86,34.94,51.61,93,47.833999999999996
0.95,0.65,0.25,36.44,69.68,55.43,37.1,53.57,36.14,52.13,94,47.833999999999996
0.05,0.95,-0.05,36.15,59.18,55.62,38.31,54.33,36.75,53.06,98,47.832
0.05,1.0,-0.05,36.15,59.18,55.62,38.31,54.33,36.75,53.06,98,47.832
0.05,0.6,0.3,36.15,67.35,55.62,37.9,51.97,38.55,53.33,105,47.832
0.05,0.9,-0.05,36.15,59.18,55.62,37.5,54.03,36.14,52.58,97,47.832
0.6,0.4,0.25,37.03,71.14,55.03,37.9,53.85,36.75,52.0,100,47.83
0.7,0.45,0.3,37.03,71.14,55.03,37.9,54.17,37.35,52.48,101,47.83
0.75,0.5,0.3,37.03,71.14,55.03,37.9,53.85,36.14,51.52,99,47.83
0.65,0.45,0.3,37.03,71.14,55.03,37.9,54.23,36.75,52.0,100,47.83
0.05,0.9,0.05,36.73,63.85,55.23,40.73,53.79,36.75,53.0,100,47.83
0.1,0.8,-0.0,36.44,61.52,55.42,40.32,53.85,35.54,52.04,98,47.828
0.05,0.4,-0.0,36.44,61.52,55.42,40.32,53.85,35.54,52.04,98,47.828
0.45,0.55,-0.1,32.36,49.85,58.14,35.48,54.63,32.53,51.9,79,47.828
0.7,0.95,-0.15,32.36,49.85,58.14,35.89,55.05,33.13,51.85,81,47.828
0.45,0.6,-0.1,32.36,49.85,58.14,35.89,55.56,33.13,52.5,80,47.828
0.3,0.5,-0.1,32.07,46.06,58.33,35.48,55.45,32.53,52.56,78,47.826
0.15,0.25,-0.05,32.07,46.06,58.33,35.48,55.45,32.53,52.56,78,47.826
0.65,1.0,-0.2,32.07,46.06,58.33,36.29,56.31,32.53,51.25,80,47.826
0.45,0.75,-0.15,32.07,46.06,58.33,35.48,55.45,32.53,52.56,78,47.826
0.35,0.4,-0.05,32.94,55.1,57.75,35.89,55.17,34.34,51.76,85,47.826
0.7,0.8,-0.1,32.94,55.1,57.75,35.89,55.17,34.34,51.76,85,47.826
0.6,1.0,-0.2,32.07,46.06,58.33,35.48,55.45,32.53,52.56,78,47.826
0.7,0.45,-0.05,34.11,64.14,56.97,35.48,54.03,33.73,52.33,86,47.82599999999999
0.35,0.85,-0.15,32.36,44.31,58.12,35.89,57.0,33.73,52.5,80,47.816
0.6,0.2,-0.3,30.9,32.65,59.09,30.24,55.77,25.9,44.44,45,47.814
0.3,0.1,-0.15,30.9,32.65,59.09,30.24,55.77,25.9,44.44,45,47.814
0.85,0.9,-0.1,33.24,56.56,57.53,35.89,53.72,33.73,51.76,85,47.814
0.55,0.65,-0.2,31.2,41.11,58.88,35.48,54.74,28.92,48.53,68,47.80800000000001
0.8,1.0,-0.3,31.2,41.11,58.88,35.89,55.21,28.92,48.53,68,47.80800000000001
0.4,0.5,-0.15,31.2,41.11,58.88,35.89,55.21,28.92,48.53,68,47.80800000000001
0.4,0.55,-0.2,29.15,32.36,60.24,34.68,56.25,28.92,51.61,62,47.804
0.85,0.55,0.25,36.44,70.55,55.38,37.5,53.9,37.35,52.58,97,47.804
0.8,0.5,0.25,36.44,70.55,55.38,37.1,53.9,36.75,53.12,96,47.804
0.7,0.45,0.2,36.44,70.55,55.38,37.5,53.9,37.35,52.58,97,47.804
0.95,0.6,0.3,36.44,70.55,55.38,37.1,53.9,36.75,53.12,96,47.804
1.0,0.65,0.3,36.44,70.55,55.38,37.5,53.9,37.35,52.58,97,47.804
0.4,0.35,-0.3,25.07,10.5,62.96,25.0,65.0,20.48,61.54,13,47.803999999999995
0.4,0.6,-0.15,30.61,42.27,59.26,35.89,54.08,30.12,51.43,70,47.8
0.45,0.7,-0.25,28.28,29.15,60.81,34.27,56.58,26.51,47.37,57,47.798
0.45,0.25,0.3,37.61,73.47,54.59,37.5,54.55,37.95,52.43,103,47.798
0.1,0.55,0.25,36.44,66.47,55.37,37.5,53.42,37.95,52.43,103,47.797999999999995
0.05,0.4,0.2,36.44,66.47,55.37,37.5,52.67,38.55,52.88,104,47.797999999999995
0.1,0.65,0.3,36.44,66.47,55.37,37.1,52.7,37.95,52.43,103,47.797999999999995
0.7,0.5,0.1,36.15,68.22,55.56,37.1,53.24,36.14,52.69,93,47.796
0.9,0.65,0.15,36.15,68.22,55.56,37.1,52.86,36.14,52.69,93,47.796
0.9,0.65,0.1,36.15,68.22,55.56,37.1,53.62,35.54,52.17,92,47.796
0.95,0.7,0.1,36.15,68.22,55.56,37.1,53.62,35.54,52.17,92,47.796
0.75,0.55,0.1,36.15,68.22,55.56,37.1,52.86,35.54,52.17,92,47.796
0.85,0.1,-0.15,35.28,65.31,56.14,37.5,53.97,33.13,53.09,81,47.796
0.85,0.6,0.15,36.15,68.22,55.56,37.1,53.24,36.14,52.69,93,47.796
0.9,0.05,-0.2,35.28,65.31,56.14,35.89,53.78,33.13,48.78,82,47.796
0.35,0.25,0.05,36.15,68.22,55.56,37.1,53.24,36.14,52.69,93,47.796
1.0,0.95,-0.3,31.78,45.48,58.47,34.27,54.08,30.12,49.32,73,47.794000000000004
0.95,1.0,0.25,35.86,65.89,55.75,36.29,54.07,37.95,52.58,97,47.794
0.65,0.4,0.3,37.03,72.01,54.97,37.5,54.17,37.35,52.48,101,47.794
0.75,0.8,0.2,35.86,65.89,55.75,36.29,54.07,37.95,52.58,97,47.794
0.9,0.95,0.25,35.86,65.89,55.75,36.29,54.07,37.95,52.58,97,47.794
0.45,0.15,0.3,37.32,75.22,54.77,37.5,54.36,39.16,52.38,105,47.790000000000006
0.45,0.5,-0.1,32.07,49.27,58.27,36.29,55.56,32.53,51.95,77,47.790000000000006
0.9,1.0,-0.2,32.07,49.27,58.27,36.29,55.56,32.53,51.95,77,47.790000000000006
0.25,0.1,0.25,37.32,75.22,54.77,37.9,54.36,40.36,53.7,108,47.790000000000006
0.2,0.05,0.15,37.32,75.22,54.77,37.9,54.3,39.16,52.83,106,47.790000000000006
0.15,0.05,0.15,37.32,75.22,54.77,37.9,54.0,40.96,53.7,108,47.790000000000006
0.3,0.1,0.3,37.32,75.22,54.77,37.9,54.0,40.96,53.7,108,47.790000000000006
0.15,0.05,0.1,37.32,75.22,54.77,37.5,54.36,39.16,52.38,105,47.790000000000006
0.25,0.1,0.3,37.32,75.22,54.77,37.9,54.36,39.76,53.7,108,47.790000000000006
0.3,0.1,0.2,37.32,75.22,54.77,37.5,54.36,39.16,52.38,105,47.790000000000006
0.35,0.1,0.25,37.32,75.22,54.77,37.5,54.36,39.76,52.83,106,47.790000000000006
0.4,0.1,0.3,37.32,75.22,54.77,37.9,54.3,39.16,52.83,106,47.790000000000006
0.8,0.4,-0.05,34.99,67.06,56.32,36.29,55.56,33.73,51.72,87,47.788000000000004
0.9,0.45,-0.05,34.99,67.06,56.32,36.69,55.91,33.73,51.72,87,47.788000000000004
0.35,0.3,0.05,35.57,67.64,55.93,36.69,54.07,35.54,52.17,92,47.786
0.7,0.65,0.2,35.57,67.64,55.93,36.69,54.41,36.75,52.08,96,47.786
0.7,0.25,-0.05,35.57,67.64,55.93,35.89,53.54,34.34,52.75,91,47.786
1.0,0.95,0.3,35.57,67.64,55.93,36.69,54.41,36.75,52.08,96,47.786
0.9,0.85,0.25,35.57,67.64,55.93,36.69,54.07,36.75,52.08,96,47.786
0.9,0.85,0.3,35.57,67.64,55.93,37.1,54.74,36.75,52.08,96,47.786
0.8,0.75,0.25,35.57,67.64,55.93,37.1,54.74,36.75,52.08,96,47.786
0.85,0.8,0.25,35.57,67.64,55.93,36.69,54.41,36.75,52.08,96,47.786
0.65,0.6,0.15,35.57,67.64,55.93,36.69,54.07,36.75,52.63,95,47.786
0.85,0.3,-0.05,35.57,67.64,55.93,36.29,54.26,34.34,52.75,91,47.786
0.95,0.9,0.3,35.57,67.64,55.93,37.1,54.74,36.75,52.08,96,47.786
0.75,0.7,0.2,35.57,67.64,55.93,36.69,54.07,36.75,52.08,96,47.786
0.7,0.6,0.1,35.57,67.64,55.93,36.69,54.07,35.54,52.17,92,47.786
0.6,0.85,-0.3,29.45,32.94,60.0,35.08,56.79,28.92,50.79,63,47.78
1.0,1.0,-0.15,32.65,54.52,57.86,36.29,54.24,33.73,51.81,83,47.776
0.85,0.95,-0.15,32.65,54.52,57.86,35.48,54.46,32.53,51.9,79,47.776
0.9,1.0,-0.15,32.65,54.52,57.86,35.48,54.46,32.53,51.85,81,47.776
0.3,0.15,0.3,37.61,74.34,54.55,37.9,54.05,40.36,53.7,108,47.774
0.1,0.05,0.1,37.61,74.34,54.55,37.9,54.05,40.36,53.7,108,47.774
0.2,0.1,0.2,37.61,74.34,54.55,37.9,54.05,40.36,53.7,108,47.774
0.55,0.1,-0.1,34.99,63.85,56.29,35.89,52.89,31.93,53.85,78,47.77
0.45,0.65,-0.15,31.49,44.9,58.62,36.69,55.45,30.72,51.35,74,47.768
0.3,0.45,-0.1,31.49,44.9,58.62,35.89,55.0,31.93,52.63,76,47.768
0.8,0.8,-0.25,31.49,44.9,58.62,34.68,54.08,30.12,49.32,73,47.768
0.65,0.65,-0.2,31.49,44.9,58.62,34.68,54.08,30.12,49.32,73,47.768
1.0,0.35,0.1,36.44,71.43,55.32,37.5,54.23,35.54,52.08,96,47.768
0.6,0.9,-0.2,31.49,44.9,58.62,35.89,55.0,31.93,52.63,76,47.768
0.6,0.35,0.3,37.03,72.89,54.92,37.5,54.17,37.35,52.48,101,47.763999999999996
1.0,0.55,-0.1,33.82,63.56,57.06,35.08,53.78,33.13,51.76,85,47.763999999999996
0.1,0.65,-0.05,35.28,54.81,56.08,36.69,53.28,36.75,53.19,94,47.76
0.8,0.85,-0.1,32.94,55.98,57.64,35.89,54.17,33.73,51.76,85,47.76
0.75,0.7,-0.25,31.78,43.15,58.41,35.08,55.32,27.71,47.76,67,47.758
0.85,0.75,0.05,34.69,65.6,56.47,36.69,54.48,36.14,52.75,91,47.757999999999996
0.5,0.55,-0.1,32.36,50.73,58.02,35.08,54.05,31.93,51.95,77,47.756
0.7,0.7,-0.15,32.36,50.73,58.02,35.48,55.14,32.53,51.9,79,47.756
0.95,0.95,-0.2,32.36,50.73,58.02,35.48,54.13,32.53,51.9,79,47.756
0.7,0.85,-0.15,32.36,50.73,58.02,35.89,54.55,32.53,51.9,79,47.756
0.95,1.0,-0.2,32.36,50.73,58.02,35.89,55.56,31.93,51.95,77,47.756
0.95,0.8,0.05,35.28,66.18,56.07,36.69,54.07,35.54,52.75,91,47.754
1.0,0.7,0.25,36.15,69.1,55.49,37.1,53.57,35.54,52.69,93,47.754
1.0,0.25,-0.1,35.28,66.18,56.07,38.31,53.79,30.72,49.41,85,47.754
0.45,0.3,0.1,36.15,69.1,55.49,37.1,53.57,36.14,52.69,93,47.754
0.85,0.65,0.2,36.15,69.1,55.49,36.69,52.86,34.94,51.61,93,47.754
0.85,0.7,0.05,35.28,66.18,56.07,36.69,53.68,34.94,52.17,92,47.754
0.9,0.6,0.2,36.15,69.1,55.49,37.1,53.57,36.14,52.69,93,47.754
0.0,0.95,0.2,36.15,65.01,55.49,39.11,52.35,36.14,53.0,100,47.754
0.9,0.75,0.05,35.28,66.18,56.07,36.69,54.07,35.54,52.75,91,47.754
0.85,0.9,-0.2,31.78,48.69,58.4,36.29,56.19,31.93,51.95,77,47.752
0.1,0.45,0.2,35.86,66.76,55.68,37.5,53.79,38.55,52.88,104,47.752
0.65,0.7,-0.15,31.78,48.69,58.4,35.89,55.66,31.93,51.95,77,47.752
0.15,0.85,-0.1,33.82,50.73,57.04,35.89,52.68,36.14,54.44,90,47.751999999999995
0.9,0.5,-0.0,35.57,68.51,55.87,36.29,55.22,36.75,53.76,93,47.75
0.05,0.95,0.1,36.44,63.27,55.29,39.92,52.74,36.75,53.0,100,47.75
0.8,0.45,-0.0,35.57,68.51,55.87,36.29,54.81,36.75,53.76,93,47.75
0.45,0.25,-0.0,35.57,68.51,55.87,36.29,55.22,36.75,53.76,93,47.75
0.05,0.95,0.05,36.44,63.27,55.29,40.73,53.42,36.75,53.0,100,47.75
0.65,0.5,-0.2,32.07,46.94,58.2,35.48,56.12,28.92,48.57,70,47.748000000000005
1.0,0.75,-0.3,32.07,46.94,58.2,35.89,56.57,28.31,47.83,69,47.748000000000005
0.85,0.65,-0.25,32.07,46.94,58.2,35.89,56.57,29.52,49.3,71,47.748000000000005
0.35,0.25,-0.3,23.91,4.08,63.64,23.79,80.0,18.67,75.0,4,47.748
1.0,0.65,-0.15,32.94,59.18,57.62,35.89,53.98,33.13,52.44,82,47.748
0.7,0.5,0.25,36.73,70.55,55.08,37.1,53.19,36.14,51.52,99,47.739999999999995
0.7,0.5,0.3,36.73,70.55,55.08,37.9,53.85,36.75,52.0,100,47.739999999999995
0.4,0.3,0.15,36.73,70.55,55.08,37.5,53.15,36.14,51.52,99,47.739999999999995
0.95,0.7,0.3,36.73,70.55,55.08,37.1,52.82,36.14,51.55,97,47.739999999999995
0.8,0.6,0.3,36.73,70.55,55.08,37.5,53.15,36.14,51.52,99,47.739999999999995
0.6,0.45,0.25,36.73,70.55,55.08,37.5,53.52,36.75,52.0,100,47.739999999999995
0.75,0.55,0.3,36.73,70.55,55.08,37.5,53.15,36.75,52.0,100,47.739999999999995
0.75,0.55,0.25,36.73,70.55,55.08,37.1,52.82,36.75,52.04,98,47.739999999999995
0.65,0.5,0.3,36.73,70.55,55.08,37.9,53.85,37.95,52.94,102,47.739999999999995
0.65,0.5,0.25,36.73,70.55,55.08,37.5,53.52,36.75,52.0,100,47.739999999999995
0.8,0.55,0.3,36.73,70.55,55.08,37.5,53.52,35.54,51.55,97,47.739999999999995
0.65,0.45,0.25,36.73,70.55,55.08,37.9,53.85,36.75,52.53,99,47.739999999999995
0.55,0.4,0.2,36.73,70.55,55.08,37.5,53.15,36.14,51.52,99,47.739999999999995
0.45,0.35,0.2,36.73,70.55,55.08,37.5,53.52,37.95,52.43,103,47.739999999999995
0.55,0.4,0.25,36.73,70.55,55.08,37.9,53.85,36.75,52.0,100,47.739999999999995
0.9,0.65,0.3,36.73,70.55,55.08,37.1,52.82,36.14,51.02,98,47.739999999999995
0.35,0.25,0.15,36.73,70.55,55.08,37.9,53.85,36.75,52.0,100,47.739999999999995
0.5,0.35,0.2,36.73,70.55,55.08,37.9,53.85,36.75,52.53,99,47.739999999999995
0.85,0.6,0.3,36.73,70.55,55.08,37.1,53.19,35.54,51.02,98,47.739999999999995
0.85,0.15,-0.15,34.99,64.72,56.21,35.89,52.89,32.53,54.43,79,47.722
1.0,0.95,0.1,34.99,64.72,56.21,36.69,54.48,37.35,52.63,95,47.722
0.75,0.2,-0.1,34.99,64.72,56.21,37.9,53.91,30.72,51.22,82,47.722
0.9,0.75,0.1,35.86,67.64,55.62,36.69,53.68,35.54,52.75,91,47.716
1.0,0.15,-0.15,34.69,66.47,56.4,37.9,54.26,31.93,52.44,82,47.715999999999994
0.0,0.6,0.1,36.44,64.14,55.23,39.52,52.38,37.35,53.47,101,47.714
0.0,0.3,0.05,36.44,64.14,55.23,39.52,52.38,37.35,53.47,101,47.714
0.0,0.9,0.15,36.44,64.14,55.23,39.52,52.38,37.35,53.47,101,47.714
0.85,0.8,0.2,35.28,67.06,56.0,36.69,54.07,36.75,52.63,95,47.712
0.45,0.45,-0.1,32.07,50.15,58.14,35.48,55.66,31.93,51.28,78,47.712
0.85,0.75,-0.3,31.2,41.98,58.72,34.27,54.95,26.51,46.15,65,47.712
0.55,0.15,-0.05,35.28,67.06,56.0,37.9,53.79,30.72,50.0,86,47.712
0.25,0.45,-0.1,31.2,41.98,58.72,35.08,56.38,33.13,53.25,77,47.712
0.9,0.9,-0.2,32.07,50.15,58.14,35.48,55.66,31.93,51.28,78,47.712
0.35,0.2,0.2,37.32,72.89,54.64,37.5,54.17,37.95,52.43,103,47.712
0.5,0.9,-0.2,31.2,41.98,58.72,35.08,56.38,33.13,53.25,77,47.712
0.75,0.65,0.1,35.28,67.06,56.0,36.69,54.48,35.54,52.17,92,47.712
0.8,0.5,0.3,36.73,71.43,55.03,37.5,54.23,37.35,53.06,98,47.71
0.75,0.7,-0.1,32.65,55.39,57.75,35.89,54.62,34.94,52.94,85,47.71
0.4,0.25,0.15,36.73,71.43,55.03,37.5,54.23,37.35,53.06,98,47.71
0.85,0.8,-0.25,31.78,46.36,58.33,34.27,54.08,30.12,49.32,73,47.71
0.95,0.55,-0.1,33.53,62.97,57.14,36.29,53.78,33.13,51.19,84,47.696
0.95,0.6,-0.1,33.53,62.97,57.14,36.29,54.17,33.73,52.38,84,47.696
0.5,0.95,-0.1,33.53,53.35,57.14,36.69,56.14,34.34,51.76,85,47.696
0.45,0.45,-0.05,32.94,56.85,57.53,34.68,53.72,34.34,51.76,85,47.694
0.85,0.85,-0.1,32.94,56.85,57.53,35.08,54.17,34.34,52.38,84,47.694
0.9,0.9,-0.1,32.94,56.85,57.53,34.68,53.72,34.34,51.76,85,47.694
0.25,0.5,0.3,36.73,67.35,55.0,37.1,53.9,40.96,54.21,107,47.692
0.2,0.4,0.25,36.73,67.35,55.0,37.5,54.23,40.96,54.21,107,47.692
0.15,0.9,-0.1,33.82,51.6,56.93,36.69,53.51,36.14,53.26,92,47.686
0.35,0.8,0.25,35.28,63.85,55.95,37.5,53.57,39.76,55.0,100,47.682
0.3,0.75,0.25,35.28,63.85,55.95,37.1,53.57,39.16,52.94,102,47.682
0.3,0.15,0.2,37.32,73.76,54.59,37.9,54.11,39.76,52.83,106,47.682
0.45,1.0,0.3,35.28,63.85,55.95,37.5,53.96,39.76,55.0,100,47.682
0.4,0.95,0.3,35.28,63.85,55.95,37.5,53.9,39.16,54.55,99,47.682
0.35,0.9,0.3,35.28,63.85,55.95,37.1,53.57,39.16,52.94,102,47.682
0.25,0.6,0.2,35.28,63.85,55.95,37.5,53.9,39.76,53.92,102,47.682
0.1,0.6,0.3,36.15,66.76,55.37,37.9,53.38,39.16,53.33,105,47.681999999999995
0.05,0.3,0.15,36.15,66.76,55.37,37.9,53.38,39.16,53.33,105,47.681999999999995
0.95,0.65,0.15,35.86,68.51,55.56,37.1,53.62,36.14,52.69,93,47.68
0.9,0.15,-0.15,34.99,65.6,56.14,36.69,54.03,32.53,53.75,80,47.68
0.45,0.4,0.1,35.86,68.51,55.56,36.69,53.68,36.75,52.63,95,47.68
0.55,0.4,0.1,35.86,68.51,55.56,37.1,52.86,36.14,52.69,93,47.68
0.5,0.35,0.05,35.86,68.51,55.56,36.69,53.68,36.14,52.69,93,47.68
1.0,0.3,-0.1,34.99,65.6,56.14,36.69,53.12,30.72,50.0,86,47.68
0.7,0.55,0.1,35.86,68.51,55.56,37.1,52.86,35.54,52.69,93,47.68
0.65,0.45,0.1,35.86,68.51,55.56,37.1,53.62,36.14,52.69,93,47.68
0.8,0.55,0.15,35.86,68.51,55.56,37.1,53.24,36.14,52.69,93,47.68
1.0,0.7,0.1,35.86,68.51,55.56,36.69,53.68,36.14,52.69,93,47.68
0.6,0.1,-0.1,34.99,65.6,56.14,36.69,54.03,32.53,53.75,80,47.68
0.85,0.65,0.15,35.86,68.51,55.56,37.1,52.86,34.94,52.17,92,47.68
0.95,0.65,0.1,35.86,68.51,55.56,36.69,53.68,36.14,52.69,93,47.68
0.55,0.35,0.05,35.86,68.51,55.56,37.1,54.01,36.75,53.76,93,47.68
0.55,0.4,0.05,35.86,68.51,55.56,37.1,53.62,35.54,52.17,92,47.68
0.85,0.75,0.2,35.86,68.51,55.56,37.1,54.01,36.75,52.63,95,47.68
0.85,0.6,0.1,35.86,68.51,55.56,37.1,53.62,36.14,52.69,93,47.68
0.9,0.65,0.05,35.86,68.51,55.56,36.69,53.28,35.54,52.17,92,47.68
0.5,0.35,0.1,35.86,68.51,55.56,37.1,53.24,36.14,52.69,93,47.68
0.9,0.7,0.15,35.86,68.51,55.56,37.1,52.86,35.54,52.69,93,47.68
0.9,0.8,0.2,35.86,68.51,55.56,36.69,53.68,36.75,52.63,95,47.68
1.0,0.9,0.25,35.86,68.51,55.56,36.69,54.07,36.75,52.63,95,47.68
1.0,0.65,0.1,35.86,68.51,55.56,37.1,54.01,36.14,52.69,93,47.68
0.3,0.05,-0.05,34.99,65.6,56.14,36.69,54.03,32.53,53.75,80,47.68
0.5,0.15,-0.05,34.99,65.6,56.14,36.69,53.12,30.72,50.0,86,47.68
1.0,0.7,0.15,35.86,68.51,55.56,37.1,53.62,36.14,52.69,93,47.68
0.65,0.5,0.1,35.86,68.51,55.56,37.1,52.86,34.94,52.17,92,47.68
0.95,0.85,0.25,35.86,68.51,55.56,37.1,54.01,36.75,52.63,95,47.68
0.8,0.6,0.15,35.86,68.51,55.56,37.1,52.86,34.94,52.17,92,47.68
0.65,0.45,0.15,35.86,68.51,55.56,37.1,53.57,36.14,52.69,93,47.68
0.65,0.45,0.05,35.86,68.51,55.56,36.69,53.68,36.14,52.69,93,47.68
0.7,0.5,0.15,35.86,68.51,55.56,37.1,52.86,35.54,52.69,93,47.68
0.7,0.5,0.05,35.86,68.51,55.56,36.69,53.28,35.54,52.17,92,47.68
1.0,0.7,0.2,35.86,68.51,55.56,37.1,53.24,36.14,52.69,93,47.68
0.8,0.55,0.1,35.86,68.51,55.56,37.1,53.62,36.14,52.69,93,47.68
0.95,0.7,0.15,35.86,68.51,55.56,37.1,52.86,35.54,52.17,92,47.68
0.85,0.6,0.2,35.86,68.51,55.56,37.1,53.57,35.54,52.69,93,47.68
0.6,0.4,0.05,35.86,68.51,55.56,37.1,54.01,36.14,52.69,93,47.68
0.95,0.75,0.15,35.86,68.51,55.56,37.1,52.86,35.54,52.69,93,47.68
0.7,0.7,0.15,35.57,66.18,55.75,36.69,54.07,37.35,52.08,96,47.678
0.5,0.75,-0.15,31.49,45.77,58.47,36.29,56.31,32.53,51.25,80,47.678
0.05,0.65,0.05,36.15,62.68,55.36,39.92,52.74,36.14,52.53,99,47.676
0.05,0.7,0.05,36.15,62.68,55.36,39.92,53.47,36.75,53.0,100,47.676
0.45,0.35,-0.3,25.95,14.29,62.16,27.02,64.29,21.08,45.45,22,47.676
0.65,0.35,0.3,36.73,72.3,54.97,37.5,54.55,37.95,52.48,101,47.674
0.55,0.3,0.25,36.73,72.3,54.97,37.5,54.55,37.95,52.48,101,47.674
1.0,0.4,-0.05,35.28,67.93,55.93,36.29,54.69,33.73,52.22,90,47.67
0.35,1.0,-0.2,31.2,39.65,58.65,33.47,53.85,33.73,53.85,78,47.67
0.8,0.3,-0.05,35.28,67.93,55.93,35.89,53.91,34.34,52.75,91,47.67
1.0,0.5,-0.05,35.28,67.93,55.93,37.1,56.25,34.94,52.81,89,47.67
0.95,0.4,-0.15,34.11,63.56,56.71,36.69,55.17,31.93,50.62,81,47.669999999999995
0.1,0.75,-0.05,35.28,56.56,55.92,37.5,54.4,36.14,53.12,96,47.664
