w_pro,w_fii,w_contra,dev_exact,dev_cov,dev_sign,val_exact,val_sign,conf_exact,conf_sign,conf_sign_n,dev_score
0.5,0.0,-0.2,32.36,50.44,53.73,31.45,53.01,28.92,45.31,64,45.182
0.75,0.0,-0.3,32.36,50.44,53.73,31.45,53.01,28.92,45.31,64,45.182
0.9,0.25,-0.25,31.78,56.56,54.11,32.66,50.5,30.72,53.73,67,45.178000000000004
0.55,0.15,-0.15,31.78,56.56,54.11,32.66,50.98,30.72,53.73,67,45.178000000000004
0.55,0.25,-0.15,30.61,52.19,54.89,33.47,53.54,30.72,50.0,70,45.178
0.8,0.55,-0.3,29.45,41.4,55.66,34.27,54.55,27.71,44.44,63,45.175999999999995
0.45,0.4,-0.2,27.99,32.65,56.63,34.27,58.67,25.9,43.1,58,45.174
0.45,0.25,-0.2,28.86,35.28,56.04,33.47,57.53,25.9,46.15,52,45.16799999999999
0.75,0.2,-0.25,31.2,51.9,54.48,31.85,49.45,30.72,54.84,62,45.16799999999999
0.55,0.6,-0.3,26.53,26.53,57.58,33.06,57.58,26.51,45.1,51,45.16
1.0,0.3,-0.25,32.36,57.14,53.69,34.68,53.27,31.33,54.41,68,45.158
0.8,0.25,-0.2,32.36,57.14,53.69,34.68,53.27,31.93,53.62,69,45.158
1.0,0.1,-0.3,32.36,57.14,53.69,33.06,52.0,31.93,51.35,74,45.158
0.5,0.05,-0.15,32.36,57.14,53.69,33.06,52.0,31.93,51.35,74,45.158
0.1,0.75,-0.15,31.2,41.98,54.46,33.87,53.76,32.53,53.85,78,45.156000000000006
0.55,0.05,-0.3,30.61,34.11,54.84,30.65,61.11,23.49,48.72,39,45.148
0.85,0.25,-0.25,31.49,55.1,54.23,32.26,52.08,30.72,53.03,66,45.134
1.0,0.3,-0.3,31.49,55.1,54.23,31.45,51.06,30.72,53.03,66,45.134
0.75,0.25,-0.2,31.49,55.1,54.23,34.68,53.77,31.33,52.94,68,45.134
0.95,0.35,-0.25,31.49,55.1,54.23,35.08,54.29,33.13,53.52,71,45.134
0.5,0.15,-0.15,31.49,55.1,54.23,31.45,51.06,30.72,53.03,66,45.134
0.2,0.7,-0.05,33.24,55.1,53.06,37.5,53.28,37.35,53.85,91,45.132
0.0,0.35,-0.05,33.53,51.6,52.86,37.5,56.48,37.35,55.56,90,45.128
0.0,0.7,-0.1,33.53,51.6,52.86,37.5,56.48,37.35,55.56,90,45.128
0.25,0.85,-0.1,32.65,48.69,53.44,37.1,54.95,35.54,54.12,85,45.124
0.5,0.05,-0.3,29.45,30.03,55.56,27.42,59.52,24.7,50.0,38,45.116
0.2,0.4,-0.15,25.95,23.03,57.89,30.65,53.23,27.11,48.08,52,45.114000000000004
0.4,0.8,-0.3,25.95,23.03,57.89,30.65,53.23,27.11,48.08,52,45.114000000000004
0.0,0.3,-0.05,33.82,48.1,52.63,35.08,53.92,34.94,53.49,86,45.106
0.0,0.6,-0.1,33.82,48.1,52.63,35.08,53.92,34.94,53.49,86,45.106
0.0,0.9,-0.15,33.82,48.1,52.63,35.08,53.92,34.94,53.49,86,45.106
0.35,0.15,-0.1,30.32,51.6,54.96,33.87,54.08,30.72,50.75,67,45.104
0.7,0.3,-0.2,30.32,51.6,54.96,33.87,54.08,30.72,50.75,67,45.104
0.5,0.1,-0.15,32.07,55.69,53.79,31.85,50.0,31.33,52.17,69,45.102000000000004
1.0,0.2,-0.3,32.07,55.69,53.79,31.85,50.0,31.33,52.17,69,45.102000000000004
0.1,1.0,-0.2,32.07,44.02,53.78,33.87,54.74,33.13,54.43,79,45.096000000000004
0.05,0.5,-0.1,32.07,44.02,53.78,33.87,54.74,33.13,54.43,79,45.096000000000004
0.35,0.4,-0.3,24.49,6.12,58.82,24.6,68.75,21.08,57.14,14,45.088
0.25,0.85,-0.2,29.74,35.57,55.32,31.85,53.01,31.33,50.0,74,45.088
0.1,0.85,0.3,33.82,65.89,52.6,39.11,53.02,37.95,52.94,102,45.088
0.15,0.95,0.2,33.24,64.43,52.98,39.11,52.7,36.75,53.06,98,45.083999999999996
0.1,0.65,0.15,33.24,64.43,52.98,39.52,52.7,36.75,52.53,99,45.083999999999996
0.9,0.15,-0.25,31.78,59.18,53.95,32.26,51.52,31.93,52.78,72,45.082
0.65,0.4,-0.3,27.99,33.53,56.47,33.47,56.94,25.9,48.98,49,45.077999999999996
0.8,0.1,-0.25,32.07,56.56,53.74,33.47,52.04,31.93,50.68,73,45.072
0.05,0.85,0.25,33.82,66.76,52.57,39.11,52.32,36.75,53.47,101,45.07
0.1,0.6,-0.1,30.61,44.9,54.7,33.87,52.48,34.34,54.76,84,45.064
0.05,0.3,-0.05,30.61,44.9,54.7,33.87,52.48,34.34,54.76,84,45.064
0.15,0.9,-0.15,30.61,44.9,54.7,33.87,52.48,34.34,54.76,84,45.064
0.65,0.45,-0.15,30.32,52.48,54.89,35.89,55.77,30.72,49.33,75,45.062
0.55,0.2,-0.15,31.2,54.52,54.29,34.68,53.33,31.33,52.24,67,45.054
0.95,0.25,-0.25,32.07,57.43,53.69,33.06,50.48,30.72,52.94,68,45.042
0.5,0.7,-0.3,26.53,24.2,57.38,31.45,55.56,26.51,47.06,51,45.04
0.25,0.35,-0.15,26.53,24.2,57.38,31.45,55.56,26.51,47.06,51,45.04
0.4,0.85,-0.3,26.53,24.2,57.38,30.65,53.97,26.51,47.17,53,45.04
0.95,0.2,-0.3,31.78,55.1,53.85,32.26,50.0,30.72,53.03,66,45.022000000000006
0.5,0.35,-0.25,27.41,29.15,56.76,32.26,55.56,24.7,46.81,47,45.019999999999996
0.95,0.35,-0.3,30.61,50.73,54.62,31.85,51.61,30.72,52.31,65,45.016
0.95,0.2,-0.25,32.07,58.31,53.64,32.66,50.98,31.33,53.42,73,45.012
0.75,0.15,-0.2,32.07,58.31,53.64,32.26,50.5,30.72,52.78,72,45.012
0.55,0.1,-0.15,31.49,58.6,54.0,32.26,51.52,30.72,52.78,72,44.995999999999995
1.0,0.35,-0.25,31.78,55.98,53.79,34.68,53.27,31.93,53.52,71,44.986000000000004
0.15,0.85,-0.2,29.45,35.86,55.32,32.66,55.42,30.12,50.7,71,44.972
0.9,0.3,-0.25,30.9,53.94,54.35,33.47,51.96,30.72,53.03,66,44.97
0.75,0.2,-0.2,31.78,56.85,53.74,32.66,50.49,30.72,52.94,68,44.956
0.65,0.35,-0.3,28.86,33.82,55.68,32.26,54.41,25.3,46.94,49,44.952
0.35,0.2,-0.2,27.7,23.32,56.45,29.03,57.14,24.7,47.06,34,44.949999999999996
0.45,0.3,-0.25,28.28,24.49,56.06,30.65,57.14,25.3,51.35,37,44.94800000000001
0.85,0.1,-0.25,32.36,57.43,53.33,32.66,51.52,31.93,51.35,74,44.942
0.35,0.1,-0.2,29.45,27.7,55.26,28.23,57.5,25.3,51.43,35,44.936
0.4,0.3,-0.3,24.78,9.04,58.33,23.79,66.67,20.48,72.73,11,44.91
0.2,0.15,-0.15,24.78,9.04,58.33,23.79,66.67,20.48,72.73,11,44.91
0.95,0.15,-0.3,31.49,55.39,53.85,32.66,50.52,31.33,52.17,69,44.906000000000006
1.0,0.25,-0.3,31.49,55.39,53.85,32.26,50.0,29.52,52.31,65,44.906000000000006
0.55,0.2,-0.3,29.15,27.11,55.41,29.03,60.47,25.3,47.37,38,44.90599999999999
0.1,0.2,-0.1,23.62,9.33,59.09,28.63,59.46,24.7,48.65,37,44.902
0.2,0.4,-0.2,23.62,9.33,59.09,28.63,59.46,24.7,48.65,37,44.902
0.05,0.1,-0.05,23.62,9.33,59.09,28.63,59.46,24.7,48.65,37,44.902
0.3,0.6,-0.3,23.62,9.33,59.09,28.63,59.46,24.7,48.65,37,44.902
0.25,0.5,-0.25,23.62,9.33,59.09,28.63,59.46,24.7,48.65,37,44.902
0.15,0.3,-0.15,23.62,9.33,59.09,28.63,59.46,24.7,48.65,37,44.902
0.4,0.3,-0.2,27.11,29.45,56.76,32.66,58.06,24.1,45.83,48,44.9
0.6,0.45,-0.3,27.11,29.45,56.76,32.66,58.06,24.1,45.83,48,44.9
0.2,0.15,-0.1,27.11,29.45,56.76,32.66,58.06,24.1,45.83,48,44.9
0.5,0.4,-0.25,26.82,28.86,56.94,33.47,56.72,24.1,44.0,50,44.891999999999996
0.05,0.9,0.25,33.82,67.06,52.27,39.52,52.63,36.75,54.0,100,44.89
0.05,1.0,0.3,33.82,67.06,52.27,39.52,52.63,37.35,53.92,102,44.89
0.05,0.75,0.2,33.82,67.06,52.27,39.52,52.63,36.75,54.0,100,44.89
0.1,0.75,-0.25,28.86,26.53,55.56,29.03,54.39,30.12,52.46,61,44.879999999999995
0.15,0.8,-0.25,28.86,26.53,55.56,29.84,53.85,30.12,49.21,63,44.879999999999995
0.0,0.95,-0.2,33.53,44.31,52.42,34.27,54.84,34.34,53.57,84,44.864
0.65,0.05,-0.3,32.07,43.44,53.39,29.84,55.07,27.11,49.06,53,44.862
0.3,0.35,-0.25,23.91,6.71,58.82,25.81,63.64,21.08,56.25,16,44.856
0.6,0.0,-0.3,31.78,41.11,53.57,29.84,55.56,26.51,49.02,51,44.854
0.5,0.0,-0.3,30.61,33.53,54.35,29.03,58.0,25.9,51.11,45,44.854
0.1,0.0,-0.05,31.78,41.11,53.57,29.84,55.56,26.51,49.02,51,44.854
0.25,0.0,-0.15,30.61,33.53,54.35,29.03,58.0,25.9,51.11,45,44.854
0.3,0.0,-0.15,31.78,41.11,53.57,29.84,55.56,26.51,49.02,51,44.854
0.4,0.0,-0.2,31.78,41.11,53.57,29.84,55.56,26.51,49.02,51,44.854
0.2,0.0,-0.1,31.78,41.11,53.57,29.84,55.56,26.51,49.02,51,44.854
0.5,0.0,-0.25,31.78,41.11,53.57,29.84,55.56,26.51,49.02,51,44.854
0.45,1.0,-0.3,28.57,30.03,55.7,31.85,53.95,28.92,51.61,62,44.848
0.05,1.0,-0.25,32.07,37.61,53.33,33.06,54.12,34.34,55.26,76,44.826
0.55,0.15,-0.3,29.74,30.03,54.88,28.23,55.81,27.11,51.22,41,44.824
0.4,0.05,-0.25,29.15,27.99,55.26,26.21,55.26,22.89,47.06,34,44.816
0.7,0.45,-0.3,28.86,35.57,55.43,34.68,56.79,25.3,43.64,55,44.80199999999999
0.2,0.8,-0.15,30.03,41.4,54.63,32.66,53.26,34.94,53.66,82,44.79
0.85,0.35,-0.25,30.03,51.31,54.62,33.47,53.61,30.72,51.52,66,44.784
1.0,0.4,-0.3,30.03,51.31,54.62,33.06,53.12,30.72,51.52,66,44.784
0.5,0.2,-0.15,30.03,51.31,54.62,33.06,53.12,30.72,51.52,66,44.784
0.2,0.75,-0.15,29.74,39.94,54.81,33.06,53.33,34.94,53.66,82,44.782000000000004
0.6,0.5,-0.3,26.53,29.15,56.94,33.47,57.35,24.1,43.14,51,44.775999999999996
0.3,0.25,-0.15,26.53,29.15,56.94,33.47,57.35,24.1,43.14,51,44.775999999999996
0.0,0.85,-0.15,33.53,47.81,52.27,34.68,54.55,35.54,54.02,87,44.774
0.05,0.75,-0.2,31.49,34.69,53.61,31.85,54.43,33.73,55.56,72,44.762
0.55,0.7,-0.3,26.82,26.53,56.72,33.06,58.21,27.11,45.45,55,44.76
0.35,0.6,-0.25,25.36,21.28,57.69,30.65,55.17,26.51,48.0,50,44.757999999999996
0.4,0.75,-0.3,25.36,21.28,57.69,30.65,54.24,26.51,47.06,51,44.757999999999996
0.3,0.5,-0.3,23.62,7.0,58.82,25.81,62.5,22.89,47.83,23,44.74
0.25,0.15,-0.2,23.62,7.0,58.82,23.39,80.0,19.28,80.0,5,44.74
0.15,0.25,-0.15,23.62,7.0,58.82,25.81,62.5,22.89,47.83,23,44.74
0.75,0.3,-0.2,30.9,54.23,53.96,34.68,53.85,31.93,52.17,69,44.736
0.9,0.25,-0.3,30.61,51.9,54.14,31.45,49.44,30.12,52.38,63,44.728
0.2,0.65,-0.05,32.65,54.23,52.78,37.1,53.78,37.35,53.85,91,44.728
0.55,0.35,-0.3,27.99,25.66,55.88,30.24,57.45,25.3,51.35,37,44.724
0.15,1.0,-0.2,30.61,41.11,54.13,33.47,54.35,32.53,53.85,78,44.722
0.0,0.95,-0.15,33.53,50.44,52.17,36.29,55.24,35.54,54.02,87,44.714
0.0,0.65,-0.1,33.53,50.44,52.17,36.29,55.24,35.54,54.65,86,44.714
0.2,0.05,-0.05,31.78,58.02,53.33,33.06,50.0,30.72,52.17,69,44.71
0.6,0.15,-0.15,31.78,58.02,53.33,33.06,50.0,30.72,52.17,69,44.71
0.8,0.2,-0.2,31.78,58.02,53.33,33.06,50.0,30.72,52.17,69,44.71
0.4,0.1,-0.1,31.78,58.02,53.33,33.06,50.0,30.72,52.17,69,44.71
1.0,0.25,-0.25,31.78,58.02,53.33,33.06,50.0,30.72,52.17,69,44.71
0.55,0.0,-0.25,31.78,45.48,53.28,30.65,55.56,28.31,48.28,58,44.68
0.6,0.6,-0.3,25.95,28.86,57.14,33.87,57.14,25.9,45.28,53,44.664
0.5,0.5,-0.25,25.95,28.86,57.14,33.87,57.14,25.9,45.28,53,44.664
0.4,0.4,-0.2,25.95,28.86,57.14,33.87,57.14,25.9,45.28,53,44.664
0.3,0.3,-0.15,25.95,28.86,57.14,33.87,57.14,25.9,45.28,53,44.664
0.2,0.2,-0.1,25.95,28.86,57.14,33.87,57.14,25.9,45.28,53,44.664
0.1,0.1,-0.05,25.95,28.86,57.14,33.87,57.14,25.9,45.28,53,44.664
0.7,0.25,-0.2,30.61,53.64,54.01,33.47,51.96,31.33,53.03,66,44.65
0.85,0.2,-0.25,31.49,56.56,53.42,32.26,50.0,30.72,53.73,67,44.647999999999996
0.85,0.15,-0.25,31.49,56.56,53.42,31.45,50.0,31.33,52.17,69,44.647999999999996
0.55,0.65,-0.3,26.82,27.41,56.52,33.06,58.46,27.11,44.44,54,44.64
0.15,0.75,-0.2,29.45,31.2,54.76,33.06,55.0,30.12,50.72,69,44.635999999999996
0.0,1.0,-0.2,32.94,44.9,52.42,34.68,55.79,34.94,52.94,85,44.628
0.0,0.5,-0.1,32.94,44.9,52.42,34.68,55.79,34.94,52.94,85,44.628
0.0,0.25,-0.05,32.94,44.9,52.42,34.68,55.79,34.94,52.94,85,44.628
0.0,0.75,-0.15,32.94,44.9,52.42,34.68,55.79,34.94,52.94,85,44.628
0.6,0.35,-0.3,27.99,30.61,55.7,32.26,55.74,25.3,50.0,46,44.616
0.4,0.65,-0.3,25.36,18.95,57.45,30.24,56.0,25.3,46.51,43,44.614
0.6,0.2,-0.2,30.03,49.85,54.33,31.85,50.56,30.12,52.38,63,44.61
0.3,0.1,-0.1,30.03,49.85,54.33,31.85,50.56,30.12,52.38,63,44.61
0.15,0.05,-0.05,30.03,49.85,54.33,31.85,50.56,30.12,52.38,63,44.61
0.9,0.3,-0.3,30.03,49.85,54.33,31.85,50.56,30.12,52.38,63,44.61
0.45,0.15,-0.15,30.03,49.85,54.33,31.85,50.56,30.12,52.38,63,44.61
0.75,0.25,-0.25,30.03,49.85,54.33,31.85,50.56,30.12,52.38,63,44.61
0.0,0.8,-0.15,32.94,45.77,52.38,35.08,56.25,34.94,52.94,85,44.604
0.3,0.75,-0.25,27.41,25.36,56.06,30.65,53.03,27.71,50.0,56,44.6
0.15,0.85,-0.25,29.74,28.57,54.43,30.24,54.41,29.52,50.77,65,44.554
1.0,0.15,-0.3,31.78,56.56,53.06,32.26,50.52,31.93,52.86,70,44.548
0.65,0.1,-0.2,31.78,56.56,53.06,32.66,50.52,31.93,52.11,71,44.548
0.25,0.15,-0.15,26.82,20.99,56.36,27.42,55.56,22.89,43.33,30,44.544
0.5,0.3,-0.3,26.82,20.99,56.36,27.42,55.56,22.89,43.33,30,44.544
0.1,0.85,-0.25,30.32,31.49,54.02,31.05,55.71,33.13,55.07,69,44.54
0.65,0.25,-0.2,30.03,51.6,54.2,32.66,52.08,30.72,52.31,65,44.532000000000004
0.2,1.0,-0.25,29.45,32.94,54.55,32.26,55.0,30.72,50.7,71,44.51
0.35,0.2,-0.15,29.15,36.44,54.74,33.06,55.84,25.3,46.15,52,44.504000000000005
0.7,0.4,-0.3,29.15,36.44,54.74,33.06,55.84,25.3,46.15,52,44.504000000000005
0.95,0.25,-0.3,30.9,54.52,53.57,31.45,50.0,30.12,53.12,64,44.501999999999995
0.8,0.2,-0.25,30.9,54.52,53.57,31.45,50.0,30.12,52.31,65,44.501999999999995
0.1,0.95,-0.3,29.74,29.45,54.32,29.44,52.31,31.93,54.55,66,44.488
0.45,0.1,-0.25,30.03,30.9,54.12,29.03,56.52,25.9,55.56,36,44.483999999999995
0.0,1.0,-0.15,32.94,51.02,52.17,36.69,55.66,37.35,56.18,89,44.478
0.1,0.7,-0.25,28.57,25.36,55.07,28.23,55.77,29.52,51.72,58,44.47
0.5,0.1,-0.3,29.15,27.41,54.67,28.23,60.53,24.1,53.33,30,44.462
0.25,0.05,-0.15,29.15,27.41,54.67,28.23,60.53,24.1,53.33,30,44.462
0.15,0.8,-0.2,29.15,32.36,54.65,32.26,55.0,30.72,50.7,71,44.45
0.3,0.45,-0.3,23.62,4.66,58.33,24.6,73.33,20.48,41.18,17,44.446
0.65,0.0,-0.3,31.78,44.9,52.89,30.65,54.93,28.92,50.0,58,44.446
0.1,0.15,-0.1,23.62,4.66,58.33,24.6,73.33,20.48,41.18,17,44.446
0.2,0.3,-0.2,23.62,4.66,58.33,24.6,73.33,20.48,41.18,17,44.446
0.8,0.3,-0.25,30.32,50.73,53.85,31.85,51.61,30.72,52.31,65,44.438
0.1,0.5,-0.15,28.86,26.82,54.79,30.24,53.73,29.52,50.0,64,44.41799999999999
0.2,1.0,-0.3,28.86,26.82,54.79,30.24,53.73,29.52,50.0,64,44.41799999999999
0.4,0.35,-0.2,26.53,28.57,56.34,33.47,57.35,24.1,43.14,51,44.416000000000004
0.25,0.25,-0.2,24.2,7.29,57.89,25.81,73.68,21.08,61.54,13,44.414
0.3,0.4,-0.25,24.49,10.2,57.69,27.02,60.0,22.89,46.15,26,44.41
0.45,0.0,-0.25,30.61,35.57,53.61,30.24,59.65,27.11,51.06,47,44.41
0.35,0.0,-0.2,30.61,35.57,53.61,29.84,57.41,27.11,50.0,48,44.41
0.8,0.15,-0.25,31.2,54.52,53.19,31.85,49.46,30.72,53.03,66,44.394
0.2,0.35,-0.15,25.66,20.41,56.86,30.65,55.36,25.3,46.81,47,44.38
0.4,0.7,-0.3,25.66,20.41,56.86,30.65,55.36,25.3,46.81,47,44.38
0.55,0.5,-0.25,27.11,30.61,55.84,33.87,58.33,25.3,42.11,57,44.348
0.15,0.95,-0.3,28.86,27.7,54.67,29.44,53.97,29.52,50.0,62,44.346000000000004
1.0,0.35,-0.3,30.32,53.35,53.68,32.26,50.51,31.33,53.03,66,44.336
0.9,0.35,-0.25,30.32,53.35,53.68,34.27,54.46,30.72,51.52,66,44.336
0.85,0.3,-0.25,30.32,53.35,53.68,33.06,51.49,31.33,53.03,66,44.336
0.95,0.4,-0.25,30.32,53.35,53.68,34.68,54.9,31.33,50.7,71,44.336
0.2,0.8,-0.25,27.99,25.07,55.22,30.65,53.73,28.92,47.62,63,44.327999999999996
0.45,0.25,-0.25,27.7,24.49,55.38,29.44,53.19,24.1,45.71,35,44.308
0.4,0.25,-0.25,25.95,17.78,56.52,27.42,65.52,22.29,46.15,26,44.292
0.2,0.9,-0.3,26.82,22.74,55.93,29.84,53.33,27.71,46.67,60,44.286
0.1,0.45,-0.15,26.82,22.74,55.93,29.84,53.33,27.71,46.67,60,44.286
0.2,0.65,-0.2,28.28,26.53,54.93,31.45,53.62,28.92,50.0,62,44.269999999999996
0.25,0.8,-0.25,28.28,26.53,54.93,31.45,53.73,28.31,49.18,61,44.269999999999996
0.0,0.7,-0.15,33.24,44.31,51.61,34.27,54.84,33.73,53.01,83,44.262
0.3,0.8,-0.3,26.24,18.37,56.25,31.05,55.36,27.11,46.15,52,44.246
0.15,0.4,-0.15,26.24,18.37,56.25,31.05,55.36,27.11,46.15,52,44.246
0.0,0.55,-0.1,32.65,46.36,51.97,35.08,55.1,34.34,52.94,85,44.242
0.95,0.3,-0.25,31.49,56.27,52.74,34.27,53.33,31.33,53.73,67,44.239999999999995
0.2,0.7,-0.2,28.86,29.45,54.43,31.85,55.41,29.52,50.0,66,44.202
0.1,0.35,-0.1,28.86,29.45,54.43,31.85,55.41,29.52,50.0,66,44.202
0.45,0.25,-0.3,25.36,14.29,56.76,24.6,57.14,20.48,64.29,14,44.199999999999996
0.65,0.2,-0.2,30.61,54.23,53.24,31.45,51.06,30.72,53.03,66,44.188
0.2,0.35,-0.2,23.62,7.87,57.89,26.21,61.54,24.1,48.15,27,44.182
0.3,0.15,-0.2,26.24,15.16,56.1,25.0,56.52,19.88,61.54,13,44.156
0.1,1.0,-0.3,30.03,30.32,53.57,29.84,52.94,33.13,55.07,69,44.153999999999996
0.15,0.85,-0.15,30.03,42.86,53.57,34.27,54.08,34.34,56.1,82,44.153999999999996
0.05,0.5,-0.15,30.03,30.32,53.57,29.84,52.94,33.13,55.07,69,44.153999999999996
0.05,0.45,-0.15,29.45,27.41,53.95,29.84,55.0,30.12,53.33,60,44.15
0.1,0.9,-0.3,29.45,27.41,53.95,29.84,55.0,30.12,53.33,60,44.15
0.2,0.9,-0.25,28.86,30.32,54.32,32.66,54.55,28.92,49.25,67,44.135999999999996
0.05,0.6,-0.2,30.61,28.28,53.09,29.03,53.23,32.53,57.81,64,44.098
0.15,0.95,-0.2,30.32,40.23,53.27,33.47,55.68,31.93,53.25,77,44.09
0.25,0.6,-0.25,25.07,14.58,56.76,30.24,56.25,25.9,46.67,45,44.083999999999996
0.55,0.0,-0.3,30.61,35.86,53.06,30.24,59.65,27.11,51.06,47,44.08
0.5,0.35,-0.3,26.82,20.41,55.56,27.82,55.26,24.1,48.39,31,44.064
0.3,0.7,-0.25,26.24,23.32,55.93,31.05,52.38,25.9,47.06,51,44.054
0.25,0.55,-0.2,26.24,23.32,55.93,30.65,52.46,26.51,47.06,51,44.054
0.65,0.45,-0.3,27.99,32.65,54.76,33.47,56.76,24.7,44.23,52,44.05199999999999
0.5,0.15,-0.3,28.28,24.2,54.55,26.61,50.0,24.1,51.61,31,44.042
0.25,1.0,-0.2,29.45,40.82,53.77,32.66,53.93,34.34,53.75,80,44.042
0.3,1.0,-0.3,27.7,27.11,54.93,31.85,54.29,28.92,50.0,64,44.038
0.15,0.5,-0.15,27.7,27.11,54.93,31.85,54.29,28.92,50.0,64,44.038
0.25,0.6,-0.2,27.11,25.95,55.22,30.65,53.73,27.71,50.0,56,43.976
0.25,0.95,-0.25,28.57,31.49,54.22,31.45,54.55,30.12,50.0,68,43.959999999999994
0.15,0.9,-0.2,29.74,39.07,53.4,33.47,55.81,31.33,52.63,76,43.936
0.25,0.95,-0.3,27.99,24.49,54.55,30.65,53.03,28.92,47.62,63,43.925999999999995
0.45,0.35,-0.2,27.41,32.36,54.88,34.27,58.67,24.7,41.82,55,43.891999999999996
0.55,0.35,-0.25,27.7,33.82,54.65,34.27,56.58,25.3,48.0,50,43.87
0.15,0.75,-0.25,27.41,23.32,54.84,29.44,54.39,28.92,47.46,59,43.868
0.2,0.35,-0.25,23.91,2.04,57.14,23.39,77.78,21.08,46.15,13,43.848
0.55,0.45,-0.25,27.11,31.78,55.0,34.68,59.46,24.7,41.82,55,43.844
0.45,0.2,-0.25,27.7,24.78,54.55,29.84,60.47,25.3,50.0,36,43.809999999999995
0.65,0.55,-0.3,26.82,31.2,55.13,34.27,59.72,24.7,43.4,53,43.806000000000004
0.45,0.15,-0.3,26.53,17.49,55.32,23.79,47.83,20.48,50.0,16,43.804
0.3,0.1,-0.2,26.53,17.49,55.32,23.79,47.83,20.48,50.0,16,43.804
0.15,0.05,-0.1,26.53,17.49,55.32,23.79,47.83,20.48,50.0,16,43.804
0.1,0.55,-0.1,29.74,42.57,53.15,34.27,54.64,34.94,56.1,82,43.786
0.65,0.6,-0.3,26.53,30.61,55.26,33.87,59.15,25.3,42.86,56,43.768
0.15,0.05,-0.15,25.36,8.75,56.0,24.6,42.86,24.1,56.52,23,43.744
0.3,0.1,-0.3,25.36,8.75,56.0,24.6,42.86,24.1,56.52,23,43.744
0.1,0.8,-0.3,28.57,23.32,53.85,28.23,52.94,29.52,54.24,59,43.738
0.05,0.4,-0.15,28.57,23.32,53.85,28.23,52.94,29.52,54.24,59,43.738
0.15,0.3,-0.25,23.62,2.33,57.14,22.18,80.0,19.28,42.86,7,43.732
0.45,0.05,-0.3,28.86,24.78,53.62,25.81,52.78,22.89,48.39,31,43.715999999999994
0.3,0.65,-0.25,26.24,21.87,55.36,31.05,53.45,25.9,46.94,49,43.712
0.15,0.8,-0.15,29.45,41.98,53.21,34.27,54.17,33.73,55.0,80,43.706
0.05,0.95,-0.25,31.2,34.99,52.04,32.66,53.57,34.94,56.0,75,43.70399999999999
0.2,0.95,-0.25,28.86,32.36,53.49,33.06,55.0,30.72,51.43,70,43.638000000000005
0.15,0.3,-0.2,23.32,2.62,57.14,23.39,70.0,21.08,42.86,14,43.612
0.25,0.4,-0.25,23.32,5.83,57.14,25.4,70.0,22.29,47.62,21,43.612
0.55,0.4,-0.25,27.7,32.36,54.22,33.87,57.33,24.1,41.51,53,43.611999999999995
0.1,0.4,-0.1,28.86,33.24,53.41,31.85,54.43,31.93,51.39,72,43.59
0.05,0.2,-0.05,28.86,33.24,53.41,31.85,54.43,31.93,51.39,72,43.59
0.2,0.8,-0.2,28.86,33.24,53.41,31.85,54.43,31.93,51.39,72,43.59
0.15,0.6,-0.15,28.86,33.24,53.41,31.85,54.43,31.93,51.39,72,43.59
0.25,1.0,-0.25,28.86,33.24,53.41,31.85,54.43,31.93,51.39,72,43.59
0.05,0.65,-0.2,29.45,30.32,53.01,29.03,53.03,31.93,56.06,66,43.586
0.25,0.85,-0.25,27.7,27.41,54.17,31.45,54.93,29.52,50.0,66,43.582
0.35,0.9,-0.3,27.11,25.36,54.55,31.05,53.12,26.51,47.27,55,43.574
0.95,0.3,-0.3,30.03,52.77,52.59,31.45,51.06,30.12,53.12,64,43.566
0.1,0.8,-0.25,29.15,28.86,53.16,29.84,55.56,31.93,53.73,67,43.556
0.2,0.55,-0.2,26.53,19.24,54.9,30.24,54.39,27.11,46.3,54,43.552
0.25,1.0,-0.3,28.57,25.95,53.52,31.05,54.29,30.12,50.0,66,43.540000000000006
0.5,0.2,-0.3,27.41,21.87,54.24,27.42,55.88,21.69,47.83,23,43.507999999999996
0.25,0.1,-0.15,27.41,21.87,54.24,27.42,55.88,21.69,47.83,23,43.507999999999996
0.2,0.75,-0.2,28.28,31.2,53.66,31.45,54.55,30.12,50.0,68,43.507999999999996
0.2,0.7,-0.25,26.53,20.12,54.72,30.24,52.54,27.71,46.43,56,43.444
0.05,0.8,-0.25,30.03,30.03,52.38,29.44,54.55,32.53,55.88,68,43.44
0.65,0.5,-0.3,27.11,32.07,54.32,34.27,58.11,24.1,41.51,53,43.436
0.45,0.3,-0.2,27.41,33.53,54.12,33.87,56.41,25.3,44.44,54,43.43599999999999
0.0,0.45,-0.1,32.94,42.86,50.41,33.47,54.95,33.73,53.01,83,43.422
0.0,0.9,-0.2,32.94,42.86,50.41,33.47,54.95,33.73,53.01,83,43.422
0.25,0.3,-0.2,24.49,9.62,56.0,27.02,64.29,22.89,46.15,26,43.396
0.2,0.9,-0.2,29.74,37.9,52.48,32.66,55.29,31.33,52.0,75,43.384
0.1,0.45,-0.1,29.74,37.9,52.48,32.66,55.29,31.33,52.0,75,43.384
0.2,0.85,-0.2,28.57,35.28,53.26,32.66,54.22,31.93,52.05,73,43.384
0.35,0.65,-0.3,25.07,13.99,55.56,30.24,58.7,25.3,47.5,40,43.364
