w_call,w_put,w_fut,dev_exact,dev_sign,val_sign,conf_sign,dev_score
0.6,0.8,1.0,35.86,56.65,56.93,55.0,48.333999999999996
1.0,0.8,0.3,37.32,55.67,53.02,51.02,48.33
1.0,1.0,0.0,37.9,55.28,53.95,51.89,48.328
0.4,0.4,0.0,37.9,55.28,53.95,51.89,48.328
0.9,0.7,0.1,37.9,55.28,53.64,50.51,48.328
0.1,0.1,0.0,37.9,55.28,53.95,51.89,48.328
1.0,0.8,0.2,37.9,55.28,52.67,50.51,48.328
0.9,0.9,0.0,37.9,55.28,53.95,51.89,48.328
0.2,0.2,0.0,37.9,55.28,53.95,51.89,48.328
0.3,0.3,0.0,37.9,55.28,53.95,51.89,48.328
0.8,0.6,0.1,37.9,55.28,53.64,50.51,48.328
0.8,0.8,0.0,37.9,55.28,53.95,51.89,48.328
0.5,0.4,0.1,37.9,55.28,52.67,50.51,48.328
0.5,0.5,0.0,37.9,55.28,53.95,51.89,48.328
0.7,0.7,0.0,37.9,55.28,53.95,51.89,48.328
0.6,0.6,0.0,37.9,55.28,53.95,51.89,48.328
0.7,0.0,1.0,35.57,56.83,50.0,52.0,48.326
0.3,0.5,1.0,36.73,56.04,53.62,55.45,48.315999999999995
0.2,0.4,0.7,36.15,56.42,55.56,56.44,48.312
0.1,0.4,0.9,36.44,56.22,53.52,53.92,48.308
0.5,0.6,0.4,36.44,56.22,56.03,54.55,48.308
0.3,1.0,0.8,37.61,55.44,56.85,58.0,48.30799999999999
0.4,0.3,0.5,37.61,55.43,53.44,57.28,48.30199999999999
0.8,0.6,1.0,37.61,55.43,53.44,57.28,48.30199999999999
0.5,0.1,0.0,38.48,54.84,52.2,49.51,48.29600000000001
1.0,0.2,0.0,38.48,54.84,52.2,49.51,48.29600000000001
0.6,0.3,0.1,37.9,55.22,51.59,50.0,48.292
1.0,0.9,0.1,37.9,55.22,53.33,52.94,48.292
0.9,1.0,0.4,37.03,55.79,55.48,55.34,48.286
0.9,0.9,0.5,37.03,55.79,54.55,52.04,48.286
0.4,0.6,0.7,35.86,56.57,56.93,55.45,48.286
0.3,0.4,0.9,36.44,56.18,53.62,55.45,48.284
0.0,0.0,1.0,37.03,55.78,50.7,53.0,48.28
0.0,0.0,0.1,37.03,55.78,50.7,53.0,48.28
0.0,0.0,0.4,37.03,55.78,50.7,53.0,48.28
0.0,0.0,0.9,37.03,55.78,50.7,53.0,48.28
0.0,0.0,0.3,37.03,55.78,50.7,53.0,48.28
0.0,0.0,0.6,37.03,55.78,50.7,53.0,48.28
0.8,0.3,0.0,39.07,54.42,53.12,51.46,48.28
0.0,0.0,0.2,37.03,55.78,50.7,53.0,48.28
0.0,0.0,0.7,37.03,55.78,50.7,53.0,48.28
0.0,0.0,0.8,37.03,55.78,50.7,53.0,48.28
0.0,0.0,0.5,37.03,55.78,50.7,53.0,48.28
0.7,0.5,0.5,36.73,55.98,52.63,53.61,48.279999999999994
0.3,0.6,1.0,36.73,55.98,55.56,56.0,48.279999999999994
1.0,0.7,0.7,36.73,55.98,52.63,53.06,48.279999999999994
0.3,0.7,0.9,36.73,55.98,56.39,54.08,48.279999999999994
0.9,0.8,0.2,38.19,55.0,53.02,52.0,48.275999999999996
0.6,0.0,0.1,39.36,54.21,51.25,48.67,48.269999999999996
0.7,0.0,0.1,39.36,54.21,51.25,48.25,48.269999999999996
0.4,0.5,0.3,36.44,56.15,55.71,54.64,48.266
0.8,1.0,0.6,36.44,56.15,55.71,54.64,48.266
0.4,0.7,0.4,37.32,55.56,57.55,57.0,48.263999999999996
0.9,0.8,0.0,37.32,55.56,53.59,51.43,48.263999999999996
0.5,0.0,0.7,35.28,56.91,50.35,51.49,48.257999999999996
0.1,0.2,0.9,36.15,56.32,51.72,53.4,48.252
0.3,0.7,0.4,37.9,55.15,57.75,58.0,48.25
0.9,0.7,0.2,37.61,55.33,52.32,50.0,48.242000000000004
0.4,0.3,0.0,37.61,55.33,52.9,50.0,48.242000000000004
0.8,0.6,0.0,37.61,55.33,52.9,50.0,48.242000000000004
0.6,0.7,0.9,36.44,56.11,56.3,55.88,48.242
0.8,0.9,0.6,36.73,55.91,54.55,53.06,48.238
0.2,0.1,0.8,37.61,55.32,50.0,55.77,48.236000000000004
0.1,0.5,1.0,36.15,56.28,54.23,54.0,48.228
0.1,0.4,0.8,36.15,56.28,53.24,53.92,48.228
0.4,0.6,0.3,37.32,55.5,56.43,56.12,48.227999999999994
0.8,0.9,0.4,37.32,55.5,56.55,54.81,48.227999999999994
0.5,0.8,0.4,37.32,55.5,57.55,56.57,48.227999999999994
0.1,0.2,0.8,36.44,56.08,52.03,54.0,48.224
0.7,0.0,0.8,35.86,56.45,51.06,51.02,48.214
0.9,0.6,0.3,37.03,55.67,53.79,49.49,48.214
0.6,0.4,0.2,37.03,55.67,53.79,49.49,48.214
0.3,0.2,0.1,37.03,55.67,53.79,49.49,48.214
0.9,0.5,0.2,37.61,55.28,52.94,49.49,48.212
0.9,0.5,0.5,36.73,55.85,52.45,52.63,48.202
0.9,0.4,0.0,37.9,55.07,52.8,50.0,48.202
0.9,0.8,0.5,36.73,55.85,54.23,53.47,48.202
0.0,0.1,0.7,36.73,55.84,51.77,52.94,48.196
1.0,0.9,0.4,37.32,55.44,54.23,52.53,48.19199999999999
0.5,0.5,0.1,37.9,55.05,53.74,54.37,48.19
1.0,1.0,0.2,37.9,55.05,53.74,54.37,48.19
0.8,0.7,0.0,37.03,55.61,53.59,51.43,48.178
0.7,0.6,0.0,37.03,55.61,52.94,51.43,48.178
1.0,0.6,0.3,37.03,55.61,53.74,49.0,48.178
0.0,0.1,0.5,36.15,56.19,51.82,51.92,48.174
0.0,0.2,1.0,36.15,56.19,51.82,51.92,48.174
0.8,0.4,0.5,36.73,55.79,52.45,52.08,48.166
0.9,1.0,0.7,36.44,55.98,55.32,54.08,48.163999999999994
1.0,0.4,0.1,38.19,54.81,54.19,50.98,48.162000000000006
1.0,0.8,0.1,37.9,55.0,53.64,50.0,48.16
1.0,0.7,0.2,37.32,55.38,54.36,49.48,48.156000000000006
0.6,0.1,0.8,35.86,56.35,51.08,51.96,48.154
0.0,0.1,0.8,37.03,55.56,51.06,52.94,48.147999999999996
0.5,0.3,0.8,37.03,55.56,52.59,56.31,48.147999999999996
0.2,0.0,0.3,35.57,56.52,49.31,52.48,48.14
0.4,0.0,0.6,35.57,56.52,49.31,52.48,48.14
0.6,0.0,0.9,35.57,56.52,49.31,52.48,48.14
0.5,0.7,0.9,35.86,56.32,57.66,54.9,48.136
0.1,0.5,0.6,36.73,55.74,58.39,57.14,48.136
0.2,0.3,1.0,35.57,56.5,52.08,55.34,48.128
1.0,1.0,0.7,36.44,55.91,53.52,53.54,48.122
0.3,0.9,0.5,38.19,54.73,57.64,57.43,48.11399999999999
0.5,0.7,0.4,37.9,54.92,56.52,55.1,48.111999999999995
0.6,0.5,0.3,37.03,55.5,53.24,53.0,48.111999999999995
0.4,1.0,0.6,37.9,54.92,58.45,58.59,48.111999999999995
0.2,0.5,0.3,37.9,54.92,58.45,58.59,48.111999999999995
0.4,0.1,0.0,39.07,54.13,52.5,49.51,48.106
0.7,0.2,0.0,39.07,54.13,52.53,50.5,48.106
0.8,0.2,0.0,39.07,54.13,52.5,49.51,48.106
0.3,1.0,0.7,37.61,55.1,56.94,57.84,48.104
0.6,0.5,1.0,36.15,56.07,53.79,57.14,48.102
0.8,0.0,0.9,35.57,56.45,51.06,51.52,48.098
0.3,0.5,0.3,36.44,55.85,57.35,56.7,48.086
0.6,1.0,0.6,36.44,55.85,57.35,56.7,48.086
0.4,0.8,0.5,37.32,55.26,56.12,58.16,48.084
0.4,1.0,0.2,38.19,54.68,58.11,54.29,48.084
0.5,0.9,0.5,37.32,55.26,57.25,57.0,48.084
0.2,0.5,0.1,38.19,54.68,58.11,54.29,48.084
0.7,0.5,0.0,37.61,55.05,53.21,49.02,48.074
0.9,0.7,0.0,37.61,55.05,52.29,50.98,48.074
0.5,0.4,0.0,37.61,55.05,52.6,50.98,48.074
1.0,0.8,0.0,37.61,55.05,52.6,50.98,48.074
0.1,0.1,0.7,36.15,56.02,50.74,54.81,48.072
0.6,0.9,0.7,36.73,55.61,57.14,54.74,48.058
0.5,1.0,0.6,37.32,55.21,56.83,58.16,48.054
0.5,0.6,0.3,37.32,55.21,56.64,56.0,48.054
0.6,0.9,0.4,37.32,55.21,57.64,56.12,48.054
0.6,0.6,0.1,37.9,54.82,54.36,53.85,48.05199999999999
0.0,1.0,0.7,37.9,54.82,58.39,56.25,48.05199999999999
0.0,0.7,0.5,37.9,54.82,58.5,56.84,48.05199999999999
0.8,0.7,0.2,37.9,54.82,52.35,52.0,48.05199999999999
0.9,0.8,0.1,37.61,55.0,53.29,52.0,48.044
0.5,0.3,0.3,37.03,55.38,52.82,53.06,48.040000000000006
1.0,0.6,0.6,37.03,55.38,52.82,53.06,48.040000000000006
0.0,0.2,0.9,36.15,55.96,52.17,51.96,48.036
0.8,1.0,0.4,36.73,55.56,55.86,54.46,48.028
0.7,0.8,0.5,36.73,55.56,55.24,53.06,48.028
0.8,0.9,0.5,36.73,55.56,55.63,54.08,48.028
1.0,1.0,0.6,36.73,55.56,54.23,52.04,48.028
0.5,0.5,0.3,36.73,55.56,54.23,52.04,48.028
0.4,0.5,0.2,36.73,55.56,55.86,54.46,48.028
0.5,0.6,0.8,36.15,55.93,55.56,55.88,48.018
0.8,0.9,0.3,37.32,55.15,54.73,54.72,48.018
0.5,0.3,0.7,36.15,55.93,52.55,56.44,48.018
0.9,1.0,0.3,37.32,55.15,55.48,54.72,48.018
0.7,0.4,0.2,37.03,55.33,53.38,49.49,48.010000000000005
0.5,0.9,0.6,37.03,55.32,56.93,56.7,48.004000000000005
0.5,0.8,0.6,37.03,55.32,56.62,55.67,48.004000000000005
0.9,1.0,0.5,37.03,55.26,56.25,54.64,47.968
0.7,1.0,0.6,37.03,55.26,56.52,55.67,47.968
0.6,1.0,0.5,37.03,55.26,57.55,56.57,47.968
0.6,0.9,0.5,37.03,55.26,56.52,56.12,47.968
0.7,0.8,0.4,37.03,55.26,56.25,54.08,47.968
0.0,1.0,0.6,37.61,54.87,58.94,55.0,47.965999999999994
0.0,0.5,0.3,37.61,54.87,58.94,55.0,47.965999999999994
0.8,0.7,1.0,37.03,55.25,54.96,56.73,47.962
0.2,0.2,0.8,36.73,55.43,51.02,55.66,47.949999999999996
0.1,0.1,0.4,36.73,55.43,51.02,55.66,47.949999999999996
0.6,0.6,0.9,36.44,55.62,55.64,56.31,47.948
0.4,0.4,0.6,36.44,55.62,55.64,56.31,47.948
0.5,0.4,0.7,36.44,55.62,55.38,57.69,47.948
0.2,0.2,0.3,36.44,55.62,55.64,56.31,47.948
0.3,0.6,0.4,37.32,55.03,56.2,57.73,47.946
0.5,1.0,0.7,37.32,55.03,55.88,57.29,47.946
0.1,0.9,0.6,37.9,54.64,56.64,55.67,47.944
0.1,0.1,0.3,35.86,56.0,51.43,56.19,47.944
0.3,0.3,0.9,35.86,56.0,51.43,56.19,47.944
0.2,0.2,0.6,35.86,56.0,51.43,56.19,47.944
0.2,0.4,0.2,37.03,55.21,57.14,58.16,47.938
0.5,1.0,0.5,37.03,55.21,57.14,58.16,47.938
0.3,0.6,0.3,37.03,55.21,57.14,58.16,47.938
0.4,0.8,0.4,37.03,55.21,57.14,58.16,47.938
0.1,0.2,0.1,37.03,55.21,57.14,58.16,47.938
1.0,0.9,0.3,37.61,54.82,53.38,52.48,47.93599999999999
1.0,0.6,0.7,35.86,55.98,52.59,54.26,47.931999999999995
0.2,0.8,0.5,38.48,54.23,56.94,56.44,47.92999999999999
0.1,0.1,0.9,35.86,55.96,49.28,54.37,47.92
0.7,0.7,1.0,36.44,55.56,55.64,56.31,47.912
0.3,0.7,0.5,37.32,54.97,55.47,58.59,47.91
0.5,0.7,0.5,37.32,54.97,56.12,55.1,47.91
0.2,0.6,0.3,37.61,54.77,58.62,57.58,47.906000000000006
0.0,0.1,0.4,36.15,55.73,52.11,52.53,47.897999999999996
0.0,0.2,0.8,36.15,55.73,52.11,52.53,47.897999999999996
0.1,0.0,0.6,37.9,54.55,47.86,54.72,47.89
0.1,0.4,1.0,35.28,56.28,53.42,53.47,47.88
0.3,0.5,0.9,36.44,55.49,55.88,55.56,47.87
0.4,0.7,0.5,37.03,55.08,56.3,56.7,47.86
0.1,0.1,0.6,35.86,55.85,51.43,55.24,47.854
0.7,0.3,0.0,38.19,54.29,52.8,50.48,47.849999999999994
0.5,0.6,0.2,36.73,55.26,55.7,54.29,47.848
0.5,0.8,0.5,36.73,55.26,57.04,56.25,47.848
0.5,0.5,0.7,36.73,55.25,55.22,55.88,47.842
0.5,0.4,0.8,36.44,55.43,53.38,57.14,47.833999999999996
0.5,0.5,0.8,36.15,55.62,55.73,56.31,47.832
0.4,0.5,0.6,35.57,56.0,55.88,55.45,47.828
0.4,1.0,0.7,37.61,54.64,55.8,58.0,47.828
0.3,0.4,0.7,35.57,56.0,55.15,53.54,47.828
0.5,0.7,1.0,35.57,56.0,57.04,55.34,47.828
0.1,0.1,0.5,36.15,55.61,51.75,54.37,47.826
0.2,0.2,1.0,36.15,55.61,51.75,54.37,47.826
0.7,0.9,0.3,36.73,55.21,55.48,55.34,47.818
0.4,0.0,0.5,35.57,55.98,50.35,51.0,47.815999999999995
0.6,0.0,0.7,35.57,55.98,50.71,51.02,47.815999999999995
0.8,0.0,1.0,35.57,55.98,50.35,51.0,47.815999999999995
0.5,0.0,0.6,35.57,55.98,50.0,51.02,47.815999999999995
1.0,0.5,0.1,37.9,54.41,52.23,49.0,47.806
0.2,0.2,0.9,36.44,55.38,51.02,55.66,47.804
0.2,0.4,0.9,36.15,55.56,53.52,54.9,47.796
0.9,0.9,0.6,36.44,55.32,53.9,53.06,47.768
0.6,0.6,0.4,36.44,55.32,53.9,53.06,47.768
0.3,0.3,0.2,36.44,55.32,53.9,53.06,47.768
0.9,1.0,0.6,36.44,55.32,55.32,53.06,47.768
0.8,0.8,0.5,36.44,55.32,53.9,53.06,47.768
0.3,0.5,0.2,37.03,54.92,57.45,56.7,47.763999999999996
0.6,1.0,0.4,37.03,54.92,57.45,56.7,47.763999999999996
0.2,0.6,0.7,36.15,55.49,56.62,56.7,47.754
0.4,0.5,0.7,35.86,55.68,55.88,56.31,47.752
0.4,0.4,0.7,35.86,55.68,55.73,57.55,47.752
0.1,0.2,0.7,35.86,55.68,52.35,55.0,47.752
0.2,0.3,0.8,35.57,55.87,52.86,55.77,47.75
0.3,1.0,0.5,37.61,54.5,58.5,57.58,47.744
0.4,0.3,0.6,36.73,55.06,53.38,57.14,47.728
0.3,1.0,0.6,37.9,54.27,56.94,56.86,47.721999999999994
0.0,0.1,0.9,36.73,55.05,51.8,53.0,47.721999999999994
0.3,0.5,0.8,35.86,55.62,55.22,55.56,47.716
0.3,0.3,0.5,35.86,55.62,55.38,57.14,47.716
0.6,0.6,1.0,35.86,55.62,55.38,57.14,47.716
0.3,0.4,1.0,35.28,56.0,52.55,55.88,47.712
0.4,0.5,1.0,35.57,55.75,54.81,54.37,47.678
0.4,0.5,0.9,35.57,55.75,55.22,54.46,47.678
0.5,0.6,1.0,35.57,55.75,55.56,55.77,47.678
0.5,0.5,0.9,35.57,55.75,55.22,57.14,47.678
0.8,0.7,0.4,36.73,54.97,53.19,52.48,47.674
1.0,0.9,0.5,36.73,54.97,53.19,52.94,47.674
0.8,0.4,0.1,37.9,54.19,52.23,49.49,47.67399999999999
0.6,0.7,0.4,36.15,55.32,56.03,54.08,47.652
0.6,0.3,0.0,37.61,54.33,52.17,49.51,47.641999999999996
1.0,0.5,0.0,37.61,54.33,52.17,49.51,47.641999999999996
0.2,0.1,0.0,37.61,54.33,52.17,49.51,47.641999999999996
0.8,0.4,0.0,37.61,54.33,52.17,49.51,47.641999999999996
0.4,0.2,0.0,37.61,54.33,52.17,49.51,47.641999999999996
0.0,0.1,1.0,36.44,55.1,51.43,52.53,47.636
0.3,0.8,0.4,37.61,54.31,58.74,58.0,47.629999999999995
0.7,0.5,1.0,36.44,55.06,52.63,56.73,47.612
0.9,0.4,0.1,37.32,54.46,52.26,50.5,47.604
0.6,0.5,0.9,35.86,55.43,54.96,57.69,47.602
0.4,0.9,0.6,37.32,54.45,55.8,58.16,47.598
0.4,0.4,0.8,34.99,55.95,54.41,56.19,47.566
0.5,0.5,1.0,34.99,55.95,54.41,56.19,47.566
0.1,0.1,0.2,34.99,55.95,54.41,56.19,47.566
0.3,0.3,0.6,34.99,55.95,54.41,56.19,47.566
0.2,0.2,0.4,34.99,55.95,54.41,56.19,47.566
0.5,0.6,0.9,35.86,55.37,55.22,56.19,47.565999999999995
0.9,1.0,0.1,37.32,54.36,54.97,52.83,47.544
0.6,0.4,1.0,36.15,55.11,52.24,56.86,47.525999999999996
0.3,0.2,0.5,36.15,55.11,52.24,56.86,47.525999999999996
0.6,0.4,0.9,36.15,55.11,52.24,56.86,47.525999999999996
0.1,0.0,0.8,37.32,54.31,49.3,52.88,47.513999999999996
0.1,0.0,0.7,37.32,54.31,48.95,53.85,47.513999999999996
0.7,0.3,0.1,37.03,54.5,52.63,50.51,47.512
0.7,0.6,1.0,35.57,55.43,54.96,57.69,47.486
0.3,0.4,0.8,35.57,55.43,54.07,54.0,47.486
0.4,0.3,0.8,35.28,55.62,53.24,55.66,47.484
0.5,0.4,1.0,35.28,55.62,52.14,55.66,47.484
0.6,1.0,0.7,36.44,54.84,57.04,56.25,47.480000000000004
0.5,0.9,0.3,36.73,54.64,56.94,55.45,47.476
0.0,0.3,1.0,35.86,55.21,53.19,53.54,47.47
0.4,1.0,0.5,37.03,54.4,58.45,58.59,47.452
0.4,0.3,0.7,35.86,55.17,53.33,56.31,47.446
0.5,0.8,0.3,37.03,54.36,56.55,56.12,47.428
0.3,0.0,0.4,34.4,56.11,50.7,51.0,47.425999999999995
0.6,0.0,0.8,34.4,56.11,50.7,51.0,47.425999999999995
0.4,0.8,0.3,36.44,54.74,57.34,57.0,47.42
0.5,0.9,0.4,36.44,54.74,57.25,57.0,47.42
0.3,1.0,0.2,38.78,53.17,58.67,53.33,47.414
0.4,0.5,0.8,35.28,55.49,55.64,55.77,47.406
0.3,0.8,0.5,37.32,54.12,57.45,59.0,47.39999999999999
0.4,1.0,0.3,37.32,54.12,58.5,57.43,47.39999999999999
0.2,0.6,0.1,38.78,53.14,58.11,53.7,47.396
0.2,0.7,0.3,37.32,54.08,58.5,57.43,47.376000000000005
0.3,0.9,0.2,37.9,53.69,57.72,54.29,47.373999999999995
0.4,0.7,0.3,36.73,54.45,57.25,57.0,47.362
0.7,0.0,0.9,34.69,55.8,50.35,51.0,47.355999999999995
0.1,0.3,0.2,37.32,54.04,56.64,58.25,47.352000000000004
0.4,0.8,0.2,37.32,54.04,56.85,54.37,47.352000000000004
0.3,0.9,0.6,37.32,54.04,56.64,58.25,47.352000000000004
0.2,0.4,0.1,37.32,54.04,56.85,54.37,47.352000000000004
0.2,0.6,0.4,37.32,54.04,56.64,58.25,47.352000000000004
0.8,0.5,0.5,35.57,55.19,53.57,52.53,47.342
0.2,0.3,0.5,35.28,55.37,55.56,54.55,47.333999999999996
0.4,0.6,1.0,35.28,55.37,55.56,54.55,47.333999999999996
0.7,1.0,0.7,37.03,54.17,56.12,54.64,47.31400000000001
0.4,0.9,0.3,37.03,54.17,56.74,57.58,47.31400000000001
0.3,0.9,0.4,36.73,54.36,58.78,57.84,47.308
0.1,1.0,0.6,37.9,53.57,55.86,56.12,47.30199999999999
0.2,0.2,0.7,35.57,55.11,50.7,56.73,47.294
0.8,0.9,0.1,37.03,54.12,55.26,52.83,47.28399999999999
0.6,0.9,0.6,36.44,54.5,57.35,56.25,47.275999999999996
0.2,0.3,0.2,36.44,54.5,57.35,56.25,47.275999999999996
0.4,0.6,0.4,36.44,54.5,57.35,56.25,47.275999999999996
0.3,0.3,1.0,35.57,55.06,50.71,56.73,47.264
0.1,0.8,0.5,37.32,53.89,56.25,56.12,47.262
0.2,0.5,0.2,37.03,54.08,57.75,58.0,47.260000000000005
0.4,1.0,0.4,37.03,54.08,57.75,58.0,47.260000000000005
0.7,1.0,0.3,37.03,54.08,56.16,54.46,47.260000000000005
0.5,0.3,0.9,35.86,54.86,52.59,56.19,47.26
0.3,0.4,0.6,35.28,55.17,56.3,55.34,47.214
0.2,0.7,0.4,37.32,53.81,57.53,56.44,47.214
0.1,0.3,0.9,34.69,55.56,52.7,54.55,47.211999999999996
0.5,0.4,0.9,35.57,54.97,53.33,56.19,47.21
0.1,0.3,1.0,35.28,55.14,53.06,54.46,47.196
0.7,0.8,0.1,36.73,54.17,55.03,53.33,47.194
0.3,0.5,0.1,37.32,53.77,56.08,53.27,47.19
0.6,1.0,0.2,37.32,53.77,56.08,53.27,47.19
0.3,0.8,0.3,37.61,53.54,58.62,58.42,47.16799999999999
0.0,0.7,0.4,36.73,54.12,58.67,53.92,47.163999999999994
0.8,0.9,0.2,36.73,54.12,55.1,54.37,47.163999999999994
0.9,1.0,0.2,36.73,54.12,55.03,54.37,47.163999999999994
0.5,1.0,0.4,36.15,54.5,57.04,57.58,47.16
0.1,0.2,0.6,35.28,55.06,53.47,54.46,47.148
0.3,0.7,0.1,37.32,53.69,56.76,53.77,47.141999999999996
0.6,0.9,0.3,36.73,54.08,55.48,55.0,47.14
0.2,0.3,0.1,36.73,54.08,55.48,55.0,47.14
0.4,0.6,0.2,36.73,54.08,55.48,55.0,47.14
0.5,0.7,0.2,36.73,54.08,55.86,54.37,47.14
0.1,0.5,0.3,37.9,53.27,56.94,56.0,47.122
0.2,1.0,0.6,37.9,53.27,56.94,56.0,47.122
0.1,0.4,0.2,37.03,53.85,57.53,57.43,47.122
0.2,0.8,0.4,37.03,53.85,57.53,57.43,47.122
0.1,0.8,0.2,37.9,53.2,59.09,53.92,47.08
0.4,0.9,0.4,36.44,54.17,56.74,57.58,47.078
0.6,0.7,0.2,36.44,54.17,54.73,54.29,47.078
0.3,0.7,0.3,36.44,54.17,57.04,57.73,47.078
0.4,0.9,0.1,37.9,53.17,56.08,53.21,47.062
0.2,0.3,0.9,34.99,55.06,51.05,55.34,47.032000000000004
0.1,0.0,1.0,36.44,54.08,49.65,53.4,47.024
0.1,0.0,0.9,36.44,54.08,49.65,52.88,47.024
0.3,1.0,0.4,37.61,53.27,58.5,58.0,47.006
0.4,0.9,0.2,36.73,53.85,57.43,54.9,47.002
0.1,0.2,0.5,34.99,55.0,52.45,55.45,46.996
0.2,0.4,1.0,34.99,55.0,52.45,55.45,46.996
0.1,0.3,0.7,35.57,54.59,53.15,54.37,46.982
0.0,0.2,0.7,35.28,54.74,52.52,53.54,46.956
0.5,0.9,0.1,37.61,53.17,55.41,53.64,46.946
0.6,0.7,0.1,36.44,53.93,56.0,53.33,46.934
0.4,1.0,0.1,37.61,53.14,57.05,52.78,46.928
0.3,0.8,0.2,37.03,53.5,57.53,54.81,46.912000000000006
0.7,0.8,0.2,36.44,53.89,55.48,54.29,46.91
0.6,1.0,0.3,36.44,53.85,55.86,54.46,46.886
0.1,0.3,0.8,34.69,55.0,53.42,54.0,46.876
0.8,1.0,0.3,35.86,54.21,55.41,53.85,46.87
0.5,1.0,0.2,37.32,53.23,56.38,52.83,46.866
0.3,0.6,0.2,36.73,53.61,56.85,55.0,46.858
0.4,1.0,0.0,38.19,52.61,57.33,53.1,46.842
0.2,0.5,0.0,38.19,52.61,57.33,53.1,46.842
0.4,0.7,0.2,36.73,53.57,55.78,54.9,46.833999999999996
0.2,0.8,0.2,37.32,53.17,60.26,53.85,46.83
0.1,0.4,0.1,37.32,53.17,60.26,53.85,46.83
0.2,0.7,0.2,37.61,52.94,59.21,55.45,46.80799999999999
0.0,0.9,0.5,36.15,53.89,58.67,53.92,46.794
0.5,0.9,0.2,37.03,53.27,56.08,52.83,46.774
0.3,0.7,0.2,36.44,53.65,58.5,56.57,46.766
0.2,1.0,0.2,37.9,52.66,59.6,54.72,46.756
0.1,0.5,0.1,37.9,52.66,59.6,54.72,46.756
0.6,0.8,0.1,37.03,53.23,56.46,53.21,46.75
0.4,0.7,0.1,37.03,53.23,55.03,53.64,46.75
0.9,1.0,0.0,37.32,53.0,53.95,52.78,46.727999999999994
0.5,0.8,0.2,36.44,53.57,55.48,54.37,46.717999999999996
0.8,1.0,0.2,36.44,53.57,55.48,53.33,46.717999999999996
0.4,0.5,0.1,36.44,53.57,55.48,53.33,46.717999999999996
0.3,0.9,0.3,37.61,52.76,58.11,57.84,46.7
0.1,0.3,0.1,37.61,52.76,58.11,57.84,46.7
0.2,0.6,0.2,37.61,52.76,58.11,57.84,46.7
0.3,0.8,0.1,37.32,52.91,57.05,53.27,46.67399999999999
0.2,0.9,0.2,37.32,52.91,59.33,53.77,46.67399999999999
0.2,1.0,0.3,36.73,53.3,59.6,55.45,46.672
0.5,1.0,0.0,37.32,52.88,56.38,52.21,46.656000000000006
0.4,0.8,0.0,37.32,52.88,56.38,52.21,46.656000000000006
0.3,0.6,0.0,37.32,52.88,56.38,52.21,46.656000000000006
0.2,0.4,0.0,37.32,52.88,56.38,52.21,46.656000000000006
0.1,0.2,0.0,37.32,52.88,56.38,52.21,46.656000000000006
0.3,0.6,0.1,36.73,53.27,56.08,52.78,46.653999999999996
0.1,0.6,0.1,37.61,52.68,58.71,54.21,46.652
0.5,1.0,0.3,36.15,53.61,56.64,54.9,46.626
0.3,0.7,0.0,37.61,52.63,57.24,52.68,46.622
0.3,1.0,0.3,37.03,53.0,58.67,55.88,46.611999999999995
0.5,1.0,0.1,37.03,52.94,55.7,53.15,46.57599999999999
0.7,0.9,0.2,36.44,53.3,55.48,53.33,46.556
0.2,0.9,0.4,36.73,53.09,57.43,55.56,46.546
0.1,0.7,0.2,36.73,53.03,59.87,54.46,46.51
0.1,0.7,0.4,37.03,52.82,56.55,55.56,46.504000000000005
0.4,0.8,0.1,36.73,52.97,55.33,53.21,46.474
0.2,0.9,0.5,37.03,52.76,57.24,56.0,46.468
0.3,0.4,0.1,36.15,53.33,55.86,53.77,46.458
0.7,1.0,0.2,36.15,53.33,56.08,52.83,46.458
0.6,0.8,0.2,36.15,53.33,55.86,53.77,46.458
0.6,1.0,0.1,36.73,52.94,56.25,53.21,46.455999999999996
0.0,0.6,0.3,36.44,53.06,58.94,54.0,46.412
0.0,0.2,0.1,36.44,53.06,58.94,54.0,46.412
0.6,0.9,0.2,36.44,53.06,56.46,53.85,46.412
0.0,0.4,0.2,36.44,53.06,58.94,54.0,46.412
0.0,1.0,0.5,36.44,53.06,58.94,54.0,46.412
0.0,0.8,0.4,36.44,53.06,58.94,54.0,46.412
0.4,0.9,0.0,37.03,52.66,57.62,52.25,46.408
0.5,0.7,0.1,36.44,53.03,56.55,52.34,46.394
0.4,0.6,0.0,37.32,52.43,55.78,51.85,46.385999999999996
0.1,0.9,0.2,37.32,52.43,58.06,53.85,46.385999999999996
0.6,0.9,0.0,37.32,52.43,55.78,51.85,46.385999999999996
0.2,0.3,0.0,37.32,52.43,55.78,51.85,46.385999999999996
0.5,0.6,0.1,35.86,53.4,56.46,53.27,46.384
0.2,1.0,0.5,37.03,52.58,57.82,56.0,46.36
0.7,0.9,0.1,36.73,52.76,56.55,53.21,46.348
0.6,0.9,0.1,36.73,52.76,56.85,53.27,46.348
0.4,0.6,0.1,36.15,53.06,56.08,52.83,46.296
0.4,0.7,0.0,36.73,52.66,56.46,52.25,46.288
0.2,1.0,0.4,36.44,52.82,58.67,55.56,46.268
0.1,0.5,0.2,36.44,52.82,58.67,55.56,46.268
0.5,0.9,0.0,37.03,52.4,56.46,52.68,46.251999999999995
0.1,0.6,0.3,36.73,52.58,58.39,56.0,46.239999999999995
