w_call,w_put,w_fut,dev_exact,dev_sign,val_sign,conf_sign,dev_score
0.8,0.5,0.9,37.9,56.59,53.38,57.84,49.114000000000004
0.6,0.4,0.7,37.9,56.59,53.03,57.28,49.114000000000004
0.3,0.2,1.0,37.9,56.59,49.66,56.73,49.114000000000004
0.5,0.3,0.6,37.9,56.59,51.85,57.28,49.114000000000004
0.7,0.3,0.4,37.61,56.77,52.41,52.63,49.105999999999995
0.5,0.9,0.7,38.19,56.38,57.14,56.57,49.104
0.7,0.1,0.1,39.65,55.4,50.96,48.6,49.099999999999994
0.0,0.5,0.8,37.61,56.76,55.71,53.61,49.099999999999994
1.0,0.7,0.8,37.61,56.76,52.27,55.45,49.099999999999994
0.0,0.6,0.5,39.07,55.78,57.72,55.79,49.096
0.9,0.6,0.1,38.19,56.35,53.95,49.49,49.086
0.8,0.4,0.3,38.19,56.35,53.06,50.51,49.086
0.9,0.7,0.4,37.9,56.54,53.57,51.49,49.084
0.3,0.8,0.8,37.32,56.91,55.56,56.44,49.074
1.0,0.7,0.9,37.32,56.91,53.03,56.44,49.074
0.7,0.4,0.7,37.9,56.52,52.63,57.43,49.072
0.3,0.6,0.5,37.9,56.52,56.3,57.14,49.072
0.9,0.5,0.9,37.9,56.52,52.24,56.57,49.072
0.6,0.1,1.0,35.86,57.87,51.08,53.85,49.065999999999995
0.5,0.0,0.4,37.61,56.7,50.33,51.49,49.06400000000001
1.0,0.0,0.8,37.61,56.7,50.33,51.49,49.06400000000001
0.1,0.4,0.7,37.03,57.07,56.2,55.56,49.054
1.0,0.3,0.2,39.07,55.71,52.63,49.51,49.054
0.4,0.6,0.5,37.03,57.07,57.35,54.64,49.054
0.7,0.1,1.0,36.44,57.46,50.36,52.43,49.052
0.8,0.1,1.0,36.44,57.46,51.75,51.0,49.052
1.0,0.5,0.8,37.61,56.68,52.9,54.64,49.05199999999999
0.1,0.9,1.0,37.61,56.68,58.74,56.57,49.05199999999999
0.4,0.1,0.1,39.36,55.5,53.29,49.02,49.044
0.8,0.2,0.2,39.36,55.5,53.29,49.02,49.044
0.8,0.4,0.2,38.19,56.28,52.29,50.0,49.044
0.4,0.2,0.1,38.19,56.28,52.29,50.0,49.044
0.5,0.1,0.7,37.32,56.83,51.08,52.88,49.025999999999996
0.7,0.9,0.8,37.32,56.83,56.62,54.55,49.025999999999996
0.4,0.7,1.0,37.32,56.83,56.39,55.56,49.025999999999996
0.3,1.0,0.9,37.61,56.61,56.83,57.58,49.010000000000005
0.3,1.0,1.0,37.61,56.61,57.55,57.0,49.010000000000005
1.0,0.8,0.9,37.61,56.59,52.99,55.45,48.998000000000005
0.8,0.5,0.0,39.07,55.61,52.87,48.04,48.994
0.5,0.2,0.1,39.07,55.61,52.29,51.02,48.994
1.0,0.4,0.2,39.07,55.61,52.29,51.02,48.994
0.8,0.3,0.6,38.19,56.19,51.05,54.74,48.989999999999995
0.2,0.7,0.9,37.32,56.76,56.72,55.67,48.983999999999995
1.0,0.8,0.7,37.32,56.76,53.33,53.06,48.983999999999995
0.9,1.0,0.8,37.32,56.76,54.74,54.08,48.983999999999995
0.1,0.6,1.0,37.32,56.76,55.88,54.08,48.983999999999995
0.2,0.6,1.0,37.32,56.76,55.88,56.44,48.983999999999995
0.1,0.3,0.5,37.32,56.76,55.88,56.44,48.983999999999995
0.0,0.5,0.4,38.78,55.78,57.43,56.25,48.98
0.0,0.9,0.7,38.78,55.78,57.82,56.25,48.98
0.0,1.0,0.8,38.78,55.78,57.43,56.25,48.98
0.4,0.4,0.5,37.32,56.74,54.07,55.88,48.971999999999994
0.6,0.6,0.7,37.32,56.74,54.07,55.45,48.971999999999994
0.9,0.9,1.0,37.32,56.74,54.07,55.45,48.971999999999994
0.8,0.8,1.0,37.32,56.74,54.07,55.88,48.971999999999994
0.8,0.5,1.0,37.32,56.74,52.24,57.28,48.971999999999994
0.5,0.5,0.6,37.32,56.74,54.07,55.88,48.971999999999994
0.6,0.3,0.2,37.9,56.35,53.02,50.0,48.97
0.9,0.9,0.4,37.61,56.54,55.56,53.47,48.968
0.2,0.8,0.6,39.07,55.56,57.14,57.43,48.964
0.1,0.4,0.3,39.07,55.56,57.14,57.43,48.964
0.3,0.2,0.7,36.44,57.31,52.55,55.66,48.962
0.4,0.0,0.8,37.03,56.91,51.02,52.94,48.958
0.2,0.0,0.4,37.03,56.91,51.02,52.94,48.958
0.1,0.0,0.2,37.03,56.91,51.02,52.94,48.958
0.5,0.0,1.0,37.03,56.91,51.02,52.94,48.958
0.3,0.0,0.6,37.03,56.91,51.02,52.94,48.958
0.3,0.1,0.7,37.03,56.91,51.06,55.56,48.958
0.7,0.6,0.1,38.48,55.94,52.63,52.04,48.956
0.4,0.8,0.7,37.61,56.52,56.3,56.57,48.956
0.8,0.9,0.8,37.61,56.52,55.07,55.45,48.956
0.9,1.0,0.9,37.61,56.52,55.15,55.45,48.956
0.2,0.9,0.9,37.9,56.32,57.97,57.58,48.952
0.6,0.0,0.5,37.32,56.7,50.0,51.49,48.94800000000001
1.0,0.5,0.4,38.19,56.12,53.79,50.51,48.94799999999999
0.6,0.4,0.1,38.19,56.12,54.0,48.98,48.94799999999999
1.0,0.1,0.0,39.94,54.95,50.0,49.53,48.946
0.8,0.1,0.0,39.94,54.95,50.31,49.06,48.946
0.7,0.1,0.0,39.94,54.95,50.62,49.06,48.946
0.8,0.1,0.1,39.65,55.14,51.27,48.6,48.943999999999996
0.7,0.4,0.5,37.32,56.68,52.52,54.26,48.93599999999999
0.7,0.2,0.1,39.07,55.5,52.26,50.98,48.928
0.5,0.4,0.6,37.9,56.28,54.55,57.28,48.928
0.9,0.6,1.0,37.9,56.28,53.03,57.28,48.928
1.0,0.7,1.0,37.9,56.28,52.99,56.86,48.928
0.9,0.6,0.4,37.03,56.84,54.17,49.49,48.916
1.0,1.0,0.9,37.61,56.45,53.57,54.55,48.914
0.9,0.8,0.8,37.61,56.45,53.28,55.0,48.914
1.0,0.9,0.9,37.61,56.45,52.9,55.0,48.914
0.1,0.8,1.0,37.61,56.45,57.45,56.12,48.914
0.8,0.7,0.7,37.61,56.45,53.28,55.0,48.914
0.9,0.9,0.8,37.61,56.45,53.57,54.55,48.914
0.5,1.0,0.8,37.61,56.45,55.97,57.73,48.914
0.5,0.6,0.5,37.61,56.45,56.52,54.55,48.914
0.5,0.3,0.1,38.19,56.06,53.64,49.49,48.912000000000006
1.0,0.5,0.3,38.19,56.06,53.02,49.02,48.912000000000006
1.0,0.6,0.2,38.19,56.06,53.64,49.49,48.912000000000006
0.2,0.5,0.7,37.03,56.83,55.64,54.64,48.91
0.6,0.6,0.3,37.9,56.25,54.55,53.0,48.91
0.6,0.5,0.2,37.9,56.25,53.06,51.02,48.91
0.2,0.2,0.1,37.9,56.25,54.55,53.0,48.91
0.4,0.4,0.2,37.9,56.25,54.55,53.0,48.91
1.0,1.0,0.5,37.9,56.25,54.55,53.0,48.91
0.3,0.9,0.8,37.9,56.25,56.52,57.0,48.91
0.7,0.6,0.6,37.03,56.83,53.33,55.0,48.91
0.3,0.8,0.6,37.9,56.25,56.03,58.82,48.91
0.8,0.8,0.4,37.9,56.25,54.55,53.0,48.91
0.8,0.5,0.8,37.9,56.22,52.99,57.84,48.891999999999996
0.9,0.5,0.3,37.61,56.41,53.74,49.0,48.89
0.2,0.1,0.9,38.19,56.02,49.3,55.0,48.888000000000005
0.5,0.0,0.9,36.73,56.99,50.0,52.94,48.886
0.5,0.3,1.0,36.73,56.98,53.33,56.19,48.879999999999995
0.2,0.4,0.8,36.73,56.98,53.96,55.34,48.879999999999995
0.1,0.2,0.4,36.73,56.98,53.96,55.34,48.879999999999995
0.7,0.4,0.0,38.78,55.61,51.88,49.04,48.878
0.1,0.9,0.7,38.78,55.61,57.34,57.14,48.878
0.8,0.7,0.5,37.03,56.76,53.57,52.53,48.867999999999995
0.0,0.4,0.3,38.48,55.78,58.5,57.29,48.86
0.9,0.9,0.2,38.48,55.78,54.05,54.81,48.86
0.0,0.8,0.6,38.48,55.78,58.5,57.29,48.86
0.4,0.2,0.2,37.32,56.54,52.82,52.08,48.852000000000004
0.8,0.4,0.4,37.32,56.54,52.82,52.08,48.852000000000004
0.2,0.1,0.1,37.32,56.54,52.82,52.08,48.852000000000004
0.9,0.5,0.4,37.32,56.54,53.47,50.51,48.852000000000004
0.6,0.3,0.3,37.32,56.54,52.82,52.08,48.852000000000004
1.0,0.5,0.5,37.32,56.54,52.82,52.08,48.852000000000004
0.7,0.6,0.3,37.32,56.54,52.86,52.48,48.852000000000004
0.7,0.4,0.6,37.9,56.15,52.59,56.12,48.849999999999994
0.0,0.8,0.9,38.78,55.56,57.24,54.64,48.848
0.3,0.6,0.8,37.32,56.52,55.64,55.1,48.84
0.6,0.7,0.6,37.32,56.52,56.2,55.0,48.84
0.4,0.3,0.9,35.86,57.49,52.14,55.77,48.838
0.0,0.2,0.5,36.73,56.91,52.82,54.0,48.837999999999994
0.0,0.4,1.0,36.73,56.91,52.82,54.0,48.837999999999994
0.4,0.4,0.9,36.73,56.9,53.62,55.66,48.832
0.8,0.5,0.1,37.9,56.12,53.85,49.0,48.831999999999994
0.2,0.0,0.9,39.07,55.33,47.45,54.29,48.826
0.9,0.5,0.1,38.48,55.72,52.23,48.51,48.824
0.1,0.4,0.4,37.03,56.68,57.66,57.58,48.81999999999999
0.2,0.8,0.8,37.03,56.68,57.66,57.58,48.81999999999999
0.2,0.7,0.7,37.03,56.68,57.86,57.0,48.81999999999999
0.4,0.0,0.7,36.44,57.07,50.34,53.47,48.818
0.9,0.4,0.4,37.32,56.48,53.42,51.55,48.816
0.0,0.4,0.7,37.03,56.67,54.29,53.61,48.81400000000001
0.5,0.6,0.7,37.03,56.67,55.88,55.88,48.81400000000001
1.0,0.6,1.0,37.61,56.28,53.38,57.43,48.812
0.0,0.3,0.5,37.61,56.28,54.61,53.61,48.812
0.5,0.3,0.5,37.61,56.28,53.38,57.43,48.812
0.0,0.6,1.0,37.61,56.28,54.61,53.61,48.812
0.9,0.5,0.7,37.9,56.08,52.24,54.17,48.80799999999999
0.8,0.4,0.7,37.9,56.08,51.47,55.1,48.80799999999999
0.9,0.3,0.1,39.07,55.29,53.9,50.5,48.802
0.2,0.9,1.0,37.32,56.45,58.57,57.14,48.798
0.9,0.7,0.7,37.32,56.45,52.24,54.55,48.798
0.9,0.6,0.7,37.32,56.45,52.27,55.0,48.798
0.9,0.6,0.5,37.32,56.45,54.61,52.53,48.798
0.8,0.6,0.5,37.32,56.45,53.33,52.53,48.798
0.8,0.6,0.3,36.73,56.84,53.06,50.52,48.796
0.7,0.4,0.3,37.61,56.25,53.79,50.0,48.794
0.8,0.9,0.7,36.73,56.83,55.07,54.08,48.79
0.7,0.8,0.6,36.73,56.83,55.71,54.55,48.79
0.7,0.6,0.5,36.73,56.83,52.9,53.06,48.79
0.6,0.5,0.4,36.73,56.83,53.62,53.06,48.79
1.0,0.1,0.1,39.65,54.88,50.94,48.15,48.788
0.9,0.1,0.1,39.65,54.88,51.27,48.6,48.788
0.2,0.1,0.3,36.73,56.82,52.52,56.0,48.784
0.4,0.2,0.6,36.73,56.82,52.52,56.0,48.784
0.6,0.3,0.9,36.73,56.82,52.52,56.0,48.784
0.7,0.7,0.9,37.32,56.42,55.22,55.88,48.78
0.7,0.7,0.2,38.19,55.84,54.42,53.92,48.78
1.0,0.8,1.0,37.32,56.42,52.99,55.45,48.78
1.0,1.0,0.3,38.19,55.84,54.48,53.47,48.78
0.8,0.8,0.9,37.32,56.42,54.07,55.45,48.78
0.7,0.7,0.8,37.32,56.42,54.07,55.45,48.78
0.5,0.4,0.5,37.32,56.42,52.99,55.45,48.78
0.7,0.5,0.3,37.03,56.61,53.47,50.0,48.778000000000006
1.0,0.6,0.9,37.61,56.22,53.73,57.0,48.775999999999996
0.9,0.5,0.6,37.9,56.02,52.82,53.61,48.772000000000006
0.2,0.7,0.6,37.9,56.02,56.94,57.14,48.772000000000006
0.6,0.8,0.6,37.9,56.02,57.04,54.08,48.772000000000006
0.3,0.4,0.3,37.9,56.02,57.04,54.08,48.772000000000006
0.8,1.0,0.9,37.03,56.59,56.2,54.55,48.766000000000005
0.1,0.6,0.7,37.03,56.59,58.39,57.58,48.766000000000005
0.3,0.2,0.6,36.44,56.98,53.28,56.19,48.763999999999996
0.3,0.9,0.9,37.32,56.38,56.62,57.0,48.756
0.2,0.6,0.6,37.32,56.38,56.62,57.0,48.756
0.6,0.3,0.4,37.32,56.38,52.82,52.58,48.756
0.1,0.3,0.3,37.32,56.38,56.62,57.0,48.756
0.9,0.8,0.6,36.73,56.76,52.86,53.06,48.748
0.7,0.5,0.7,37.9,55.98,53.38,56.86,48.74799999999999
0.7,0.5,0.8,37.9,55.98,53.38,57.28,48.74799999999999
1.0,0.6,0.1,38.19,55.78,52.83,49.5,48.744
0.1,0.7,0.5,38.78,55.38,56.34,57.14,48.74
0.6,0.5,0.6,37.32,56.35,53.33,55.45,48.738
0.7,0.6,0.7,37.32,56.35,54.07,55.0,48.738
0.8,0.7,0.9,37.32,56.35,54.14,55.88,48.738
0.3,0.9,0.7,37.9,55.96,56.25,58.0,48.736000000000004
0.7,0.4,0.9,36.73,56.74,52.59,57.28,48.736
1.0,0.2,0.1,39.36,54.98,52.87,50.0,48.732
0.8,0.8,0.2,38.48,55.56,53.69,54.81,48.727999999999994
0.4,0.4,0.1,38.48,55.56,53.69,54.81,48.727999999999994
0.8,0.6,0.6,37.03,56.52,52.63,54.08,48.724000000000004
0.3,0.7,1.0,37.03,56.52,54.89,55.56,48.724000000000004
0.4,0.3,0.3,37.03,56.52,52.63,54.08,48.724000000000004
0.8,0.5,0.4,37.32,56.32,53.85,51.04,48.72
0.1,0.6,0.4,38.78,55.33,56.55,56.57,48.71
0.2,0.9,0.7,38.78,55.33,56.08,57.0,48.71
0.6,0.5,0.1,38.19,55.72,52.67,51.02,48.708
0.9,0.0,0.2,39.36,54.93,51.25,48.67,48.702
0.8,0.8,0.3,37.9,55.9,55.17,52.94,48.7
0.5,0.5,0.2,37.9,55.9,55.17,53.4,48.7
1.0,1.0,0.4,37.9,55.9,55.17,53.4,48.7
0.9,0.6,0.2,37.9,55.9,54.67,48.48,48.7
0.7,0.8,1.0,36.73,56.67,56.72,55.88,48.694
0.3,0.5,0.7,36.73,56.67,56.39,56.0,48.694
0.0,0.5,0.9,36.73,56.67,54.29,53.12,48.694
0.3,0.1,0.9,37.61,56.08,50.0,56.19,48.69199999999999
1.0,0.7,0.0,38.48,55.5,52.87,49.02,48.69199999999999
0.8,0.5,0.6,37.03,56.45,52.59,54.64,48.682
0.0,0.9,1.0,38.78,55.28,57.53,54.64,48.68
0.0,0.7,0.8,38.78,55.28,57.82,54.64,48.68
0.7,1.0,0.4,38.19,55.67,57.24,55.56,48.678
0.1,1.0,0.8,38.19,55.67,57.34,56.7,48.678
0.5,0.3,0.4,37.9,55.85,52.24,55.21,48.67
1.0,0.6,0.8,37.9,55.85,52.24,55.21,48.67
0.9,0.5,0.8,37.9,55.85,52.24,56.12,48.67
0.7,0.6,0.9,37.61,56.04,54.96,57.14,48.66799999999999
0.9,0.7,1.0,37.61,56.04,53.38,56.73,48.66799999999999
0.8,0.6,0.9,37.61,56.04,53.44,57.28,48.66799999999999
0.8,0.6,0.8,37.61,56.04,53.03,56.31,48.66799999999999
0.4,0.3,0.4,37.61,56.04,53.03,56.31,48.66799999999999
0.7,0.4,1.0,37.03,56.42,52.59,56.44,48.664
0.9,0.8,1.0,37.03,56.42,54.14,55.45,48.664
0.3,0.2,0.9,37.03,56.42,50.71,56.19,48.664
0.3,0.2,0.0,38.48,55.45,52.53,48.54,48.662000000000006
0.9,0.6,0.0,38.48,55.45,52.53,48.54,48.662000000000006
0.6,0.4,0.0,38.48,55.45,52.53,48.54,48.662000000000006
0.7,0.4,0.1,38.48,55.45,52.56,48.51,48.662000000000006
0.8,0.0,0.1,39.65,54.67,50.92,48.7,48.662
0.6,0.4,0.5,37.32,56.22,51.88,55.56,48.66
0.2,0.5,0.8,37.32,56.22,55.15,56.0,48.66
0.7,0.9,0.5,37.61,56.02,56.43,55.1,48.656000000000006
0.9,0.3,0.0,39.36,54.84,52.8,50.49,48.648
1.0,0.3,0.0,39.36,54.84,52.87,50.98,48.648
0.6,0.2,0.0,39.36,54.84,52.8,50.49,48.648
0.3,0.1,0.0,39.36,54.84,52.8,50.49,48.648
0.4,0.4,1.0,36.15,56.98,53.19,54.81,48.647999999999996
0.3,0.3,0.7,36.15,56.98,53.62,54.81,48.647999999999996
0.2,0.2,0.5,36.15,56.98,53.19,54.81,48.647999999999996
0.6,0.4,0.4,36.73,56.59,53.33,52.58,48.646
0.3,0.2,0.2,36.73,56.59,53.33,52.58,48.646
0.9,0.6,0.6,36.73,56.59,53.33,52.58,48.646
1.0,0.7,0.3,37.32,56.19,53.38,49.48,48.641999999999996
0.3,0.4,0.2,37.9,55.79,56.34,55.56,48.634
0.6,0.8,0.4,37.9,55.79,56.34,55.56,48.634
0.3,0.2,0.3,37.61,55.98,52.99,57.28,48.63199999999999
0.6,0.4,0.6,37.61,55.98,52.99,57.28,48.63199999999999
0.9,0.6,0.9,37.61,55.98,52.99,57.28,48.63199999999999
1.0,0.6,0.0,38.48,55.39,52.53,48.54,48.626000000000005
0.5,0.3,0.0,38.48,55.39,52.53,48.54,48.626000000000005
0.5,0.7,0.3,38.48,55.38,56.94,56.12,48.620000000000005
0.1,0.8,0.6,38.48,55.38,56.64,57.14,48.620000000000005
0.8,0.7,0.3,37.61,55.96,53.15,52.0,48.620000000000005
0.7,0.7,0.3,37.61,55.96,55.17,53.92,48.620000000000005
0.2,0.3,0.7,36.44,56.74,53.24,55.88,48.62
0.7,0.9,0.7,37.32,56.15,56.52,54.08,48.617999999999995
0.9,0.7,0.6,37.32,56.15,53.33,53.06,48.617999999999995
0.9,0.2,0.1,39.07,54.98,52.87,50.0,48.616
1.0,0.0,0.2,39.07,54.98,51.57,48.67,48.616
0.5,0.0,0.1,39.07,54.98,51.57,48.67,48.616
0.6,0.6,0.2,38.19,55.56,54.86,53.47,48.611999999999995
1.0,0.7,0.1,38.19,55.56,53.25,49.49,48.611999999999995
0.9,0.9,0.3,38.19,55.56,54.86,53.47,48.611999999999995
0.3,0.3,0.1,38.19,55.56,54.86,53.47,48.611999999999995
0.7,0.1,0.9,36.15,56.91,51.06,51.49,48.605999999999995
0.6,0.5,0.5,36.73,56.52,52.99,55.0,48.604
0.4,0.9,0.5,37.9,55.73,57.34,57.58,48.598
0.8,0.3,0.1,38.48,55.34,53.59,51.49,48.596000000000004
0.0,0.6,0.4,38.48,55.33,58.39,55.56,48.59
0.0,0.6,0.7,38.48,55.33,58.22,54.64,48.59
0.0,0.9,0.6,38.48,55.33,58.39,55.56,48.59
0.2,0.1,0.7,37.61,55.91,50.69,56.31,48.59
0.0,0.3,0.2,38.48,55.33,58.39,55.56,48.59
0.7,0.5,0.2,37.61,55.9,53.38,50.0,48.584
0.9,0.4,0.2,38.19,55.5,52.29,51.02,48.57599999999999
0.7,0.4,0.4,37.32,56.08,52.45,52.63,48.57599999999999
0.7,0.7,0.5,36.73,56.45,53.9,53.54,48.562
0.7,0.6,0.4,36.73,56.45,53.57,53.47,48.562
1.0,0.0,0.1,39.07,54.88,49.7,48.7,48.556
0.4,0.6,0.9,36.15,56.82,56.72,55.45,48.552
0.2,0.4,0.6,37.32,56.04,54.48,55.45,48.55199999999999
0.3,0.2,0.4,37.32,56.04,51.88,57.28,48.55199999999999
0.6,0.4,0.8,37.32,56.04,51.88,57.28,48.55199999999999
0.9,0.8,0.9,37.32,56.04,53.68,55.0,48.55199999999999
1.0,0.9,1.0,37.32,56.04,53.28,55.0,48.55199999999999
0.1,0.2,0.3,37.32,56.04,54.48,55.45,48.55199999999999
0.8,0.7,0.8,37.32,56.04,53.68,55.0,48.55199999999999
0.3,0.6,0.9,37.32,56.04,54.48,55.45,48.55199999999999
0.8,0.7,0.1,38.19,55.45,53.29,52.0,48.54600000000001
0.9,0.0,0.1,39.36,54.67,50.0,48.7,48.546
0.3,0.8,1.0,37.03,56.22,57.04,53.61,48.544
0.8,1.0,0.8,37.03,56.22,56.52,54.08,48.544
0.3,0.8,0.9,37.03,56.22,56.52,56.0,48.544
0.8,1.0,0.7,37.03,56.22,56.03,54.08,48.544
0.4,0.5,0.4,37.03,56.22,56.52,54.08,48.544
1.0,0.8,0.8,37.03,56.22,52.63,55.45,48.544
0.1,0.3,0.6,37.03,56.22,52.55,54.9,48.544
0.1,0.3,0.4,37.03,56.22,55.22,54.64,48.544
0.3,0.9,1.0,37.03,56.22,56.52,56.57,48.544
0.2,0.5,1.0,37.03,56.22,54.35,54.46,48.544
0.5,0.4,0.4,37.03,56.22,52.63,55.45,48.544
0.2,0.6,0.8,37.03,56.22,55.22,54.64,48.544
0.2,0.7,1.0,37.03,56.22,56.2,56.12,48.544
0.1,0.0,0.5,38.78,55.05,47.52,53.77,48.541999999999994
0.2,0.0,1.0,38.78,55.05,47.52,53.77,48.541999999999994
0.9,0.8,0.4,37.32,56.02,53.57,52.53,48.540000000000006
0.7,0.8,0.3,37.32,56.02,55.1,55.77,48.540000000000006
0.2,0.8,0.7,37.32,56.02,57.75,58.0,48.540000000000006
0.2,0.1,1.0,37.32,56.02,48.53,55.34,48.540000000000006
0.6,0.7,0.5,36.44,56.59,56.03,54.55,48.53
0.2,0.7,0.5,37.9,55.61,57.24,57.84,48.525999999999996
0.8,0.8,0.1,38.48,55.22,54.0,53.33,48.524
0.7,0.9,0.4,37.61,55.79,56.55,55.56,48.518
0.6,0.0,1.0,36.15,56.76,50.35,53.47,48.516
0.3,0.0,0.5,36.15,56.76,50.35,53.47,48.516
0.2,0.9,0.6,38.78,55.0,56.64,57.43,48.512
0.2,0.3,0.6,36.73,56.35,54.01,53.92,48.502
0.1,0.2,1.0,36.44,56.54,51.75,51.96,48.5
0.9,0.2,0.0,39.36,54.59,52.5,49.51,48.498
1.0,0.9,0.7,36.44,56.52,53.19,53.54,48.488
0.3,0.3,0.8,35.86,56.9,52.48,55.24,48.484
1.0,0.5,0.6,36.73,56.32,52.45,52.08,48.484
0.1,1.0,0.7,38.48,55.15,56.34,56.25,48.482
0.6,0.1,0.0,39.07,54.75,51.23,50.0,48.478
0.6,0.5,0.7,37.03,56.11,54.89,55.88,48.477999999999994
0.7,0.5,0.9,37.03,56.11,52.67,57.28,48.477999999999994
0.0,0.8,0.5,38.19,55.33,58.67,56.12,48.474000000000004
0.1,0.1,0.8,36.44,56.48,50.0,54.37,48.464
0.9,0.5,0.0,38.48,55.12,52.17,49.04,48.464
0.0,0.5,1.0,36.15,56.67,53.19,53.06,48.462
0.0,0.4,0.8,36.15,56.67,53.19,53.06,48.462
0.0,0.1,0.2,36.15,56.67,53.19,53.06,48.462
0.0,0.2,0.4,36.15,56.67,53.19,53.06,48.462
0.0,0.3,0.6,36.15,56.67,53.19,53.06,48.462
0.2,0.8,1.0,36.73,56.28,57.78,57.14,48.46
0.1,0.4,0.5,36.73,56.28,57.78,57.14,48.46
0.2,0.5,0.6,36.73,56.28,57.66,54.55,48.46
1.0,0.5,0.2,37.9,55.5,51.95,50.0,48.459999999999994
0.7,0.7,0.4,37.03,56.08,54.55,52.04,48.459999999999994
0.9,0.8,0.3,37.61,55.67,53.42,52.48,48.446
1.0,0.9,0.2,38.19,55.28,52.67,52.53,48.444
0.7,0.7,0.1,38.19,55.28,53.69,53.33,48.444
0.5,0.0,0.8,35.86,56.83,50.69,52.94,48.442
1.0,0.7,0.4,36.73,56.25,53.85,50.0,48.442
0.6,0.3,0.5,37.32,55.85,52.21,55.1,48.438
0.6,0.5,0.8,37.03,56.04,54.89,57.69,48.43599999999999
0.8,0.5,0.2,37.32,55.84,53.69,49.49,48.432
0.5,0.2,0.0,39.07,54.67,53.42,50.48,48.43
1.0,0.4,0.0,39.07,54.67,53.42,50.48,48.43
0.1,0.1,1.0,36.15,56.61,49.64,53.92,48.426
0.4,0.4,0.3,36.73,56.22,53.57,53.54,48.424
0.9,0.8,0.7,36.73,56.22,52.9,54.55,48.424
1.0,1.0,0.8,36.73,56.22,53.62,54.55,48.424
0.6,0.6,0.5,36.73,56.22,53.9,54.55,48.424
0.9,0.9,0.7,36.73,56.22,53.62,54.55,48.424
1.0,0.9,0.8,36.73,56.22,52.9,54.55,48.424
0.8,0.7,0.6,36.73,56.22,52.86,54.08,48.424
0.1,0.5,0.9,36.73,56.22,54.61,54.55,48.424
0.5,0.5,0.4,36.73,56.22,53.62,54.55,48.424
0.8,0.8,0.6,36.73,56.22,53.57,53.54,48.424
0.7,0.5,0.1,37.61,55.61,53.29,50.0,48.41
0.8,0.6,0.2,37.61,55.61,51.97,50.0,48.41
0.4,0.3,0.1,37.61,55.61,51.97,50.0,48.41
0.9,0.9,0.1,38.19,55.22,54.3,53.33,48.408
0.9,0.7,0.9,37.32,55.8,52.99,55.45,48.408
1.0,1.0,0.1,38.19,55.22,54.3,53.33,48.408
0.0,0.3,0.9,36.44,56.38,52.82,54.08,48.404
0.0,0.1,0.3,36.44,56.38,52.82,54.08,48.404
0.0,0.3,0.8,36.44,56.38,53.15,54.0,48.404
0.0,0.2,0.6,36.44,56.38,52.82,54.08,48.404
1.0,0.8,0.5,37.32,55.79,53.24,53.0,48.402
0.6,0.7,0.3,37.32,55.79,56.55,55.77,48.402
0.6,0.7,1.0,36.73,56.18,55.15,56.73,48.4
0.9,0.7,0.3,37.03,55.96,52.67,51.02,48.388000000000005
0.6,0.8,0.3,37.9,55.38,55.56,54.46,48.388000000000005
0.7,0.6,0.2,37.9,55.38,53.06,52.0,48.388000000000005
1.0,0.9,0.6,36.73,56.15,53.96,52.53,48.382
0.6,0.5,0.0,37.61,55.56,52.94,51.43,48.379999999999995
0.2,0.4,0.3,37.61,55.56,55.15,57.73,48.379999999999995
0.4,0.8,0.6,37.61,55.56,55.15,57.73,48.379999999999995
0.4,0.9,0.7,37.61,55.56,55.15,57.58,48.379999999999995
0.8,0.8,0.8,37.32,55.74,54.35,55.0,48.372
0.6,0.6,0.6,37.32,55.74,54.35,55.0,48.372
0.2,0.2,0.2,37.32,55.74,54.35,55.0,48.372
0.3,0.3,0.3,37.32,55.74,54.35,55.0,48.372
1.0,1.0,1.0,37.32,55.74,54.35,55.0,48.372
0.9,0.9,0.9,37.32,55.74,54.35,55.0,48.372
0.1,0.1,0.1,37.32,55.74,54.35,55.0,48.372
0.7,0.7,0.7,37.32,55.74,54.35,55.0,48.372
0.5,0.5,0.5,37.32,55.74,54.35,55.0,48.372
0.4,0.4,0.4,37.32,55.74,54.35,55.0,48.372
0.0,0.1,0.6,36.73,56.12,51.05,51.96,48.364
0.7,1.0,0.8,37.03,55.91,57.78,54.08,48.358000000000004
0.2,0.8,0.9,37.03,55.91,58.7,57.14,48.358000000000004
0.7,0.7,0.6,37.03,55.91,53.57,54.55,48.358000000000004
0.8,0.8,0.7,37.03,55.91,53.57,54.55,48.358000000000004
0.2,0.6,0.9,37.03,55.91,55.97,55.56,48.358000000000004
0.7,0.6,0.8,36.73,56.11,54.48,55.88,48.358
0.9,0.0,1.0,35.86,56.68,50.69,51.52,48.352
0.2,0.7,0.8,36.44,56.28,57.35,56.7,48.344
0.8,1.0,0.5,37.61,55.5,56.64,55.1,48.343999999999994
1.0,0.9,0.0,37.61,55.5,53.59,51.89,48.343999999999994
0.7,1.0,0.5,37.61,55.5,56.03,55.56,48.343999999999994
0.3,0.3,0.4,37.03,55.87,55.97,55.88,48.334
0.6,0.6,0.8,37.03,55.87,55.97,55.88,48.334
0.3,0.4,0.5,35.86,56.65,56.93,55.0,48.333999999999996
