Date,Open,High,Low,Close,Volume
2026-09-16,13.430000305175781,13.579999923706055,12.869999885559082,13.170000076293945,0.0
2026-09-17,13.170000076293945,13.170000076293945,12.140000343322754,12.289999961853027,0.0
2026-09-18,12.289999961853027,12.289999961853027,11.3100004196167,11.390000343322754,0.0
2026-09-21,11.390000343322754,11.829999923706055,11.180000305175781,11.25,0.0
2026-09-23,11.0,11.039999961853027,10.220000267028809,10.350000381469727,0.0
