rule_id,feature,orientation,mode,quantile,threshold_hi,threshold_lo,rho_dev,dev2023_24_n,dev2023_24_coverage_pct,dev2023_24_up_calls,dev2023_24_down_calls,dev2023_24_exact_pct,dev2023_24_sign_n,dev2023_24_sign_pct,val2025_n,val2025_coverage_pct,val2025_up_calls,val2025_down_calls,val2025_exact_pct,val2025_sign_n,val2025_sign_pct,confirm2026_n,confirm2026_coverage_pct,confirm2026_up_calls,confirm2026_down_calls,confirm2026_exact_pct,confirm2026_sign_n,confirm2026_sign_pct,min_holdout_exact_pct,min_holdout_sign_pct,mean_holdout_coverage_pct
DII_optheavy_lvl_chg15|1|both|0.750,DII_optheavy_lvl_chg15,1,both,0.75,0.004032897769415492,-0.003930976816794231,0.218721,36,49.32,18,18,47.22,29,58.62,21,40.38,13,8,71.43,18,83.33,19,54.29,8,11,63.16,13,92.31,63.16,83.33,47.335
DII_v2inst_lvl_chg15|1|both|0.900,DII_v2inst_lvl_chg15,1,both,0.9,0.008167530735136826,-0.012692870211327242,0.234258,14,19.18,7,7,50.0,11,63.64,17,32.69,13,4,64.71,14,78.57,13,37.14,7,6,61.54,9,88.89,61.54,78.57,34.915
DII_scall_qflow_sum3|1|both|0.800,DII_scall_qflow_sum3,1,both,0.8,0.06402642106960259,-0.022656094042264856,0.201746,30,41.1,15,15,43.33,22,59.09,16,30.77,8,8,62.5,14,71.43,13,37.14,3,10,61.54,11,72.73,61.54,71.43,33.955
DII_scall_rflow_sum3|1|both|0.800,DII_scall_rflow_sum3,1,both,0.8,0.17428143657545608,-0.02265609404226485,0.208812,30,41.1,15,15,46.67,22,63.64,16,30.77,7,9,62.5,14,71.43,13,37.14,3,10,61.54,11,72.73,61.54,71.43,33.955
Client_sfut_rflow_sum4|-1|both|0.750,Client_sfut_rflow_sum4,-1,both,0.75,0.006773921657813746,-0.010263884937763276,-0.120974,38,52.05,19,19,42.11,25,64.0,13,25.0,5,8,61.54,13,61.54,11,31.43,5,6,63.64,8,87.5,61.54,61.54,28.215
Client_sfut_rflow_mean4|-1|both|0.750,Client_sfut_rflow_mean4,-1,both,0.75,0.0016934804144534364,-0.002565971234440819,-0.120974,38,52.05,19,19,42.11,25,64.0,13,25.0,5,8,61.54,13,61.54,11,31.43,5,6,63.64,8,87.5,61.54,61.54,28.215
Pro_ifut_lvl_sum21|1|both|0.850,Pro_ifut_lvl_sum21,1,both,0.85,0.6185784345533818,-0.9239312327735739,0.115694,22,30.14,11,11,50.0,18,61.11,20,38.46,8,12,60.0,18,66.67,14,40.0,11,3,64.29,12,75.0,60.0,66.67,39.230000000000004
Pro_ifut_lvl_mean21|1|both|0.850,Pro_ifut_lvl_mean21,1,both,0.85,0.02945611593111342,-0.04399672537017019,0.109088,22,30.14,11,11,50.0,18,61.11,20,38.46,8,12,60.0,18,66.67,14,40.0,11,3,64.29,12,75.0,60.0,66.67,39.230000000000004
Pro_scall_rflow_z21|1|both|0.850,Pro_scall_rflow_z21,1,both,0.85,0.7448188248139188,-0.7277503406851321,0.110457,22,30.14,11,11,54.55,18,66.67,13,25.0,5,8,61.54,10,80.0,12,34.29,6,6,58.33,9,77.78,58.33,77.78,29.645
Pro_scall_rflow_z21|1|both|0.900,Pro_scall_rflow_z21,1,both,0.9,0.9078637736573404,-0.8088484749236537,0.110457,16,21.92,8,8,62.5,13,76.92,11,21.15,4,7,63.64,9,77.78,12,34.29,6,6,58.33,9,77.78,58.33,77.78,27.72
Pro_scall_rflow_z63|1|both|0.850,Pro_scall_rflow_z63,1,both,0.85,0.7556876687819145,-0.7317497026534653,0.158604,22,30.14,11,11,63.64,17,82.35,11,21.15,3,8,63.64,9,77.78,12,34.29,6,6,58.33,10,70.0,58.33,70.0,27.72
DII_scall_rflow_sum3|1|both|0.850,DII_scall_rflow_sum3,1,both,0.85,0.18615015180217173,-0.028787898297030774,0.208812,22,30.14,11,11,45.45,16,62.5,10,19.23,6,4,60.0,8,75.0,12,34.29,3,9,58.33,10,70.0,58.33,70.0,26.759999999999998
DII_v3inst_lvl_chg15|1|both|0.850,DII_v3inst_lvl_chg15,1,both,0.85,0.013805627121443656,-0.014138971285898206,0.17631,22,30.14,11,11,45.45,17,58.82,22,42.31,14,8,59.09,17,76.47,19,54.29,8,11,57.89,12,91.67,57.89,76.47,48.3
DII_ifut_qflow_sum7|1|both|0.850,DII_ifut_qflow_sum7,1,both,0.85,0.014703799495649818,-0.018115044361333446,0.165494,22,30.14,11,11,50.0,18,61.11,34,65.38,22,12,64.71,28,78.57,19,54.29,12,7,57.89,16,68.75,57.89,68.75,59.834999999999994
DII_ifut_qflow_mean7|1|both|0.850,DII_ifut_qflow_mean7,1,both,0.85,0.002100542785092831,-0.0025878634801904925,0.169906,22,30.14,11,11,50.0,18,61.11,34,65.38,22,12,64.71,28,78.57,19,54.29,12,7,57.89,16,68.75,57.89,68.75,59.834999999999994
DII_futheavy_qflow_sum7|1|both|0.850,DII_futheavy_qflow_sum7,1,both,0.85,0.008088845375094744,-0.013186629150625613,0.151179,22,30.14,11,11,50.0,18,61.11,32,61.54,22,10,65.62,26,80.77,19,54.29,12,7,57.89,16,68.75,57.89,68.75,57.915
DII_futheavy_qflow_mean7|1|both|0.850,DII_futheavy_qflow_mean7,1,both,0.85,0.0011555493392992491,-0.0018838041643750875,0.154264,22,30.14,11,11,50.0,18,61.11,32,61.54,22,10,65.62,26,80.77,19,54.29,12,7,57.89,16,68.75,57.89,68.75,57.915
DII_ifut_rflow_sum7|1|both|0.750,DII_ifut_rflow_sum7,1,both,0.75,0.0149427182723691,-0.0148900032218655,0.161884,38,52.05,19,19,47.37,29,62.07,38,73.08,23,15,57.89,29,75.86,21,60.0,10,11,57.14,17,70.59,57.14,70.59,66.53999999999999
DII_ifut_rflow_mean7|1|both|0.750,DII_ifut_rflow_mean7,1,both,0.75,0.0021346740389098715,-0.0021363870023042024,0.165926,38,52.05,19,19,50.0,30,63.33,38,73.08,23,15,57.89,29,75.86,21,60.0,10,11,57.14,17,70.59,57.14,70.59,66.53999999999999
Pro_ifut_lvl_sum15|1|both|0.850,Pro_ifut_lvl_sum15,1,both,0.85,0.5229677670203947,-0.7773028722650622,0.106984,22,30.14,11,11,50.0,18,61.11,15,28.85,8,7,60.0,13,69.23,14,40.0,11,3,57.14,11,72.73,57.14,69.23,34.425
Pro_ifut_lvl_mean15|1|both|0.850,Pro_ifut_lvl_mean15,1,both,0.85,0.03486451780135965,-0.05182019148433748,0.105988,22,30.14,11,11,50.0,18,61.11,15,28.85,8,7,60.0,13,69.23,14,40.0,11,3,57.14,11,72.73,57.14,69.23,34.425
DII_ifut_qflow_mean7|1|both|0.750,DII_ifut_qflow_mean7,1,both,0.75,0.0016182917331460606,-0.001932031359805998,0.169906,38,52.05,19,19,47.37,29,62.07,38,73.08,24,14,63.16,31,77.42,21,60.0,12,9,57.14,18,66.67,57.14,66.67,66.53999999999999
DII_futheavy_qflow_sum7|1|both|0.750,DII_futheavy_qflow_sum7,1,both,0.75,0.006277405898599895,-0.008406952491656629,0.151179,38,52.05,19,19,47.37,29,62.07,37,71.15,23,14,64.86,30,80.0,21,60.0,12,9,57.14,18,66.67,57.14,66.67,65.575
DII_futheavy_qflow_mean7|1|both|0.750,DII_futheavy_qflow_mean7,1,both,0.75,0.0008967722712285564,-0.0012009932130938041,0.154264,38,52.05,19,19,47.37,29,62.07,37,71.15,23,14,64.86,30,80.0,21,60.0,12,9,57.14,18,66.67,57.14,66.67,65.575
DII_futheavy_qflow_sum7|1|both|0.600,DII_futheavy_qflow_sum7,1,both,0.6,0.0019023674513732086,-0.0024518553660010114,0.151179,58,79.45,29,29,43.1,43,58.14,46,88.46,29,17,58.7,38,71.05,30,85.71,14,16,56.67,23,73.91,56.67,71.05,87.085
DII_futheavy_qflow_mean7|1|both|0.600,DII_futheavy_qflow_mean7,1,both,0.6,0.00027176677876760124,-0.00035026505228585874,0.154264,58,79.45,29,29,43.1,43,58.14,46,88.46,29,17,58.7,38,71.05,30,85.71,14,16,56.67,23,73.91,56.67,71.05,87.085
DII_v2inst_lvl_chg15|1|both|0.750,DII_v2inst_lvl_chg15,1,both,0.75,0.005904253428884745,-0.0049517726805989384,0.234258,36,49.32,18,18,47.22,29,58.62,27,51.92,15,12,59.26,21,76.19,23,65.71,9,14,56.52,14,92.86,56.52,76.19,58.815
DII_ifut_qflow_mean7|1|both|0.700,DII_ifut_qflow_mean7,1,both,0.7,0.001341840171442532,-0.0013168658161954046,0.169906,44,60.27,22,22,47.73,34,61.76,40,76.92,24,16,62.5,33,75.76,23,65.71,12,11,56.52,19,68.42,56.52,68.42,71.315
DII_futheavy_qflow_sum7|1|both|0.700,DII_futheavy_qflow_sum7,1,both,0.7,0.005555255089176538,-0.005187861236653998,0.151179,44,60.27,22,22,43.18,33,57.58,40,76.92,24,16,62.5,33,75.76,23,65.71,12,11,56.52,19,68.42,56.52,68.42,71.315
DII_futheavy_qflow_mean7|1|both|0.700,DII_futheavy_qflow_mean7,1,both,0.7,0.0007936078698823625,-0.000768391715968986,0.154264,44,60.27,22,22,45.45,33,60.61,40,76.92,24,16,62.5,33,75.76,23,65.71,12,11,56.52,19,68.42,56.52,68.42,71.315
DII_futheavy_rflow_mean7|1|both|0.750,DII_futheavy_rflow_mean7,1,both,0.75,0.0011845565657301515,-0.0013324047136915533,0.144484,38,52.05,19,19,47.37,29,62.07,39,75.0,24,15,56.41,30,73.33,21,60.0,10,11,57.14,17,70.59,56.41,70.59,67.5
DII_optheavy_lvl_chg15|1|both|0.800,DII_optheavy_lvl_chg15,1,both,0.8,0.004592211264656923,-0.0050313341190673135,0.218721,28,38.36,14,14,50.0,21,66.67,19,36.54,13,6,68.42,16,81.25,16,45.71,7,9,56.25,10,90.0,56.25,81.25,41.125
DII_v2inst_lvl_chg15|1|both|0.850,DII_v2inst_lvl_chg15,1,both,0.85,0.007162408534235729,-0.00929750892882195,0.234258,22,30.14,11,11,54.55,18,66.67,18,34.62,13,5,66.67,15,80.0,16,45.71,7,9,56.25,10,90.0,56.25,80.0,40.165
DII_v2inst_lvl_chg7|1|both|0.900,DII_v2inst_lvl_chg7,1,both,0.9,0.0055897393394016654,-0.005353104046373309,0.260467,16,21.92,8,8,43.75,10,70.0,23,44.23,16,7,56.52,18,72.22,16,45.71,5,11,56.25,13,69.23,56.25,69.23,44.97
DII_v3inst_qflow_sum7|1|both|0.600,DII_v3inst_qflow_sum7,1,both,0.6,0.0008093180444096427,-0.0017998603791057291,0.138282,58,79.45,29,29,41.38,43,55.81,48,92.31,30,18,56.25,40,67.5,31,88.57,15,16,58.06,24,75.0,56.25,67.5,90.44
DII_v3inst_qflow_mean7|1|both|0.600,DII_v3inst_qflow_mean7,1,both,0.6,0.00011561686348709182,-0.0002571229113008185,0.141892,58,79.45,29,29,41.38,43,55.81,48,92.31,30,18,56.25,40,67.5,31,88.57,15,16,58.06,24,75.0,56.25,67.5,90.44
DII_v3inst_lvl_z21|1|both|0.600,DII_v3inst_lvl_z21,1,both,0.6,0.8451511739499828,-0.3423015599709907,0.175863,58,79.45,29,29,43.1,44,56.82,32,61.54,20,12,59.38,26,73.08,25,71.43,6,19,56.0,18,77.78,56.0,73.08,66.485
DII_futheavy_lvl_z21|1|both|0.600,DII_futheavy_lvl_z21,1,both,0.6,0.8920340910818308,-0.36691132427411116,0.133803,58,79.45,29,29,43.1,44,56.82,31,59.62,20,11,61.29,26,73.08,25,71.43,6,19,56.0,18,77.78,56.0,73.08,65.525
DII_v3inst_qflow_sum7|1|both|0.850,DII_v3inst_qflow_sum7,1,both,0.85,0.004920466640534938,-0.009806458398225613,0.138282,22,30.14,11,11,50.0,18,61.11,32,61.54,23,9,68.75,27,81.48,18,51.43,12,6,55.56,15,66.67,55.56,66.67,56.485
DII_v3inst_qflow_mean7|1|both|0.850,DII_v3inst_qflow_mean7,1,both,0.85,0.0007029238057907053,-0.0014009226283179447,0.141892,22,30.14,11,11,50.0,18,61.11,32,61.54,23,9,68.75,27,81.48,18,51.43,12,6,55.56,15,66.67,55.56,66.67,56.485
DII_ifut_rflow_sum21|1|both|0.700,DII_ifut_rflow_sum21,1,both,0.7,0.02183652385143373,-0.010048390963779501,0.178236,44,60.27,22,22,47.73,35,60.0,40,76.92,19,21,62.5,32,78.12,29,82.86,13,16,55.17,21,76.19,55.17,76.19,79.89
DII_ifut_rflow_mean21|1|both|0.700,DII_ifut_rflow_mean21,1,both,0.7,0.0010398344691158919,-0.0004784948077990239,0.1777,44,60.27,22,22,47.73,35,60.0,40,76.92,19,21,62.5,32,78.12,29,82.86,13,16,55.17,21,76.19,55.17,76.19,79.89
DII_futheavy_rflow_sum21|1|both|0.700,DII_futheavy_rflow_sum21,1,both,0.7,0.01347834958163705,-0.003916328378680523,0.16063,44,60.27,22,22,47.73,35,60.0,39,75.0,19,20,61.54,32,75.0,29,82.86,13,16,55.17,21,76.19,55.17,75.0,78.93
DII_futheavy_rflow_mean21|1|both|0.700,DII_futheavy_rflow_mean21,1,both,0.7,0.0006418261705541452,-0.00020233498096629705,0.159859,44,60.27,22,22,47.73,35,60.0,39,75.0,19,20,61.54,32,75.0,29,82.86,13,16,55.17,21,76.19,55.17,75.0,78.93
DII_ifut_rflow_sum21|1|both|0.600,DII_ifut_rflow_sum21,1,both,0.6,0.0124833077576008,-0.00222775482802217,0.178236,58,79.45,29,29,44.83,47,55.32,45,86.54,21,24,60.0,37,72.97,29,82.86,13,16,55.17,21,76.19,55.17,72.97,84.7
DII_ifut_rflow_mean21|1|both|0.600,DII_ifut_rflow_mean21,1,both,0.6,0.000594443226552419,-0.0001540467615306177,0.1777,58,79.45,29,29,44.83,47,55.32,45,86.54,21,24,60.0,37,72.97,29,82.86,13,16,55.17,21,76.19,55.17,72.97,84.7
DII_v2inst_lvl_z21|1|both|0.600,DII_v2inst_lvl_z21,1,both,0.6,0.7308877462240783,0.2694893742755492,0.203229,58,79.45,29,29,44.83,44,59.09,45,86.54,21,24,55.56,37,67.57,29,82.86,7,22,55.17,21,76.19,55.17,67.57,84.7
DII_futheavy_lvl_chg15|1|both|0.850,DII_futheavy_lvl_chg15,1,both,0.85,0.019127805204985453,-0.019591560277057985,0.128825,22,30.14,11,11,45.45,17,58.82,24,46.15,16,8,58.33,18,77.78,20,57.14,8,12,55.0,12,91.67,55.0,77.78,51.644999999999996
DII_v3inst_rflow_sum7|1|both|0.750,DII_v3inst_rflow_sum7,1,both,0.75,0.006151091409824992,-0.005827104814444159,0.121097,38,52.05,19,19,44.74,29,58.62,40,76.92,24,16,55.0,31,70.97,22,62.86,10,12,59.09,18,72.22,55.0,70.97,69.89
DII_v3inst_rflow_mean7|1|both|0.750,DII_v3inst_rflow_mean7,1,both,0.75,0.0008787273442607131,-0.0009164508551338084,0.122146,38,52.05,19,19,44.74,29,58.62,40,76.92,24,16,55.0,31,70.97,22,62.86,10,12,59.09,18,72.22,55.0,70.97,69.89
DII_futheavy_rflow_sum7|1|both|0.750,DII_futheavy_rflow_sum7,1,both,0.75,0.00829189596011106,-0.008702679833843522,0.142324,38,52.05,19,19,47.37,29,62.07,40,76.92,24,16,55.0,31,70.97,21,60.0,10,11,57.14,17,70.59,55.0,70.59,68.46000000000001
DII_ifut_rflow_sum7|1|both|0.800,DII_ifut_rflow_sum7,1,both,0.8,0.018134287487249174,-0.016480553703457,0.161884,30,41.1,15,15,50.0,23,65.22,36,69.23,23,13,61.11,28,78.57,20,57.14,9,11,55.0,16,68.75,55.0,68.75,63.185
DII_ifut_rflow_mean7|1|both|0.800,DII_ifut_rflow_mean7,1,both,0.8,0.0025906124981784533,-0.0023543648147795714,0.165926,30,41.1,15,15,50.0,23,65.22,36,69.23,23,13,61.11,28,78.57,20,57.14,9,11,55.0,16,68.75,55.0,68.75,63.185
DII_futheavy_rflow_sum7|1|both|0.800,DII_futheavy_rflow_sum7,1,both,0.8,0.010803759960051956,-0.010341401678606758,0.142324,30,41.1,15,15,46.67,22,63.64,36,69.23,23,13,61.11,28,78.57,20,57.14,9,11,55.0,16,68.75,55.0,68.75,63.185
DII_futheavy_rflow_mean7|1|both|0.800,DII_futheavy_rflow_mean7,1,both,0.8,0.0015433942800074222,-0.0014773430969438226,0.144484,30,41.1,15,15,46.67,22,63.64,36,69.23,23,13,61.11,28,78.57,20,57.14,9,11,55.0,16,68.75,55.0,68.75,63.185
DII_v3inst_qflow_sum7|1|both|0.750,DII_v3inst_qflow_sum7,1,both,0.75,0.0038734685189150703,-0.006118049180748857,0.138282,38,52.05,19,19,44.74,29,58.62,39,75.0,25,14,64.1,32,78.12,20,57.14,12,8,55.0,17,64.71,55.0,64.71,66.07
DII_v3inst_qflow_mean7|1|both|0.750,DII_v3inst_qflow_mean7,1,both,0.75,0.0005533526455592958,-0.0008740070258212654,0.141892,38,52.05,19,19,44.74,29,58.62,39,75.0,25,14,64.1,32,78.12,20,57.14,12,8,55.0,17,64.71,55.0,64.71,66.07
DII_v3inst_qflow_sum7|1|both|0.800,DII_v3inst_qflow_sum7,1,both,0.8,0.004376657205184927,-0.006793460329870703,0.138282,30,41.1,15,15,43.33,22,59.09,37,71.15,23,14,64.86,30,80.0,20,57.14,12,8,55.0,17,64.71,55.0,64.71,64.14500000000001
DII_v3inst_qflow_mean7|1|both|0.800,DII_v3inst_qflow_mean7,1,both,0.8,0.0006252367435978468,-0.0009704943328386718,0.141892,30,41.1,15,15,43.33,22,59.09,37,71.15,23,14,64.86,30,80.0,20,57.14,12,8,55.0,17,64.71,55.0,64.71,64.14500000000001
DII_futheavy_qflow_sum7|1|both|0.800,DII_futheavy_qflow_sum7,1,both,0.8,0.0071126446283816275,-0.009701582091790412,0.151179,30,41.1,15,15,46.67,22,63.64,37,71.15,23,14,64.86,30,80.0,20,57.14,12,8,55.0,17,64.71,55.0,64.71,64.14500000000001
DII_futheavy_qflow_mean7|1|both|0.800,DII_futheavy_qflow_mean7,1,both,0.8,0.0010160920897688038,-0.0013859402988272017,0.154264,30,41.1,15,15,46.67,22,63.64,37,71.15,23,14,64.86,30,80.0,20,57.14,12,8,55.0,17,64.71,55.0,64.71,64.14500000000001
DII_ifut_qflow_sum7|1|both|0.800,DII_ifut_qflow_sum7,1,both,0.8,0.012345710580799215,-0.0154150088530253,0.165494,30,41.1,15,15,46.67,22,63.64,36,69.23,22,14,63.89,29,79.31,20,57.14,12,8,55.0,17,64.71,55.0,64.71,63.185
DII_ifut_qflow_mean7|1|both|0.800,DII_ifut_qflow_mean7,1,both,0.8,0.0017636729401141738,-0.0022021441218607572,0.169906,30,41.1,15,15,46.67,22,63.64,36,69.23,22,14,63.89,29,79.31,20,57.14,12,8,55.0,17,64.71,55.0,64.71,63.185
DII_v3inst_rflow_sum21|1|both|0.700,DII_v3inst_rflow_sum21,1,both,0.7,0.009358382946464827,-0.0019934029906753543,0.115996,44,60.27,22,22,45.45,35,57.14,41,78.85,22,19,58.54,33,72.73,31,88.57,13,18,54.84,23,73.91,54.84,72.73,83.71
DII_v3inst_rflow_mean21|1|both|0.700,DII_v3inst_rflow_mean21,1,both,0.7,0.00044563728316499176,-9.492395193692164e-05,0.114889,44,60.27,22,22,45.45,35,57.14,41,78.85,22,19,58.54,33,72.73,31,88.57,13,18,54.84,23,73.91,54.84,72.73,83.71
DII_ifut_qflow_sum7|1|both|0.600,DII_ifut_qflow_sum7,1,both,0.6,0.004178619797412868,-0.0035461675135547784,0.165494,58,79.45,29,29,43.1,43,58.14,45,86.54,28,17,57.78,37,70.27,31,88.57,14,17,54.84,23,73.91,54.84,70.27,87.555
DII_ifut_qflow_mean7|1|both|0.600,DII_ifut_qflow_mean7,1,both,0.6,0.0005969456853446955,-0.000506595359079254,0.169906,58,79.45,29,29,43.1,43,58.14,45,86.54,28,17,57.78,37,70.27,31,88.57,14,17,54.84,23,73.91,54.84,70.27,87.555
DII_optheavy_lvl_chg15|1|upper|0.600,DII_optheavy_lvl_chg15,1,upper,0.6,0.0014918846547249407,,0.218721,28,38.36,28,0,60.71,23,73.91,20,38.46,20,0,65.0,17,76.47,11,31.43,11,0,54.55,8,75.0,54.55,75.0,34.945
DII_v2inst_lvl_chg15|1|both|0.800,DII_v2inst_lvl_chg15,1,both,0.8,0.006512394073495235,-0.00612276933211039,0.234258,28,38.36,14,14,50.0,21,66.67,24,46.15,13,11,58.33,19,73.68,22,62.86,8,14,54.55,13,92.31,54.55,73.68,54.504999999999995
DII_v3inst_qflow_mean7|1|both|0.700,DII_v3inst_qflow_mean7,1,both,0.7,0.0005176419247881998,-0.0006220199994672302,0.141892,44,60.27,22,22,43.18,34,55.88,41,78.85,25,16,63.41,34,76.47,22,62.86,12,10,54.55,18,66.67,54.55,66.67,70.85499999999999
DII_ifut_qflow_sum7|1|both|0.750,DII_ifut_qflow_sum7,1,both,0.75,0.011328042132022424,-0.012939846201497495,0.165494,38,52.05,19,19,47.37,29,62.07,38,73.08,24,14,63.16,31,77.42,22,62.86,12,10,54.55,18,66.67,54.55,66.67,67.97
DII_scall_qflow_sum5|1|both|0.800,DII_scall_qflow_sum5,1,both,0.8,0.06669432799168001,-0.050899658942677554,0.183388,30,41.1,15,15,43.33,22,59.09,14,26.92,7,7,64.29,12,75.0,11,31.43,5,6,54.55,10,60.0,54.55,60.0,29.175
DII_scall_rflow_sum5|1|both|0.800,DII_scall_rflow_sum5,1,both,0.8,0.1773739628610905,-0.050901858018572936,0.186443,30,41.1,15,15,46.67,23,60.87,14,26.92,7,7,64.29,12,75.0,11,31.43,5,6,54.55,10,60.0,54.55,60.0,29.175
DII_iput_lvl_chg15|1|upper|0.700,DII_iput_lvl_chg15,1,upper,0.7,0.0026885144516888997,,0.120112,21,28.77,21,0,57.14,16,75.0,11,21.15,11,0,54.55,9,66.67,10,28.57,10,0,60.0,10,60.0,54.55,60.0,24.86
DII_v3inst_lvl_chg21|1|both|0.800,DII_v3inst_lvl_chg21,1,both,0.8,0.01477383717077878,-0.01054326627343097,0.248886,28,38.36,14,14,57.14,22,72.73,25,48.08,14,11,60.0,20,75.0,24,68.57,11,13,54.17,16,81.25,54.17,75.0,58.324999999999996
DII_futheavy_lvl_chg21|1|both|0.800,DII_futheavy_lvl_chg21,1,both,0.8,0.02118788797339597,-0.016490504652758507,0.219803,28,38.36,14,14,57.14,22,72.73,27,51.92,16,11,59.26,22,72.73,24,68.57,11,13,54.17,16,81.25,54.17,72.73,60.245
DII_ifut_qflow_sum7|1|both|0.700,DII_ifut_qflow_sum7,1,both,0.7,0.009392881200097724,-0.008534665611078105,0.165494,44,60.27,22,22,45.45,34,58.82,40,76.92,24,16,62.5,33,75.76,24,68.57,12,12,54.17,19,68.42,54.17,68.42,72.745
DII_index_qflow_sum5|1|both|0.700,DII_index_qflow_sum5,1,both,0.7,0.0010966452897236407,-0.0015822303379449325,0.115088,44,60.27,22,22,43.18,34,55.88,43,82.69,26,17,58.14,35,71.43,24,68.57,13,11,54.17,20,65.0,54.17,65.0,75.63
DII_v2inst_lvl_chg21|1|both|0.800,DII_v2inst_lvl_chg21,1,both,0.8,0.008147701179470172,-0.006205445489633954,0.305663,28,38.36,14,14,53.57,21,71.43,24,46.15,13,11,54.17,20,65.0,22,62.86,9,13,54.55,14,85.71,54.17,65.0,54.504999999999995
DII_optheavy_lvl_chg15|1|both|0.850,DII_optheavy_lvl_chg15,1,both,0.85,0.0049927129830932004,-0.006178668447219709,0.218721,22,30.14,11,11,50.0,16,68.75,18,34.62,13,5,66.67,15,80.0,13,37.14,6,7,53.85,8,87.5,53.85,80.0,35.879999999999995
DII_v3inst_rflow_sum7|1|both|0.700,DII_v3inst_rflow_sum7,1,both,0.7,0.0044142395372912336,-0.004016199330042045,0.121097,44,60.27,22,22,43.18,33,57.58,41,78.85,25,16,56.1,32,71.88,26,74.29,10,16,53.85,19,73.68,53.85,71.88,76.57
DII_v3inst_rflow_mean7|1|both|0.700,DII_v3inst_rflow_mean7,1,both,0.7,0.000630605648184462,-0.000657612013896955,0.122146,44,60.27,22,22,45.45,33,60.61,41,78.85,25,16,56.1,32,71.88,26,74.29,10,16,53.85,19,73.68,53.85,71.88,76.57
Pro_index_qflow_sum2|1|upper|0.600,Pro_index_qflow_sum2,1,upper,0.6,0.004615693797272117,,0.208102,29,39.73,29,0,65.52,22,86.36,13,25.0,13,0,53.85,10,70.0,11,31.43,11,0,54.55,7,85.71,53.85,70.0,28.215
DII_ifut_qflow_sum21|1|both|0.750,DII_ifut_qflow_sum21,1,both,0.75,0.0249125522896482,-0.022173275538068207,0.189738,36,49.32,18,18,50.0,30,60.0,28,53.85,15,13,57.14,23,69.57,26,74.29,14,12,53.85,18,77.78,53.85,69.57,64.07000000000001
DII_ifut_qflow_mean21|1|both|0.750,DII_ifut_qflow_mean21,1,both,0.75,0.0011863120137927713,-0.0010558702637175335,0.188397,36,49.32,18,18,50.0,30,60.0,28,53.85,15,13,57.14,23,69.57,26,74.29,14,12,53.85,18,77.78,53.85,69.57,64.07000000000001
DII_futheavy_qflow_sum21|1|both|0.750,DII_futheavy_qflow_sum21,1,both,0.75,0.01344127113061834,-0.013829719250459206,0.172032,36,49.32,18,18,50.0,29,62.07,30,57.69,16,14,56.67,25,68.0,26,74.29,14,12,53.85,18,77.78,53.85,68.0,65.99000000000001
DII_futheavy_qflow_mean21|1|both|0.750,DII_futheavy_qflow_mean21,1,both,0.75,0.0006400605300294448,-0.0006585580595456766,0.169551,36,49.32,18,18,50.0,29,62.07,30,57.69,16,14,56.67,25,68.0,26,74.29,14,12,53.85,18,77.78,53.85,68.0,65.99000000000001
DII_v3inst_lvl_chg7|1|both|0.900,DII_v3inst_lvl_chg7,1,both,0.9,0.009570206105972642,-0.009784269639177598,0.255354,16,21.92,8,8,50.0,10,80.0,26,50.0,19,7,53.85,21,66.67,14,40.0,5,9,57.14,12,66.67,53.85,66.67,45.0
DII_iput_lvl_chg21|1|upper|0.600,DII_iput_lvl_chg21,1,upper,0.6,0.002892208001820898,,0.147278,28,38.36,28,0,50.0,20,70.0,13,25.0,13,0,53.85,11,63.64,11,31.43,11,0,54.55,9,66.67,53.85,63.64,28.215
DII_ifut_rflow_sum7|1|both|0.700,DII_ifut_rflow_sum7,1,both,0.7,0.01179622152414979,-0.00910311932329703,0.161884,44,60.27,22,22,47.73,33,63.64,41,78.85,25,16,53.66,32,68.75,25,71.43,10,15,56.0,19,73.68,53.66,68.75,75.14
DII_ifut_rflow_mean7|1|both|0.700,DII_ifut_rflow_mean7,1,both,0.7,0.00168517450344997,-0.00137246892895707,0.165926,44,60.27,22,22,50.0,33,66.67,41,78.85,25,16,53.66,32,68.75,25,71.43,10,15,56.0,19,73.68,53.66,68.75,75.14
DII_futheavy_rflow_sum7|1|both|0.700,DII_futheavy_rflow_sum7,1,both,0.7,0.006886789016923595,-0.005749907314263337,0.142324,44,60.27,22,22,45.45,33,60.61,41,78.85,25,16,53.66,32,68.75,25,71.43,10,15,56.0,19,73.68,53.66,68.75,75.14
DII_futheavy_rflow_mean7|1|both|0.700,DII_futheavy_rflow_mean7,1,both,0.7,0.0009838270024176564,-0.0008464308840245575,0.144484,44,60.27,22,22,47.73,33,63.64,41,78.85,25,16,53.66,32,68.75,25,71.43,10,15,56.0,19,73.68,53.66,68.75,75.14
smart_v2inst_lvl_z63|-1|both|0.600,smart_v2inst_lvl_z63,-1,both,0.6,0.3562128824758256,-0.26340821593501246,-0.141834,56,76.71,28,28,44.64,40,62.5,41,78.85,16,25,53.66,35,62.86,22,62.86,9,13,54.55,16,75.0,53.66,62.86,70.85499999999999
