left_feature,left_mode,left_quantile,right_feature,right_mode,right_quantile,dev2023_24_n,dev2023_24_coverage_pct,dev2023_24_up_calls,dev2023_24_down_calls,dev2023_24_exact_pct,dev2023_24_sign_n,dev2023_24_sign_pct,val2025_n,val2025_coverage_pct,val2025_up_calls,val2025_down_calls,val2025_exact_pct,val2025_sign_n,val2025_sign_pct,confirm2026_n,confirm2026_coverage_pct,confirm2026_up_calls,confirm2026_down_calls,confirm2026_exact_pct,confirm2026_sign_n,confirm2026_sign_pct,min_val_confirm_exact_pct,min_val_confirm_sign_pct
Client_optheavy_rflow_mean4,up_tail,0.9,smart_plus_contra_client_v2inst_rflow_sum4,up_tail,0.925,26,7.58,26,0,69.23,22,81.82,10,4.03,10,0,40.0,4,100.0,9,5.42,9,0,44.44,8,50.0,40.0,50.0
smart_plus_contra_client_v2inst_rflow_sum4,up_tail,0.925,smart_v2inst_rflow_sum4,up_tail,0.925,26,7.58,26,0,69.23,22,81.82,10,4.03,10,0,40.0,4,100.0,9,5.42,9,0,44.44,8,50.0,40.0,50.0
Pro_optheavy_qflow_posdays21,up_tail,0.85,Client_scall_ds,up_tail,0.75,18,5.25,18,0,61.11,12,91.67,11,4.44,11,0,63.64,8,87.5,9,5.42,9,0,44.44,9,44.44,44.44,44.44
DII_sput_qflow_z63,up_tail,0.7,Pro_iput_dvol,up_tail,0.75,21,6.12,21,0,52.38,13,84.62,14,5.65,14,0,50.0,9,77.78,16,9.64,16,0,43.75,14,50.0,43.75,50.0
DII_sput_qflow_z63,up_tail,0.75,Pro_iput_dvol,up_tail,0.75,16,4.66,16,0,62.5,12,83.33,14,5.65,14,0,50.0,9,77.78,16,9.64,16,0,43.75,14,50.0,43.75,50.0
Client_optheavy_rflow_sum4,up_tail,0.9,Client_optheavy_rflow_mean4,up_tail,0.9,35,10.2,35,0,68.57,29,82.76,19,7.66,19,0,47.37,11,81.82,23,13.86,23,0,43.48,21,47.62,43.48,47.62
pro_fii_agreement_optheavy_rflow_chg15,up_tail,0.8,Client_ifut_dl,up_tail,0.8,17,4.96,17,0,58.82,13,76.92,10,4.03,10,0,60.0,8,75.0,7,4.22,7,0,42.86,4,75.0,42.86,75.0
FII_ifut_volshare,up_tail,0.75,client_opposes_smart_optheavy_rflow_mean4,up_tail,0.925,15,4.37,15,0,60.0,11,81.82,15,6.05,15,0,66.67,13,76.92,7,4.22,7,0,42.86,5,60.0,42.86,60.0
FII_ifut_volshare,up_tail,0.75,client_opposes_smart_optheavy_rflow_mean4,up_tail,0.95,15,4.37,15,0,60.0,11,81.82,15,6.05,15,0,66.67,13,76.92,7,4.22,7,0,42.86,5,60.0,42.86,60.0
pro_fii_agreement_v3inst_rflow_z21,up_tail,0.8,Client_sput_dvol,up_tail,0.75,17,4.96,17,0,47.06,10,80.0,11,4.44,11,0,45.45,6,83.33,7,4.22,7,0,42.86,5,60.0,42.86,60.0
smart_plus_contra_client_optheavy_qflow_sum4,up_tail,0.9,px_ret2_chg4,up_tail,0.6,31,9.04,31,0,58.06,23,78.26,17,6.85,17,0,47.06,10,80.0,14,8.43,14,0,42.86,11,54.55,42.86,54.55
smart_plus_contra_client_optheavy_qflow_mean4,up_tail,0.9,px_ret2_chg4,up_tail,0.6,31,9.04,31,0,58.06,23,78.26,17,6.85,17,0,47.06,10,80.0,14,8.43,14,0,42.86,11,54.55,42.86,54.55
pro_fii_agreement_optheavy_rflow_chg15,up_tail,0.8,Pro_sput_volshare,up_tail,0.8,18,5.25,18,0,72.22,13,100.0,13,5.24,13,0,76.92,11,90.91,42,25.3,42,0,42.86,35,51.43,42.86,51.43
v2_confidence_z21,up_tail,0.9,pro_fii_agreement_optheavy_rflow_chg15,up_tail,0.8,16,4.66,16,0,62.5,11,90.91,10,4.03,10,0,60.0,8,75.0,14,8.43,14,0,42.86,12,50.0,42.86,50.0
v2_setup_strength_z21,up_tail,0.9,pro_fii_agreement_optheavy_rflow_chg15,up_tail,0.8,16,4.66,16,0,62.5,11,90.91,10,4.03,10,0,60.0,8,75.0,14,8.43,14,0,42.86,12,50.0,42.86,50.0
Client_index_qflow_sum4,up_tail,0.925,smart_v2inst_qflow_sum4,up_tail,0.925,21,6.12,21,0,66.67,16,87.5,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_index_qflow_sum4,up_tail,0.925,smart_plus_contra_client_v2inst_qflow_sum4,up_tail,0.925,22,6.41,22,0,63.64,16,87.5,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_index_qflow_mean4,up_tail,0.925,smart_v2inst_qflow_sum4,up_tail,0.925,21,6.12,21,0,66.67,16,87.5,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_index_qflow_mean4,up_tail,0.925,smart_plus_contra_client_v2inst_qflow_sum4,up_tail,0.925,22,6.41,22,0,63.64,16,87.5,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_v2inst_qflow_sum4,up_tail,0.925,smart_v2inst_qflow_sum4,up_tail,0.925,21,6.12,21,0,66.67,16,87.5,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_v2inst_qflow_sum4,up_tail,0.925,smart_plus_contra_client_v2inst_qflow_sum4,up_tail,0.925,22,6.41,22,0,63.64,16,87.5,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_v2inst_qflow_mean4,up_tail,0.925,smart_v2inst_qflow_sum4,up_tail,0.925,21,6.12,21,0,66.67,16,87.5,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_v2inst_qflow_mean4,up_tail,0.925,smart_plus_contra_client_v2inst_qflow_sum4,up_tail,0.925,22,6.41,22,0,63.64,16,87.5,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_index_qflow_sum4,up_tail,0.9,smart_v2inst_qflow_sum4,up_tail,0.925,25,7.29,25,0,64.0,20,80.0,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_index_qflow_sum4,up_tail,0.9,smart_plus_contra_client_v2inst_qflow_sum4,up_tail,0.925,26,7.58,26,0,61.54,20,80.0,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_v2inst_qflow_sum4,up_tail,0.9,smart_v2inst_qflow_sum4,up_tail,0.925,25,7.29,25,0,64.0,20,80.0,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
Client_v2inst_qflow_sum4,up_tail,0.9,smart_plus_contra_client_v2inst_qflow_sum4,up_tail,0.925,26,7.58,26,0,61.54,20,80.0,10,4.03,10,0,50.0,6,83.33,7,4.22,7,0,42.86,6,50.0,42.86,50.0
smart_vs_client_futheavy_qflow_sum4,up_tail,0.85,FII_optheavy_qflow_sum4,up_tail,0.85,43,12.54,43,0,60.47,34,76.47,17,6.85,17,0,35.29,8,75.0,7,4.22,7,0,42.86,6,50.0,35.29,50.0
smart_vs_client_futheavy_qflow_sum4,up_tail,0.85,FII_optheavy_qflow_mean4,up_tail,0.85,43,12.54,43,0,60.47,34,76.47,17,6.85,17,0,35.29,8,75.0,7,4.22,7,0,42.86,6,50.0,35.29,50.0
pro_fii_agreement_v2inst_lvl_sum21,up_tail,0.9,FII_ifut_volshare,up_tail,0.75,17,4.96,17,0,76.47,14,92.86,10,4.03,10,0,70.0,10,70.0,7,4.22,7,0,42.86,7,42.86,42.86,42.86
pro_fii_agreement_v2inst_lvl_sum21,up_tail,0.925,FII_ifut_volshare,up_tail,0.75,17,4.96,17,0,76.47,14,92.86,10,4.03,10,0,70.0,10,70.0,7,4.22,7,0,42.86,7,42.86,42.86,42.86
pro_fii_agreement_v2inst_lvl_sum21,up_tail,0.95,FII_ifut_volshare,up_tail,0.75,17,4.96,17,0,76.47,14,92.86,10,4.03,10,0,70.0,10,70.0,7,4.22,7,0,42.86,7,42.86,42.86,42.86
pro_fii_agreement_optheavy_rflow_chg15,up_tail,0.8,Pro_scall_volshare,up_tail,0.8,22,6.41,22,0,72.73,17,94.12,15,6.05,15,0,60.0,12,75.0,40,24.1,40,0,42.5,32,53.12,42.5,53.12
pro_fii_agreement_v3inst_rflow_z21,up_tail,0.9,pro_fii_agreement_optheavy_rflow_chg15,up_tail,0.8,19,5.54,19,0,52.63,14,71.43,17,6.85,17,0,58.82,12,83.33,19,11.45,19,0,42.11,16,50.0,42.11,50.0
pro_fii_agreement_v3inst_rflow_z21,up_tail,0.925,pro_fii_agreement_optheavy_rflow_chg15,up_tail,0.8,19,5.54,19,0,52.63,14,71.43,17,6.85,17,0,58.82,12,83.33,19,11.45,19,0,42.11,16,50.0,42.11,50.0
DII_sfut_qflow_sum21,up_tail,0.925,FII_optheavy_qflow_sum4,up_tail,0.85,15,4.37,15,0,66.67,12,83.33,11,4.44,11,0,54.55,7,85.71,19,11.45,19,0,42.11,17,47.06,42.11,47.06
DII_sfut_qflow_sum21,up_tail,0.925,FII_optheavy_qflow_mean4,up_tail,0.85,15,4.37,15,0,66.67,12,83.33,11,4.44,11,0,54.55,7,85.71,19,11.45,19,0,42.11,17,47.06,42.11,47.06
DII_sfut_qflow_mean21,up_tail,0.925,FII_optheavy_qflow_sum4,up_tail,0.85,15,4.37,15,0,66.67,12,83.33,11,4.44,11,0,54.55,7,85.71,19,11.45,19,0,42.11,17,47.06,42.11,47.06
DII_sfut_qflow_mean21,up_tail,0.925,FII_optheavy_qflow_mean4,up_tail,0.85,15,4.37,15,0,66.67,12,83.33,11,4.44,11,0,54.55,7,85.71,19,11.45,19,0,42.11,17,47.06,42.11,47.06
DII_sfut_rflow_sum21,up_tail,0.925,FII_optheavy_qflow_sum4,up_tail,0.85,16,4.66,16,0,68.75,13,84.62,13,5.24,13,0,53.85,8,87.5,19,11.45,19,0,42.11,17,47.06,42.11,47.06
DII_sfut_rflow_sum21,up_tail,0.925,FII_optheavy_qflow_mean4,up_tail,0.85,16,4.66,16,0,68.75,13,84.62,13,5.24,13,0,53.85,8,87.5,19,11.45,19,0,42.11,17,47.06,42.11,47.06
DII_sfut_rflow_mean21,up_tail,0.925,FII_optheavy_qflow_sum4,up_tail,0.85,16,4.66,16,0,68.75,13,84.62,13,5.24,13,0,53.85,8,87.5,19,11.45,19,0,42.11,17,47.06,42.11,47.06
DII_sfut_rflow_mean21,up_tail,0.925,FII_optheavy_qflow_mean4,up_tail,0.85,16,4.66,16,0,68.75,13,84.62,13,5.24,13,0,53.85,8,87.5,19,11.45,19,0,42.11,17,47.06,42.11,47.06
smart_vs_client_optheavy_qflow_sum4,up_tail,0.925,px_ret2_chg4,up_tail,0.6,24,7.0,24,0,62.5,19,78.95,14,5.65,14,0,42.86,8,75.0,12,7.23,12,0,41.67,9,55.56,41.67,55.56
smart_vs_client_optheavy_qflow_mean4,up_tail,0.925,px_ret2_chg4,up_tail,0.6,24,7.0,24,0,62.5,19,78.95,14,5.65,14,0,42.86,8,75.0,12,7.23,12,0,41.67,9,55.56,41.67,55.56
Client_optheavy_qflow_sum4,up_tail,0.925,smart_optheavy_qflow_sum4,up_tail,0.925,20,5.83,20,0,65.0,16,81.25,14,5.65,14,0,42.86,8,75.0,12,7.23,12,0,41.67,10,50.0,41.67,50.0
Client_optheavy_qflow_mean4,up_tail,0.925,smart_optheavy_qflow_sum4,up_tail,0.925,20,5.83,20,0,65.0,16,81.25,14,5.65,14,0,42.86,8,75.0,12,7.23,12,0,41.67,10,50.0,41.67,50.0
Client_optheavy_rflow_sum4,up_tail,0.9,smart_optheavy_qflow_sum4,up_tail,0.925,23,6.71,23,0,65.22,19,78.95,14,5.65,14,0,42.86,7,85.71,12,7.23,12,0,41.67,10,50.0,41.67,50.0
Client_optheavy_rflow_sum4,up_tail,0.9,smart_plus_contra_client_optheavy_qflow_sum4,up_tail,0.9,27,7.87,27,0,66.67,22,81.82,14,5.65,14,0,42.86,7,85.71,12,7.23,12,0,41.67,10,50.0,41.67,50.0
Client_optheavy_rflow_sum4,up_tail,0.9,smart_plus_contra_client_optheavy_qflow_mean4,up_tail,0.9,27,7.87,27,0,66.67,22,81.82,14,5.65,14,0,42.86,7,85.71,12,7.23,12,0,41.67,10,50.0,41.67,50.0
Client_optheavy_rflow_mean4,up_tail,0.9,smart_optheavy_qflow_sum4,up_tail,0.925,23,6.71,23,0,65.22,19,78.95,14,5.65,14,0,42.86,7,85.71,12,7.23,12,0,41.67,10,50.0,41.67,50.0
Client_optheavy_rflow_mean4,up_tail,0.9,smart_plus_contra_client_optheavy_qflow_sum4,up_tail,0.9,27,7.87,27,0,66.67,22,81.82,14,5.65,14,0,42.86,7,85.71,12,7.23,12,0,41.67,10,50.0,41.67,50.0
Client_optheavy_rflow_mean4,up_tail,0.9,smart_plus_contra_client_optheavy_qflow_mean4,up_tail,0.9,27,7.87,27,0,66.67,22,81.82,14,5.65,14,0,42.86,7,85.71,12,7.23,12,0,41.67,10,50.0,41.67,50.0
Client_optheavy_qflow_sum4,up_tail,0.925,smart_vs_client_optheavy_qflow_sum4,up_tail,0.925,25,7.29,25,0,68.0,20,85.0,15,6.05,15,0,40.0,8,75.0,12,7.23,12,0,41.67,10,50.0,40.0,50.0
Client_optheavy_qflow_sum4,up_tail,0.925,smart_vs_client_optheavy_qflow_mean4,up_tail,0.925,25,7.29,25,0,68.0,20,85.0,15,6.05,15,0,40.0,8,75.0,12,7.23,12,0,41.67,10,50.0,40.0,50.0
Client_optheavy_qflow_mean4,up_tail,0.925,smart_vs_client_optheavy_qflow_sum4,up_tail,0.925,25,7.29,25,0,68.0,20,85.0,15,6.05,15,0,40.0,8,75.0,12,7.23,12,0,41.67,10,50.0,40.0,50.0
Client_optheavy_qflow_mean4,up_tail,0.925,smart_vs_client_optheavy_qflow_mean4,up_tail,0.925,25,7.29,25,0,68.0,20,85.0,15,6.05,15,0,40.0,8,75.0,12,7.23,12,0,41.67,10,50.0,40.0,50.0
DII_sfut_rflow_sum21,up_tail,0.925,FII_v2inst_qflow_sum4,up_tail,0.85,17,4.96,17,0,70.59,14,85.71,10,4.03,10,0,40.0,5,80.0,12,7.23,12,0,41.67,12,41.67,40.0,41.67
DII_sfut_rflow_mean21,up_tail,0.925,FII_v2inst_qflow_sum4,up_tail,0.85,17,4.96,17,0,70.59,14,85.71,10,4.03,10,0,40.0,5,80.0,12,7.23,12,0,41.67,12,41.67,40.0,41.67
FII_ifut_volshare,up_tail,0.75,Pro_iput_dvol,up_tail,0.75,23,6.71,23,0,56.52,16,81.25,16,6.45,16,0,43.75,9,77.78,22,13.25,22,0,40.91,18,50.0,40.91,50.0
pro_fii_agreement_optheavy_qflow_z63,up_tail,0.75,Pro_sput_volshare,up_tail,0.8,20,5.83,20,0,70.0,15,93.33,17,6.85,17,0,58.82,12,83.33,49,29.52,49,0,40.82,40,50.0,40.82,50.0
pro_fii_agreement_optheavy_qflow_z63,up_tail,0.8,Pro_sput_volshare,up_tail,0.8,20,5.83,20,0,70.0,15,93.33,17,6.85,17,0,58.82,12,83.33,49,29.52,49,0,40.82,40,50.0,40.82,50.0
pro_fii_agreement_optheavy_rflow_chg15,up_tail,0.8,Pro_sput_volshare,up_tail,0.85,17,4.96,17,0,70.59,12,100.0,10,4.03,10,0,70.0,8,87.5,37,22.29,37,0,40.54,30,50.0,40.54,50.0
client_opposes_smart_optheavy_rflow_mean4,up_tail,0.925,px_ret2_chg4,up_tail,0.6,15,4.37,15,0,53.33,11,72.73,10,4.03,10,0,80.0,9,88.89,5,3.01,5,0,40.0,3,66.67,40.0,66.67
client_opposes_smart_optheavy_rflow_mean4,up_tail,0.95,px_ret2_chg4,up_tail,0.6,15,4.37,15,0,53.33,11,72.73,10,4.03,10,0,80.0,9,88.89,5,3.01,5,0,40.0,3,66.67,40.0,66.67
Client_sput_dvol,up_tail,0.75,Pro_iput_rflow_chg4,up_tail,0.8,31,9.04,31,0,51.61,21,76.19,17,6.85,17,0,52.94,12,75.0,5,3.01,5,0,40.0,4,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_sum4,up_tail,0.9,px_ret2_chg4,up_tail,0.6,29,8.45,29,0,62.07,22,81.82,12,4.84,12,0,50.0,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_mean4,up_tail,0.9,px_ret2_chg4,up_tail,0.6,29,8.45,29,0,62.07,22,81.82,12,4.84,12,0,50.0,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
px_ret2_chg4,up_tail,0.6,v3_smart_money_conflict_z21,up_tail,0.85,25,7.29,25,0,60.0,20,75.0,10,4.03,10,0,50.0,6,83.33,5,3.01,5,0,40.0,4,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_sum4,up_tail,0.9,smart_vs_client_v2inst_qflow_mean4,up_tail,0.9,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_sum4,up_tail,0.9,smart_vs_client_v3inst_rflow_sum4,up_tail,0.75,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_sum4,up_tail,0.9,Client_v3inst_rflow_sum4,up_tail,0.75,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_sum4,up_tail,0.9,Client_v3inst_rflow_mean4,up_tail,0.75,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_sum4,up_tail,0.9,smart_v3inst_rflow_sum4,up_tail,0.75,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_mean4,up_tail,0.9,smart_vs_client_v3inst_rflow_sum4,up_tail,0.75,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_mean4,up_tail,0.9,Client_v3inst_rflow_sum4,up_tail,0.75,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_mean4,up_tail,0.9,Client_v3inst_rflow_mean4,up_tail,0.75,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_v2inst_qflow_mean4,up_tail,0.9,smart_v3inst_rflow_sum4,up_tail,0.75,35,10.2,35,0,65.71,28,82.14,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
pro_fii_agreement_v3inst_qflow_z21,up_tail,0.925,pro_fii_agreement_optheavy_qflow_z63,up_tail,0.75,15,4.37,15,0,60.0,11,81.82,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
pro_fii_agreement_v3inst_qflow_z21,up_tail,0.925,pro_fii_agreement_optheavy_qflow_z63,up_tail,0.8,15,4.37,15,0,60.0,11,81.82,13,5.24,13,0,46.15,8,75.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
Client_optheavy_rflow_sum4,up_tail,0.9,smart_vs_client_v2inst_qflow_sum4,up_tail,0.9,25,7.29,25,0,72.0,21,85.71,11,4.44,11,0,45.45,6,83.33,10,6.02,10,0,40.0,8,50.0,40.0,50.0
Client_optheavy_rflow_sum4,up_tail,0.9,smart_vs_client_v2inst_qflow_mean4,up_tail,0.9,25,7.29,25,0,72.0,21,85.71,11,4.44,11,0,45.45,6,83.33,10,6.02,10,0,40.0,8,50.0,40.0,50.0
Client_optheavy_rflow_mean4,up_tail,0.9,smart_vs_client_v2inst_qflow_sum4,up_tail,0.9,25,7.29,25,0,72.0,21,85.71,11,4.44,11,0,45.45,6,83.33,10,6.02,10,0,40.0,8,50.0,40.0,50.0
Client_optheavy_rflow_mean4,up_tail,0.9,smart_vs_client_v2inst_qflow_mean4,up_tail,0.9,25,7.29,25,0,72.0,21,85.71,11,4.44,11,0,45.45,6,83.33,10,6.02,10,0,40.0,8,50.0,40.0,50.0
Client_optheavy_qflow_sum4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_sum4,up_tail,0.925,21,6.12,21,0,66.67,17,82.35,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
Client_optheavy_qflow_sum4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_mean4,up_tail,0.925,21,6.12,21,0,66.67,17,82.35,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
Client_optheavy_qflow_mean4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_sum4,up_tail,0.925,21,6.12,21,0,66.67,17,82.35,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
Client_optheavy_qflow_mean4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_mean4,up_tail,0.925,21,6.12,21,0,66.67,17,82.35,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_optheavy_qflow_sum4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_sum4,up_tail,0.925,21,6.12,21,0,66.67,17,82.35,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_optheavy_qflow_sum4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_mean4,up_tail,0.925,21,6.12,21,0,66.67,17,82.35,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_optheavy_qflow_mean4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_sum4,up_tail,0.925,21,6.12,21,0,66.67,17,82.35,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_vs_client_optheavy_qflow_mean4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_mean4,up_tail,0.925,21,6.12,21,0,66.67,17,82.35,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_plus_contra_client_optheavy_rflow_sum4,up_tail,0.925,smart_optheavy_qflow_sum4,up_tail,0.925,19,5.54,19,0,63.16,15,80.0,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_plus_contra_client_optheavy_rflow_sum4,up_tail,0.925,smart_plus_contra_client_optheavy_qflow_sum4,up_tail,0.9,22,6.41,22,0,68.18,18,83.33,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_plus_contra_client_optheavy_rflow_sum4,up_tail,0.925,smart_plus_contra_client_optheavy_qflow_mean4,up_tail,0.9,22,6.41,22,0,68.18,18,83.33,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_plus_contra_client_optheavy_rflow_mean4,up_tail,0.925,smart_optheavy_qflow_sum4,up_tail,0.925,19,5.54,19,0,63.16,15,80.0,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_plus_contra_client_optheavy_rflow_mean4,up_tail,0.925,smart_plus_contra_client_optheavy_qflow_sum4,up_tail,0.9,22,6.41,22,0,68.18,18,83.33,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
smart_plus_contra_client_optheavy_rflow_mean4,up_tail,0.925,smart_plus_contra_client_optheavy_qflow_mean4,up_tail,0.9,22,6.41,22,0,68.18,18,83.33,10,4.03,10,0,40.0,5,80.0,10,6.02,10,0,40.0,8,50.0,40.0,50.0
pro_fii_agreement_v3inst_rflow_z21,up_tail,0.9,pro_fii_agreement_optheavy_rflow_z63,up_tail,0.85,18,5.25,18,0,61.11,15,73.33,23,9.27,23,0,52.17,15,80.0,20,12.05,20,0,40.0,17,47.06,40.0,47.06
pro_fii_agreement_v3inst_rflow_z21,up_tail,0.9,pro_fii_agreement_optheavy_rflow_z63,up_tail,0.9,17,4.96,17,0,58.82,14,71.43,23,9.27,23,0,52.17,15,80.0,20,12.05,20,0,40.0,17,47.06,40.0,47.06
pro_fii_agreement_v3inst_rflow_z21,up_tail,0.925,pro_fii_agreement_optheavy_rflow_z63,up_tail,0.85,18,5.25,18,0,61.11,15,73.33,23,9.27,23,0,52.17,15,80.0,20,12.05,20,0,40.0,17,47.06,40.0,47.06
pro_fii_agreement_v3inst_rflow_z21,up_tail,0.925,pro_fii_agreement_optheavy_rflow_z63,up_tail,0.9,17,4.96,17,0,58.82,14,71.43,23,9.27,23,0,52.17,15,80.0,20,12.05,20,0,40.0,17,47.06,40.0,47.06
Client_optheavy_rflow_sum4,up_tail,0.9,Client_optheavy_rflow_sum4,up_tail,0.925,26,7.58,26,0,65.38,21,80.95,11,4.44,11,0,36.36,5,80.0,15,9.04,15,0,40.0,13,46.15,36.36,46.15
Client_optheavy_rflow_mean4,up_tail,0.9,Client_optheavy_rflow_sum4,up_tail,0.925,26,7.58,26,0,65.38,21,80.95,11,4.44,11,0,36.36,5,80.0,15,9.04,15,0,40.0,13,46.15,36.36,46.15
smart_vs_client_optheavy_rflow_sum4,up_tail,0.925,Client_optheavy_rflow_sum4,up_tail,0.925,25,7.29,25,0,64.0,20,80.0,11,4.44,11,0,36.36,5,80.0,15,9.04,15,0,40.0,13,46.15,36.36,46.15
smart_vs_client_optheavy_rflow_mean4,up_tail,0.925,Client_optheavy_rflow_sum4,up_tail,0.925,25,7.29,25,0,64.0,20,80.0,11,4.44,11,0,36.36,5,80.0,15,9.04,15,0,40.0,13,46.15,36.36,46.15
Client_optheavy_rflow_sum4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_sum4,up_tail,0.925,25,7.29,25,0,64.0,20,80.0,11,4.44,11,0,36.36,5,80.0,15,9.04,15,0,40.0,13,46.15,36.36,46.15
Client_optheavy_rflow_sum4,up_tail,0.925,smart_plus_contra_client_optheavy_rflow_mean4,up_tail,0.925,25,7.29,25,0,64.0,20,80.0,11,4.44,11,0,36.36,5,80.0,15,9.04,15,0,40.0,13,46.15,36.36,46.15
pro_fii_spread_optheavy_qflow_posdays7,up_tail,0.8,FII_ifut_volshare,up_tail,0.75,18,5.25,18,0,66.67,15,80.0,12,4.84,12,0,75.0,11,81.82,25,15.06,25,0,40.0,22,45.45,40.0,45.45
smart_v3inst_qflow_sum4,up_tail,0.8,DII_sfut_qflow_sum21,up_tail,0.925,18,5.25,18,0,66.67,14,85.71,11,4.44,11,0,54.55,7,85.71,10,6.02,10,0,40.0,9,44.44,40.0,44.44
smart_v3inst_qflow_sum4,up_tail,0.8,DII_sfut_qflow_mean21,up_tail,0.925,18,5.25,18,0,66.67,14,85.71,11,4.44,11,0,54.55,7,85.71,10,6.02,10,0,40.0,9,44.44,40.0,44.44
smart_v3inst_qflow_mean4,up_tail,0.8,DII_sfut_qflow_sum21,up_tail,0.925,18,5.25,18,0,66.67,14,85.71,11,4.44,11,0,54.55,7,85.71,10,6.02,10,0,40.0,9,44.44,40.0,44.44
