TIMESTAMP,INDEX_NAME,OPEN_INDEX_VAL,CLOSE_INDEX_VAL,HIGH_INDEX_VAL,LOW_INDEX_VAL,PREV_CLOSE,VIX_PTS_CHG,VIX_PERC_CHG
18-SEP-2026,INDIA VIX,12.29,11.39,12.29,11.3075,12.29,-0.9,-7.32
